method,n_seeds,train_loss_mean,train_loss_sample_std,test_loss_mean,test_loss_sample_std,test_accuracy_mean,test_accuracy_sample_std,best_accuracy_mean,best_accuracy_sample_std,accuracy_auc_mean,accuracy_auc_sample_std,clip_fraction_mean,clip_fraction_sample_std,mean_clip_factor_mean,mean_clip_factor_sample_std,transformed_norm_p50_mean,transformed_norm_p50_sample_std,transformed_norm_p90_mean,transformed_norm_p90_sample_std,transformed_norm_p99_mean,transformed_norm_p99_sample_std,transformed_norm_max_mean,transformed_norm_max_sample_std,algorithm_seconds_mean,algorithm_seconds_sample_std,logical_steps_per_second_mean,logical_steps_per_second_sample_std,samples_per_second_mean,samples_per_second_sample_std
dp_kfc,1,4.022140026092529,,3.686928935348988,,0.12890625,,0.12890625,,0.0,,1.0,,3.051869134651497e-05,,51066.40625,,66120.5078125,,86027.046875,,95962.3671875,,26.265531648881733,,0.0992081076573695,,25.39727556028661,
dp_kfc_a_bk,1,3.990060687065125,,3.5887850373983383,,0.1328125,,0.1328125,,0.0,,1.0,,0.0012862830189988,,1219.10107421875,,1534.8897705078125,,1961.8648681640625,,2164.25537109375,,17.713485182262957,,0.1356649099312247,,34.73021694239354,
dp_sgd,1,3.936552405357361,,3.438261203467846,,0.13671875,,0.13671875,,0.0,,1.0,,0.0086494460701942,,178.88705444335938,,230.7423248291016,,300.4635925292969,,409.0550231933594,,16.175611732527614,,0.123642928197775,,31.652589618630422,
