estimator,label_seed,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR
KFLR,-1,conv1,0.7837335634294766,0.78933135431504,0.8626952056098109,0.36606879644542695,0.9461207602479933,0.0
KFLR,-1,conv2,0.670149948169812,0.6619603993544776,0.8185372155345478,0.24985819279582738,0.9709509219060045,0.0
KFLR,-1,fc1,0.8177116869112284,0.76288380734739,0.7128038890066335,0.5881304633446975,0.8383616675759746,0.0
KFLR,-1,fc2,0.5616268579960757,0.5613383610148477,0.8555343820763157,0.02236421239435156,0.9997498919763187,0.0
KFAC-M-3,1,conv1,0.7835183808241459,0.78933135431504,0.8626952056098109,0.3660892529290392,0.9462641399574808,0.0022759733255952597
KFAC-M-3,1,conv2,0.6697914665208419,0.6619603993544776,0.8185372155345478,0.2503036041597548,0.970962348357346,0.00577158946543932
KFAC-M-3,1,fc1,0.8174949366565302,0.76288380734739,0.7128038890066335,0.5894036380504264,0.8382895526488204,0.04789465293288231
KFAC-M-3,1,fc2,0.5627604869611296,0.5613383610148477,0.8555343820763157,0.05852865222810935,0.9982893693045142,0.04742278903722763
KFAC-M-3,0,conv1,0.7837822620247802,0.78933135431504,0.8626952056098109,0.36623685447660875,0.9460440636168715,0.0017618744168430567
KFAC-M-3,0,conv2,0.6701552580667488,0.6619603993544776,0.8185372155345478,0.2501420725811624,0.9708931080891597,0.004361994098871946
KFAC-M-3,0,fc1,0.8176447394546359,0.76288380734739,0.7128038890066335,0.58832673898128,0.8383937657388846,0.03258876875042915
KFAC-M-3,0,fc2,0.5620119121042476,0.5613383610148477,0.8555343820763157,0.034884706445878925,0.999391381922684,0.025519460439682007
KFAC-U-3,0,conv1,0.7839868878294494,0.78933135431504,0.8626952056098109,0.3656457008631024,0.9460550580123804,0.0022308635525405407
KFAC-U-3,0,conv2,0.6704275509744545,0.6619603993544776,0.8185372155345478,0.249952880226667,0.9708561050946757,0.005762898363173008
KFAC-U-3,0,fc1,0.8179221779959654,0.76288380734739,0.7128038890066335,0.5887618870594834,0.8379108704344459,0.05784153193235397
KFAC-U-3,0,fc2,0.5630361818049553,0.5613383610148477,0.8555343820763157,0.05951406513029318,0.9982292104193528,0.05357930436730385
KFAC-U-9,2,conv1,0.783934673620264,0.78933135431504,0.8626952056098109,0.3655687325629979,0.946110672969598,0.001598950126208365
KFAC-U-9,2,conv2,0.6703271699268646,0.6619603993544776,0.8185372155345478,0.24962893738773811,0.9709479314893396,0.003825998166576028
KFAC-U-9,2,fc1,0.8178857393598098,0.76288380734739,0.7128038890066335,0.5877502683858619,0.8382428060528357,0.040229614824056625
KFAC-U-9,2,fc2,0.5624628578947871,0.5613383610148477,0.8555343820763157,0.0475078980018277,0.9988713815383455,0.03984910994768143
KFAC-U-3,1,conv1,0.7837170091274118,0.78933135431504,0.8626952056098109,0.3656121110240027,0.9462492402973642,0.002144693396985531
KFAC-U-3,1,conv2,0.6700491950114039,0.6619603993544776,0.8185372155345478,0.2500185326265954,0.9709469313165785,0.0057377079501748085
KFAC-U-3,1,fc1,0.8175076430235068,0.76288380734739,0.7128038890066335,0.5881926761321545,0.8386096927934508,0.05432126298546791
KFAC-U-3,1,fc2,0.563169546433268,0.5613383610148477,0.8555343820763157,0.06390930196786163,0.9979592643667258,0.05351048335433006
KFAC-M-3,2,conv1,0.7833728120567591,0.78933135431504,0.8626952056098109,0.36648233847716494,0.9462644186645413,0.002398546552285552
KFAC-M-3,2,conv2,0.6698049564189585,0.6619603993544776,0.8185372155345478,0.25019940131308566,0.9709791565954381,0.005231595132499933
KFAC-M-3,2,fc1,0.8181055204593305,0.76288380734739,0.7128038890066335,0.592206286231825,0.8367108628101378,0.052051663398742676
KFAC-M-3,2,fc2,0.5624580224309338,0.5613383610148477,0.8555343820763157,0.05438557067327783,0.9985238433763657,0.049138981848955154
KFAC-M-9,1,conv1,0.7835268596754138,0.78933135431504,0.8626952056098109,0.3664178899544767,0.9461741392669953,0.0014502184931188822
KFAC-M-9,1,conv2,0.670028818923325,0.6619603993544776,0.8185372155345478,0.2504952886863718,0.9708580682523862,0.003096286440268159
KFAC-M-9,1,fc1,0.817491970810838,0.76288380734739,0.7128038890066335,0.5876979621834759,0.8387682790378148,0.02784026600420475
KFAC-M-9,1,fc2,0.5620923688448356,0.5613383610148477,0.8555343820763157,0.039932686458172155,0.9992027637335313,0.02913629077374935
KFAC-U-3,2,conv1,0.7836383012676942,0.78933135431504,0.8626952056098109,0.36597387155765687,0.9462108216917313,0.001797829638235271
KFAC-U-3,2,conv2,0.6701371852564102,0.6619603993544776,0.8185372155345478,0.24982047227324325,0.9709619200478781,0.005496110301464796
KFAC-U-3,2,fc1,0.8179132910164706,0.76288380734739,0.7128038890066335,0.5891813359059441,0.8378048424067542,0.052173636853694916
KFAC-U-3,2,fc2,0.5626623938488995,0.5613383610148477,0.8555343820763157,0.05416144061474121,0.998533960946846,0.04871265962719917
KFAC-M-1,2,conv1,0.783236390996883,0.78933135431504,0.8626952056098109,0.36743052913575697,0.9461168345086548,0.00406232476234436
KFAC-M-1,2,conv2,0.6697369056743536,0.6619603993544776,0.8185372155345478,0.2515217612046054,0.9707369703884335,0.009214632213115692
KFAC-M-1,2,fc1,0.8187650127340937,0.76288380734739,0.7128038890066335,0.5970988973611647,0.8344885219138299,0.08434177935123444
KFAC-M-1,2,fc2,0.563622565534468,0.5613383610148477,0.8555343820763157,0.08097704620049996,0.9967399235304193,0.08198974281549454
KFAC-M-9,0,conv1,0.7837659696199003,0.78933135431504,0.8626952056098109,0.36615014895330245,0.9460775456042152,0.001147611765190959
KFAC-M-9,0,conv2,0.6700851760474066,0.6619603993544776,0.8185372155345478,0.24966583181848223,0.97100691068082,0.0027913209050893784
KFAC-M-9,0,fc1,0.8176316362019664,0.76288380734739,0.7128038890066335,0.5884690806841437,0.8383710384698144,0.022528888657689095
KFAC-M-9,0,fc2,0.5617377859007949,0.5613383610148477,0.8555343820763157,0.025881941499525395,0.9996650071218597,0.019349897280335426
KFAC-M-1,0,conv1,0.7835217042284509,0.78933135431504,0.8626952056098109,0.36664507056421963,0.9461195292415303,0.00348315155133605
KFAC-M-1,0,conv2,0.6698629107463712,0.6619603993544776,0.8185372155345478,0.25001149119418903,0.9710000965304934,0.007703024428337812
KFAC-M-1,0,fc1,0.8181165097490665,0.76288380734739,0.7128038890066335,0.5940978001565986,0.8361757916399781,0.059710755944252014
KFAC-M-1,0,fc2,0.5634636807596208,0.5613383610148477,0.8555343820763157,0.06877036734664392,0.9976372117368724,0.0532945916056633
KFAC-U-1,0,conv1,0.7837337842360208,0.78933135431504,0.8626952056098109,0.3658793741382602,0.946169177930914,0.0033758243080228567
KFAC-U-1,0,conv2,0.6701286844288965,0.6619603993544776,0.8185372155345478,0.24984040264214327,0.9709603064759447,0.008637876249849796
KFAC-U-1,0,fc1,0.8184484057880849,0.76288380734739,0.7128038890066335,0.5955326527105226,0.8353405289037406,0.07888887822628021
KFAC-U-1,0,fc2,0.5648198104470243,0.5613383610148477,0.8555343820763157,0.08897972013621659,0.9960481504368666,0.07469167560338974
KFAC-M-1,1,conv1,0.7830930635867325,0.78933135431504,0.8626952056098109,0.3681415048402391,0.946035210744223,0.004985348787158728
KFAC-M-1,1,conv2,0.6692504694335177,0.6619603993544776,0.8185372155345478,0.25161982383583736,0.9708574596624648,0.009818201884627342
KFAC-M-1,1,fc1,0.817537225390482,0.76288380734739,0.7128038890066335,0.591820189518999,0.8375682778322745,0.07713557779788971
KFAC-M-1,1,fc2,0.5634037349946621,0.5613383610148477,0.8555343820763157,0.07512517727833136,0.9971895697015927,0.07519518584012985
KFAC-U-1,1,conv1,0.783155558924941,0.78933135431504,0.8626952056098109,0.36781745015920464,0.9460743319425706,0.0046935840509831905
KFAC-U-1,1,conv2,0.6694021044447095,0.6619603993544776,0.8185372155345478,0.25129003328260396,0.9708784783068667,0.009392062202095985
KFAC-U-1,1,fc1,0.8175585494127886,0.76288380734739,0.7128038890066335,0.5912498056108785,0.8376965032110436,0.08041122555732727
KFAC-U-1,1,fc2,0.5638776320483192,0.5613383610148477,0.8555343820763157,0.07999794634446034,0.9968101767134289,0.07897131145000458
KFAC-M-9,2,conv1,0.7837022148234912,0.78933135431504,0.8626952056098109,0.3659567775228825,0.9461711012617064,0.001148293842561543
KFAC-M-9,2,conv2,0.6700424155140613,0.6619603993544776,0.8185372155345478,0.24997561796543707,0.9709573141359483,0.003017759881913662
KFAC-M-9,2,fc1,0.8179190981415769,0.76288380734739,0.7128038890066335,0.5895132189600228,0.8377044116863277,0.02771846018731594
KFAC-M-9,2,fc2,0.5619195529821415,0.5613383610148477,0.8555343820763157,0.03569974944036203,0.9993628763757602,0.02599497325718403
KFAC-U-9,0,conv1,0.7839853549599958,0.78933135431504,0.8626952056098109,0.3656426307935078,0.9460568988733918,0.0017096282681450248
KFAC-U-9,0,conv2,0.6703722669046853,0.6619603993544776,0.8185372155345478,0.2493770598766187,0.9709857712675972,0.004476909525692463
KFAC-U-9,0,fc1,0.8178249322741719,0.76288380734739,0.7128038890066335,0.5881758582476977,0.8382018365205847,0.04664427414536476
KFAC-U-9,0,fc2,0.5625982511572276,0.5613383610148477,0.8555343820763157,0.050420483064291165,0.9987287682777326,0.04600941389799118
KFAC-U-9,1,conv1,0.7837200977973319,0.78933135431504,0.8626952056098109,0.36600146853075854,0.9461473108637045,0.0012858922127634287
KFAC-U-9,1,conv2,0.6702824520355587,0.6619603993544776,0.8185372155345478,0.2501531221589849,0.9708559070812315,0.004196283407509327
KFAC-U-9,1,fc1,0.8176151586712392,0.76288380734739,0.7128038890066335,0.587181192114659,0.8387534252242604,0.04580717906355858
KFAC-U-9,1,fc2,0.5627945613891149,0.5613383610148477,0.8555343820763157,0.05497003822805063,0.9984892253642457,0.046361420303583145
KFRA-block,-1,conv1,0.7858760719833275,0.78933135431504,0.8626952056098109,0.3802858715969479,0.940914069842745,0.024148598313331604
KFRA-block,-1,conv2,0.6702459194167925,0.6619603993544776,0.8185372155345478,0.24995104447568892,0.970906109192706,0.0025740053970366716
KFRA-block,-1,fc1,0.8177118147868233,0.76288380734739,0.7128038890066335,0.5881589020638562,0.83835352846698,0.001104696188122034
KFRA-block,-1,fc2,0.5616268519614093,0.5613383610148477,0.8555343820763157,0.02236418597095696,0.999749892568851,6.001555163948069e-08
KFAC-U-1,2,conv1,0.7835883436528045,0.78933135431504,0.8626952056098109,0.36632615491843945,0.9461550900944704,0.0033132436219602823
KFAC-U-1,2,conv2,0.6702001407955593,0.6619603993544776,0.8185372155345478,0.2508748943508228,0.9707350814669113,0.009323159232735634
KFAC-U-1,2,fc1,0.8185967732670586,0.76288380734739,0.7128038890066335,0.5935961114568379,0.8356768689825537,0.08084411919116974
KFAC-U-1,2,fc2,0.5636371857589247,0.5613383610148477,0.8555343820763157,0.07767157682990894,0.9969945348720468,0.07893837988376617
