estimator,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR,scope
KFAC-M-1,conv1,0.7832837196040221,0.7893313543150399,0.8626952056098109,0.3674057015134052,0.9460905248314694,0.004176941700279713,layer_seed_mean
KFAC-M-1,conv2,0.6696167619514141,0.6619603993544776,0.818537215534548,0.25105102541154395,0.9708648421937972,0.008911952842026949,layer_seed_mean
KFAC-M-1,fc1,0.8181395826245473,0.7628838073473899,0.7128038890066334,0.5943389623455874,0.8360775304620276,0.07372937103112538,layer_seed_mean
KFAC-M-1,fc2,0.5634966604295837,0.5613383610148477,0.8555343820763156,0.0749575302751584,0.9971889016562948,0.0701598400870959,layer_seed_mean
KFAC-M-3,conv1,0.7835578183018951,0.7893313543150399,0.8626952056098109,0.3662694819609376,0.9461908740796311,0.002145464764907956,layer_seed_mean
KFAC-M-3,conv2,0.6699172270021831,0.6619603993544776,0.818537215534548,0.25021502601800094,0.9709448710139812,0.0051217262322704,layer_seed_mean
KFAC-M-3,fc1,0.8177483988568323,0.7628838073473899,0.7128038890066334,0.5899788877545105,0.837798060399281,0.044178361694018044,layer_seed_mean
KFAC-M-3,fc2,0.5624101404987704,0.5613383610148477,0.8555343820763156,0.04926630978242203,0.9987348648678546,0.04069374377528826,layer_seed_mean
KFAC-M-9,conv1,0.7836650147062684,0.7893313543150399,0.8626952056098109,0.3661749388102205,0.9461409287109723,0.0012487080336237948,layer_seed_mean
KFAC-M-9,conv2,0.6700521368282644,0.6619603993544776,0.818537215534548,0.25004557949009704,0.9709407643563849,0.0029684557424237332,layer_seed_mean
KFAC-M-9,fc1,0.8176809017181271,0.7628838073473899,0.7128038890066334,0.5885600872758808,0.8382812430646522,0.026029204949736595,layer_seed_mean
KFAC-M-9,fc2,0.5619165692425906,0.5613383610148477,0.8555343820763156,0.03383812579935319,0.9994102157437171,0.024827053770422935,layer_seed_mean
KFAC-U-1,conv1,0.7834925622712555,0.7893313543150399,0.8626952056098109,0.36667432640530145,0.9461328666559851,0.0037942173269887767,layer_seed_mean
KFAC-U-1,conv2,0.6699103098897218,0.6619603993544776,0.818537215534548,0.25066844342519,0.9708579554165743,0.009117699228227139,layer_seed_mean
KFAC-U-1,fc1,0.818201242822644,0.7628838073473899,0.7128038890066334,0.593459523259413,0.8362379670324459,0.08004807432492574,layer_seed_mean
KFAC-U-1,fc2,0.5641115427514228,0.5613383610148477,0.8555343820763156,0.08221641443686195,0.9966176206741141,0.0775337889790535,layer_seed_mean
KFAC-U-3,conv1,0.7837807327415184,0.7893313543150399,0.8626952056098109,0.36574389448158734,0.9461717066671587,0.002057795529253781,layer_seed_mean
KFAC-U-3,conv2,0.6702046437474228,0.6619603993544776,0.818537215534548,0.24993062837550187,0.9709216521530442,0.005665572204937537,layer_seed_mean
KFAC-U-3,fc1,0.8177810373453142,0.7628838073473899,0.7128038890066334,0.5887119663658607,0.8381084685448835,0.0547788105905056,layer_seed_mean
KFAC-U-3,fc2,0.5629560406957076,0.5613383610148477,0.8555343820763156,0.05919493590429867,0.9982408119109749,0.051934149116277695,layer_seed_mean
KFAC-U-9,conv1,0.7838800421258639,0.7893313543150399,0.8626952056098109,0.3657376106290881,0.9461049609022315,0.0015314902023722727,layer_seed_mean
KFAC-U-9,conv2,0.6703272962890362,0.6619603993544776,0.818537215534548,0.24971970647444722,0.9709298699460561,0.004166397033259273,layer_seed_mean
KFAC-U-9,fc1,0.817775276768407,0.7628838073473899,0.7128038890066334,0.5877024395827396,0.8383993559325603,0.04422702267765999,layer_seed_mean
KFAC-U-9,fc2,0.5626185568137099,0.5613383610148477,0.8555343820763156,0.05096613976472317,0.9986964583934412,0.044073314716418587,layer_seed_mean
KFLR,conv1,0.7837335634294766,0.78933135431504,0.8626952056098109,0.36606879644542695,0.9461207602479933,0.0,layer_seed_mean
