estimator,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR,scope
KFLR,conv2,0.670149948169812,0.6619603993544776,0.8185372155345478,0.24985819279582738,0.9709509219060045,0.0,layer_seed_mean
KFLR,fc1,0.8177116869112284,0.76288380734739,0.7128038890066335,0.5881304633446975,0.8383616675759746,0.0,layer_seed_mean
KFLR,fc2,0.5616268579960757,0.5613383610148477,0.8555343820763157,0.02236421239435156,0.9997498919763187,0.0,layer_seed_mean
KFRA-block,conv1,0.7858760719833275,0.78933135431504,0.8626952056098109,0.3802858715969479,0.940914069842745,0.024148598313331604,layer_seed_mean
KFRA-block,conv2,0.6702459194167925,0.6619603993544776,0.8185372155345478,0.24995104447568892,0.970906109192706,0.0025740053970366716,layer_seed_mean
KFRA-block,fc1,0.8177118147868233,0.76288380734739,0.7128038890066335,0.5881589020638562,0.83835352846698,0.001104696188122034,layer_seed_mean
KFRA-block,fc2,0.5616268519614093,0.5613383610148477,0.8555343820763157,0.02236418597095696,0.999749892568851,6.001555163948069e-08,layer_seed_mean
KFAC-M-1,ALL,0.7086341811523917,0.6938784805079388,0.8123926730568269,0.3219383048864237,0.9375554497858972,0.039244526415131986,global_mean
KFAC-M-3,ALL,0.7084083961649202,0.6938784805079388,0.8123926730568269,0.31393242637896773,0.9384171675901869,0.023034824116621166,global_mean
KFAC-M-9,ALL,0.7083286556238126,0.6938784805079388,0.8123926730568269,0.30965468284388786,0.9386932879689316,0.013768355624051765,global_mean
KFAC-U-1,ALL,0.708928914433761,0.6938784805079388,0.8123926730568269,0.3232546768816916,0.9374616024447798,0.042623444964798786,global_mean
KFAC-U-3,ALL,0.7086806136324908,0.6938784805079388,0.8123926730568269,0.31589535628181215,0.9383606598190153,0.028609081860243656,global_mean
KFAC-U-9,ALL,0.7086502929992542,0.6938784805079388,0.8123926730568269,0.3135314741127495,0.9385326612935723,0.02349955615742753,global_mean
KFLR,ALL,0.7083055141266482,0.6938784805079388,0.8123926730568269,0.30660541624507587,0.9387958104265728,0.0,global_mean
KFRA-block,ALL,0.7088651645370881,0.6938784805079388,0.8123926730568269,0.3101900010268625,0.9374809000178205,0.006956839978510487,global_mean
