task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,group,trace_S,d_total,tau,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max
vit,dp_kfm_a,public,0.5,42,1,patch_embed,True,0.9991607662922732,0.1392733434042978,patch_head,18708.555712720576,5526346,1.686256626292087,79679064,421.797404172701,0.5550316071754596,22365.54385075011,177913.0501668289,0.0010017209385508122,178.21922759355357
vit,dp_kfm_a,public,0.5,42,1,blocks.0.attn.q_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,14452.289836934022,5526346,1.686256626292087,79679064,79.32164426808562,1.2701134714648985,11780.476195068,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.5,42,1,blocks.0.attn.k_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,14452.289836934022,5526346,1.686256626292087,79679064,79.32164426808562,1.2701134714648985,11780.476195068,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.5,42,1,blocks.0.attn.v_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,14452.289836934022,5526346,1.686256626292087,79679064,79.32164426808562,1.2701134714648985,11780.476195068,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.5,42,1,blocks.0.attn.out_proj,True,0.9708667368223768,0.2969648171181025,attention_out,7111.155722195192,5526346,1.686256626292087,79679064,43.54535247839915,0.9469645846190343,15832.11419560899,1896.1977224680234,0.001000444362159864,1.8970403209835085
vit,dp_kfm_a,public,0.5,42,1,blocks.0.mlp.fc1,True,0.9885138744145511,0.1739466697747348,mlp_fc1,106902.49549213653,5526346,1.686256626292087,79679064,148.99368097387992,1.352374422376388,59430.152297151486,22199.116970146304,0.001,22.199116970146303
vit,dp_kfm_a,public,0.5,42,1,blocks.0.mlp.fc2,True,0.9933974372301647,0.11796328977876887,mlp_fc2,39746.24842129155,5526346,1.686256626292087,79679064,117.33501223099489,0.9143573964336071,74651.69049475876,13767.505095247721,0.0010173516493354345,14.006394015884267
vit,dp_kfm_a,public,0.5,42,1,blocks.1.attn.q_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,23449.14343829968,5526346,1.686256626292087,79679064,86.6171547800578,1.157044637261208,18368.95736304719,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.5,42,1,blocks.1.attn.k_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,23449.14343829968,5526346,1.686256626292087,79679064,86.6171547800578,1.157044637261208,18368.95736304719,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.5,42,1,blocks.1.attn.v_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,23449.14343829968,5526346,1.686256626292087,79679064,86.6171547800578,1.157044637261208,18368.95736304719,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.5,42,1,blocks.1.attn.out_proj,True,0.9916812507354869,0.13058808127810823,attention_out,12106.441594381806,5526346,1.686256626292087,79679064,94.41413317782639,0.9095655693784334,20477.518851133646,8914.028543720337,0.0010877882950070614,9.696575911217824
vit,dp_kfm_a,public,0.5,42,1,blocks.1.mlp.fc1,True,0.9913147799038119,0.13173138207045604,mlp_fc1,144655.2076808862,5526346,1.686256626292087,79679064,132.84397069968082,0.9548746233844645,97096.30627485439,17647.520551257654,0.001,17.647520551257653
vit,dp_kfm_a,public,0.5,42,1,blocks.1.mlp.fc2,True,0.9952361007872776,0.09767864120399854,mlp_fc2,35654.188548892525,5526346,1.686256626292087,79679064,97.49726258327424,0.7385465117748559,97514.2836369742,9505.716211231926,0.0010105445742495782,9.605949941616679
vit,dp_kfm_a,public,0.5,42,1,blocks.2.attn.q_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,32718.508191464734,5526346,1.686256626292087,79679064,107.41556566711407,0.8638013804643744,24523.342466588623,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,0.5,42,1,blocks.2.attn.k_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,32718.508191464734,5526346,1.686256626292087,79679064,107.41556566711407,0.8638013804643744,24523.342466588623,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,0.5,42,1,blocks.2.attn.v_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,32718.508191464734,5526346,1.686256626292087,79679064,107.41556566711407,0.8638013804643744,24523.342466588623,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,0.5,42,1,blocks.2.attn.out_proj,True,0.989884137589964,0.14210298081469236,attention_out,15005.718195592179,5526346,1.686256626292087,79679064,55.34939756242835,0.8674858786479692,22937.980958373257,3063.555810523749,0.0017775745377243861,5.445698803684611
vit,dp_kfm_a,public,0.5,42,1,blocks.2.mlp.fc1,True,0.9905497083757666,0.13715539617781253,mlp_fc1,192094.26129366673,5526346,1.686256626292087,79679064,129.90809070014373,0.714081600132827,117043.36020905,16876.112029356773,0.001,16.876112029356772
vit,dp_kfm_a,public,0.5,42,1,blocks.2.mlp.fc2,True,0.9920176330330334,0.1262646072500027,mlp_fc2,44624.20016819161,5526346,1.686256626292087,79679064,67.31475642548786,0.6600242090258516,111157.4933025979,4531.276432622759,0.0010103893446996807,4.578353425410816
vit,dp_kfm_a,public,0.5,42,1,blocks.3.attn.q_proj,True,0.9897192451784821,0.1433187405586977,attention_qkv,46886.27103597133,5526346,1.686256626292087,79679064,120.36264652555306,0.653101143451138,30170.21887198799,14487.16667863523,0.001,14.487166678635232
vit,dp_kfm_a,public,0.5,42,1,blocks.3.attn.k_proj,True,0.9897192451784821,0.1433187405586977,attention_qkv,46886.27103597133,5526346,1.686256626292087,79679064,120.36264652555306,0.653101143451138,30170.21887198799,14487.16667863523,0.001,14.487166678635232
vit,dp_kfm_a,public,0.5,42,1,blocks.3.attn.v_proj,True,0.9897192451784821,0.1433187405586977,attention_qkv,46886.27103597133,5526346,1.686256626292087,79679064,120.36264652555306,0.653101143451138,30170.21887198799,14487.16667863523,0.001,14.487166678635232
vit,dp_kfm_a,public,0.5,42,1,blocks.3.attn.out_proj,True,0.9822563912842421,0.18757561950603402,attention_out,14480.677932977533,5526346,1.686256626292087,79679064,55.067268628050066,0.676822278697653,27257.68903363301,3032.404074153827,0.0020685078731791594,6.272551702047751
vit,dp_kfm_a,public,0.5,42,1,blocks.3.mlp.fc1,True,0.9787638073697713,0.20518305940531262,mlp_fc1,200553.98948844758,5526346,1.686256626292087,79679064,126.28462731059696,0.5934799019420905,124339.64366250075,15947.807094976373,0.001,15.947807094976374
vit,dp_kfm_a,public,0.5,42,1,blocks.3.mlp.fc2,True,0.9789123280848399,0.20502690933626816,mlp_fc2,45285.27263229797,5526346,1.686256626292087,79679064,59.484618265775126,0.553156690800637,119214.53293668006,3538.419810224988,0.0012889872803970638,4.560978128085002
vit,dp_kfm_a,public,0.5,42,1,blocks.4.attn.q_proj,True,0.981708898222179,0.19054296982272334,attention_qkv,48139.86439950585,5526346,1.686256626292087,79679064,97.65686340772648,0.5703643067194968,31663.463760458813,9536.862970635346,0.001,9.536862970635346
vit,dp_kfm_a,public,0.5,42,1,blocks.4.attn.k_proj,True,0.981708898222179,0.19054296982272334,attention_qkv,48139.86439950585,5526346,1.686256626292087,79679064,97.65686340772648,0.5703643067194968,31663.463760458813,9536.862970635346,0.001,9.536862970635346
vit,dp_kfm_a,public,0.5,42,1,blocks.4.attn.v_proj,True,0.981708898222179,0.19054296982272334,attention_qkv,48139.86439950585,5526346,1.686256626292087,79679064,97.65686340772648,0.5703643067194968,31663.463760458813,9536.862970635346,0.001,9.536862970635346
vit,dp_kfm_a,public,0.5,42,1,blocks.4.attn.out_proj,True,0.964487220017665,0.2648351013984268,attention_out,13065.24724711419,5526346,1.686256626292087,79679064,29.698061864007624,0.6438227803750125,28068.17000740543,881.9748784784239,0.00318487687976516,2.808981398999619
vit,dp_kfm_a,public,0.5,42,1,blocks.4.mlp.fc1,True,0.9711686111508895,0.23863435701397398,mlp_fc1,206731.9165824908,5526346,1.686256626292087,79679064,111.60203529756949,0.5188520887701655,129752.25957755218,12455.014282559947,0.001,12.455014282559947
vit,dp_kfm_a,public,0.5,42,1,blocks.4.mlp.fc2,True,0.9703782864513476,0.24175322152155093,mlp_fc2,45020.235293883474,5526346,1.686256626292087,79679064,38.57834192929914,0.495363742968936,124051.98791516168,1488.2884660139205,0.00229017125098207,3.408435458033286
vit,dp_kfm_a,public,0.5,42,1,blocks.5.attn.q_proj,True,0.9797697627020183,0.20014011458137473,attention_qkv,52211.78359389448,5526346,1.686256626292087,79679064,102.30205708579494,0.5119712530367982,32557.862017472078,10465.710883985248,0.001,10.465710883985249
vit,dp_kfm_a,public,0.5,42,1,blocks.5.attn.k_proj,True,0.9797697627020183,0.20014011458137473,attention_qkv,52211.78359389448,5526346,1.686256626292087,79679064,102.30205708579494,0.5119712530367982,32557.862017472078,10465.710883985248,0.001,10.465710883985249
vit,dp_kfm_a,public,0.5,42,1,blocks.5.attn.v_proj,True,0.9797697627020183,0.20014011458137473,attention_qkv,52211.78359389448,5526346,1.686256626292087,79679064,102.30205708579494,0.5119712530367982,32557.862017472078,10465.710883985248,0.001,10.465710883985249
vit,dp_kfm_a,public,0.5,42,1,blocks.5.attn.out_proj,True,0.9482997525277194,0.3176422707706185,attention_out,16734.092109197816,5526346,1.686256626292087,79679064,18.026495815938183,0.5449149721215804,30407.25910846059,324.9545514020368,0.009527721737584868,3.0960765431203257
vit,dp_kfm_a,public,0.5,42,1,blocks.5.mlp.fc1,True,0.9574456152007812,0.2886189159831934,mlp_fc1,209343.15589457945,5526346,1.686256626292087,79679064,115.22061494282711,0.5076904621601864,129733.24143811612,13275.790107803234,0.001,13.275790107803234
vit,dp_kfm_a,public,0.5,42,1,blocks.5.mlp.fc2,True,0.9539209613975645,0.3001022745571506,mlp_fc2,45856.84320163378,5526346,1.686256626292087,79679064,39.67804187147616,0.49963000564590565,122891.47018205893,1574.3470067546157,0.002443926424880569,3.847588251739233
vit,dp_kfm_a,public,0.5,42,1,blocks.6.attn.q_proj,True,0.9588229100524357,0.2848551941367438,attention_qkv,49213.86516604439,5526346,1.686256626292087,79679064,105.6861778789217,0.47873516715436903,33120.11487518011,11169.568194655078,0.001,11.169568194655078
vit,dp_kfm_a,public,0.5,42,1,blocks.6.attn.k_proj,True,0.9588229100524357,0.2848551941367438,attention_qkv,49213.86516604439,5526346,1.686256626292087,79679064,105.6861778789217,0.47873516715436903,33120.11487518011,11169.568194655078,0.001,11.169568194655078
vit,dp_kfm_a,public,0.5,42,1,blocks.6.attn.v_proj,True,0.9588229100524357,0.2848551941367438,attention_qkv,49213.86516604439,5526346,1.686256626292087,79679064,105.6861778789217,0.47873516715436903,33120.11487518011,11169.568194655078,0.001,11.169568194655078
vit,dp_kfm_a,public,0.5,42,1,blocks.6.attn.out_proj,True,0.9365700390937759,0.3519885714127162,attention_out,15023.766029593595,5526346,1.686256626292087,79679064,24.694695184660475,0.6024849511224774,28968.83362203124,609.8279702632933,0.005877132226741037,3.584039616802476
