epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.8801467933206477,0.6317470921516418,0.8835,0.7861127240333559
2,468,0.7263010747921772,0.7067377187788486,0.9053,0.8385078418579571
3,702,0.7082698119756503,0.6497659024059772,0.9193,0.8909029596825585
4,936,0.68995749249927,0.6251476784974337,0.9219,0.9432980775071597
5,1170,0.6739843143229811,0.6819909693717957,0.9192,0.995693195331761
