method,seed,epoch,privacy_valid,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,mean_clip_factor,layer,W_kron,W_G,W_A,log_kappa_kron
CLW-Noisy-Slow,42,1,True,0.8479043717822458,0.6233051638126373,0.8998,0.7861127240333559,0.4694010416666667,0.5955559239746668,conv1,2.4329128432243614,0.8406629715379096,1.747577353117678,8.458430033711348
CLW-Noisy-Slow,42,1,True,0.8479043717822458,0.6233051638126373,0.8998,0.7861127240333559,0.4694010416666667,0.5955559239746668,conv2,8.631004816464753,0.40121794895465573,8.001658689825371,16.313014758478136
CLW-Noisy-Slow,42,1,True,0.8479043717822458,0.6233051638126373,0.8998,0.7861127240333559,0.4694010416666667,0.5955559239746668,fc1,115.98771842519372,3.4604488576842,32.186212036024564,inf
CLW-Noisy-Slow,42,1,True,0.8479043717822458,0.6233051638126373,0.8998,0.7861127240333559,0.4694010416666667,0.5955559239746668,fc2,10.46427220680654,0.4841177198683956,9.408515115528209,inf
CLW-Noisy-Slow,42,2,True,0.6849358902018294,0.5910390625774861,0.9173,0.8385078418579571,0.25424011752136755,0.7783446551388146,conv1,1.7430112405554645,0.33590903102913733,1.6213111722192497,6.2863765234495546
CLW-Noisy-Slow,42,2,True,0.6849358902018294,0.5910390625774861,0.9173,0.8385078418579571,0.25424011752136755,0.7783446551388146,conv2,8.078165578308074,0.3326171485707271,7.658765617776235,13.91082319518017
CLW-Noisy-Slow,42,2,True,0.6849358902018294,0.5910390625774861,0.9173,0.8385078418579571,0.25424011752136755,0.7783446551388146,fc1,114.64822655282946,3.5314198948837006,31.22212702463275,inf
CLW-Noisy-Slow,42,2,True,0.6849358902018294,0.5910390625774861,0.9173,0.8385078418579571,0.25424011752136755,0.7783446551388146,fc2,10.153270567803146,0.4968688228809936,9.081826869754972,inf
CLW-Noisy-Slow,42,3,True,0.6850510510878686,0.6615812688350677,0.9124,0.8909029596825585,0.2063301282051282,0.8175007094684829,conv1,1.7628445256444736,0.32877794139049765,1.6452724380078834,6.236486189758664
CLW-Noisy-Slow,42,3,True,0.6850510510878686,0.6615812688350677,0.9124,0.8909029596825585,0.2063301282051282,0.8175007094684829,conv2,7.954916135443005,0.3518650448835279,7.4965956187706,13.106720060971181
CLW-Noisy-Slow,42,3,True,0.6850510510878686,0.6615812688350677,0.9124,0.8909029596825585,0.2063301282051282,0.8175007094684829,fc1,108.58923632186392,3.4578022276605846,30.15257280452825,inf
CLW-Noisy-Slow,42,3,True,0.6850510510878686,0.6615812688350677,0.9124,0.8909029596825585,0.2063301282051282,0.8175007094684829,fc2,9.783199352815656,0.5098715962447706,8.703829006193844,inf
CLW-Noisy-Slow,42,4,True,0.7378980730079178,0.6462273668035865,0.9243,0.9432980775071597,0.18524639423076922,0.8344359532890157,conv1,1.811657429525613,0.4414432505414928,1.6073994292838572,6.654345533720564
CLW-Noisy-Slow,42,4,True,0.7378980730079178,0.6462273668035865,0.9243,0.9432980775071597,0.18524639423076922,0.8344359532890157,conv2,7.762179373180947,0.36221705160594336,7.2902157340712295,12.733343477203857
CLW-Noisy-Slow,42,4,True,0.7378980730079178,0.6462273668035865,0.9243,0.9432980775071597,0.18524639423076922,0.8344359532890157,fc1,104.23811834606211,3.4103911967843588,29.31427233734912,inf
CLW-Noisy-Slow,42,4,True,0.7378980730079178,0.6462273668035865,0.9243,0.9432980775071597,0.18524639423076922,0.8344359532890157,fc2,9.020942895606206,0.4516674617073894,8.210942557677926,inf
CLW-Noisy-Slow,42,5,True,0.7072957830551343,0.7027754226744175,0.9235,0.995693195331761,0.15998931623931623,0.8564243161270761,conv1,1.7775666732970552,0.4042960627554497,1.6047852466372905,6.4357586708170675
CLW-Noisy-Slow,42,5,True,0.7072957830551343,0.7027754226744175,0.9235,0.995693195331761,0.15998931623931623,0.8564243161270761,conv2,7.618861169725883,0.4106861811904604,7.03742078297733,13.240982977164753
CLW-Noisy-Slow,42,5,True,0.7072957830551343,0.7027754226744175,0.9235,0.995693195331761,0.15998931623931623,0.8564243161270761,fc1,99.02212855874002,3.282792213653296,28.839067018152015,inf
CLW-Noisy-Slow,42,5,True,0.7072957830551343,0.7027754226744175,0.9235,0.995693195331761,0.15998931623931623,0.8564243161270761,fc2,9.16592028309344,0.4649890316398804,8.300636074017916,inf
CLW-Noisy-Fast,42,1,True,0.8349019934733709,0.5936026181042194,0.9029,0.7861127240333559,0.4625901442307692,0.6021785649797345,conv1,2.092822590995986,0.7158775717846249,1.5990648208166618,8.02183115388134
CLW-Noisy-Fast,42,1,True,0.8349019934733709,0.5936026181042194,0.9029,0.7861127240333559,0.4625901442307692,0.6021785649797345,conv2,8.148604566565178,0.4025425459894721,7.54991463949417,15.993608021396101
CLW-Noisy-Fast,42,1,True,0.8349019934733709,0.5936026181042194,0.9029,0.7861127240333559,0.4625901442307692,0.6021785649797345,fc1,107.13560328680634,3.440413057103151,29.887352428338676,inf
CLW-Noisy-Fast,42,1,True,0.8349019934733709,0.5936026181042194,0.9029,0.7861127240333559,0.4625901442307692,0.6021785649797345,fc2,9.557490398157256,0.4685977413267906,8.644013074233737,inf
CLW-Noisy-Fast,42,2,True,0.6452567229668299,0.5508469452276826,0.9208,0.8385078418579571,0.24140291132478633,0.7907468220617018,conv1,1.7147696018817424,0.3321663692560119,1.5965186509228328,6.225007684197659
CLW-Noisy-Fast,42,2,True,0.6452567229668299,0.5508469452276826,0.9208,0.8385078418579571,0.24140291132478633,0.7907468220617018,conv2,7.560699226984403,0.37146467919144177,7.0789477214170375,13.826622561270607
CLW-Noisy-Fast,42,2,True,0.6452567229668299,0.5508469452276826,0.9208,0.8385078418579571,0.24140291132478633,0.7907468220617018,fc1,102.11608898710233,3.522767095026264,27.869104833309258,inf
CLW-Noisy-Fast,42,2,True,0.6452567229668299,0.5508469452276826,0.9208,0.8385078418579571,0.24140291132478633,0.7907468220617018,fc2,8.608897514084674,0.47018951420021565,7.779059403186755,inf
CLW-Noisy-Fast,42,3,True,0.6372155049163052,0.6076404588699341,0.9166,0.8909029596825585,0.1935596955128205,0.8302664303372049,conv1,1.730634100950362,0.33385858401416874,1.6107300416114587,6.2177605244457395
CLW-Noisy-Fast,42,3,True,0.6372155049163052,0.6076404588699341,0.9166,0.8909029596825585,0.1935596955128205,0.8302664303372049,conv2,7.2808510762920156,0.40396271290591623,6.740437744063194,13.04596228355598
CLW-Noisy-Fast,42,3,True,0.6372155049163052,0.6076404588699341,0.9166,0.8909029596825585,0.1935596955128205,0.8302664303372049,fc1,92.52242668505768,3.397613107760482,26.10597198356089,inf
CLW-Noisy-Fast,42,3,True,0.6372155049163052,0.6076404588699341,0.9166,0.8909029596825585,0.1935596955128205,0.8302664303372049,fc2,7.846394699086593,0.4845632649010067,7.047609328885228,inf
CLW-Noisy-Fast,42,4,True,0.6710004381134979,0.5854646961085498,0.9325,0.9432980775071597,0.1719584668803419,0.8474264404712579,conv1,1.8052527522557698,0.4319281181584843,1.609133047556039,6.588956909435376
CLW-Noisy-Fast,42,4,True,0.6710004381134979,0.5854646961085498,0.9325,0.9432980775071597,0.1719584668803419,0.8474264404712579,conv2,6.950914024872593,0.4424292869787976,6.343681003415638,12.692253899098024
CLW-Noisy-Fast,42,4,True,0.6710004381134979,0.5854646961085498,0.9325,0.9432980775071597,0.1719584668803419,0.8474264404712579,fc1,88.33100503452712,3.3960477831248572,24.932280329615164,inf
CLW-Noisy-Fast,42,4,True,0.6710004381134979,0.5854646961085498,0.9325,0.9432980775071597,0.1719584668803419,0.8474264404712579,fc2,7.2045642937412895,0.4861318812444865,6.4647333664448885,inf
CLW-Noisy-Fast,42,5,True,0.6571395264731513,0.7002942278385162,0.925,0.995693195331761,0.1496227297008547,0.8660341521613618,conv1,1.7654712555727137,0.38924986961781943,1.6047404477559162,6.358430273002156
CLW-Noisy-Fast,42,5,True,0.6571395264731513,0.7002942278385162,0.925,0.995693195331761,0.1496227297008547,0.8660341521613618,conv2,6.6357019348256685,0.49037439345573397,5.941623614353419,13.114617679179812
CLW-Noisy-Fast,42,5,True,0.6571395264731513,0.7002942278385162,0.925,0.995693195331761,0.1496227297008547,0.8660341521613618,fc1,85.70415100010638,3.361036853437038,24.421687356065036,inf
CLW-Noisy-Fast,42,5,True,0.6571395264731513,0.7002942278385162,0.925,0.995693195331761,0.1496227297008547,0.8660341521613618,fc2,7.545253851745478,0.4629310313512261,6.834251993872562,inf
CLW-Clean-Slow,42,1,False,0.8479043717822458,0.6233051638126373,0.8998,0.7861127240333559,0.4694010416666667,0.5955559239746668,conv1,2.4329128432243614,0.8406629715379096,1.747577353117678,8.458430033711348
CLW-Clean-Slow,42,1,False,0.8479043717822458,0.6233051638126373,0.8998,0.7861127240333559,0.4694010416666667,0.5955559239746668,conv2,8.631004816464753,0.40121794895465573,8.001658689825371,16.313014758478136
CLW-Clean-Slow,42,1,False,0.8479043717822458,0.6233051638126373,0.8998,0.7861127240333559,0.4694010416666667,0.5955559239746668,fc1,115.98771842519372,3.4604488576842,32.186212036024564,inf
CLW-Clean-Slow,42,1,False,0.8479043717822458,0.6233051638126373,0.8998,0.7861127240333559,0.4694010416666667,0.5955559239746668,fc2,10.46427220680654,0.4841177198683956,9.408515115528209,inf
CLW-Clean-Slow,42,2,False,0.6824197766617832,0.5878367228031158,0.9165,0.8385078418579571,0.2528545673076923,0.7796594495447273,conv1,1.7099502992195386,0.32287284660344656,1.5979642726899865,6.2434823567411115
CLW-Clean-Slow,42,2,False,0.6824197766617832,0.5878367228031158,0.9165,0.8385078418579571,0.2528545673076923,0.7796594495447273,conv2,7.8256029028646354,0.307860972498374,7.473402480054774,13.678032114078839
CLW-Clean-Slow,42,2,False,0.6824197766617832,0.5878367228031158,0.9165,0.8385078418579571,0.2528545673076923,0.7796594495447273,fc1,112.32255390820518,3.485037695728729,30.96488516762554,inf
CLW-Clean-Slow,42,2,False,0.6824197766617832,0.5878367228031158,0.9165,0.8385078418579571,0.2528545673076923,0.7796594495447273,fc2,10.141992781995262,0.4938134116359098,9.082880333913238,inf
CLW-Clean-Slow,42,3,False,0.6779399475990198,0.6540412578582764,0.9126,0.8909029596825585,0.20405982905982906,0.8199130197366079,conv1,1.6977149563694147,0.3167855126165324,1.590022988039522,6.119214449574201
CLW-Clean-Slow,42,3,False,0.6779399475990198,0.6540412578582764,0.9126,0.8909029596825585,0.20405982905982906,0.8199130197366079,conv2,7.342193497217619,0.31430714045023367,6.9979426553270665,12.66559491991123
CLW-Clean-Slow,42,3,False,0.6779399475990198,0.6540412578582764,0.9126,0.8909029596825585,0.20405982905982906,0.8199130197366079,fc1,102.89434982087587,3.36311380713154,29.310347455955274,inf
CLW-Clean-Slow,42,3,False,0.6779399475990198,0.6540412578582764,0.9126,0.8909029596825585,0.20405982905982906,0.8199130197366079,fc2,9.73166558326115,0.49609714324217574,8.706498570728632,inf
CLW-Clean-Slow,42,4,False,0.7241251210116932,0.6378747502382844,0.9256,0.9432980775071597,0.18162393162393162,0.8377030904476459,conv1,1.752102948554124,0.4085187025872896,1.5772746155461213,6.509128612818824
CLW-Clean-Slow,42,4,False,0.7241251210116932,0.6378747502382844,0.9256,0.9432980775071597,0.18162393162393162,0.8377030904476459,conv2,6.7665808774848495,0.3098153522124644,6.456708269854477,12.004415533710379
CLW-Clean-Slow,42,4,False,0.7241251210116932,0.6378747502382844,0.9256,0.9432980775071597,0.18162393162393162,0.8377030904476459,fc1,94.11043740896312,3.2537524272383673,27.630856684963458,inf
CLW-Clean-Slow,42,4,False,0.7241251210116932,0.6378747502382844,0.9256,0.9432980775071597,0.18162393162393162,0.8377030904476459,fc2,8.941942827986596,0.4390724553230872,8.177615473818344,inf
CLW-Clean-Slow,42,5,False,0.6925394741388468,0.7088273785173893,0.9241,0.995693195331761,0.1556156517094017,0.8603979203945551,conv1,1.6940240770516788,0.3619061139657289,1.5561405620119984,6.243825597907251
