epoch,global_step,train_loss,test_loss,test_accuracy,epsilon_spent,noise_multiplier,sample_rate,clip_fraction,mean_clip_factor,precond_build_seconds,epoch_train_seconds,epoch_total_seconds,peak_allocated_mb_epoch,preconditioner_storage_mb,gain_p10,gain_median,gain_p90,gain_max
1,235,0.8774153460502625,0.6269072453474626,0.9186,0.7863366347932901,1.068115234375,0.004266666666666667,0.5809166666666666,0.4495324001826346,4.2746402863413095,18.518667622469366,24.504206193611026,1064.1083984375,9.602703094482422,705.16845703125,813.455078125,918.7310791015625,1000.0003662109375
2,470,0.7526552286783854,0.6951128425255417,0.9203,0.8389556633778256,1.068115234375,0.004266666666666667,0.29133333333333333,0.7357438568115234,0.05587262101471424,15.273432263173163,16.914439589716494,1064.1083984375,9.602703094482422,439.1606750488281,649.0477294921875,879.0054321289062,1330.0284423828125
3,705,0.8394677673975627,0.770389705491066,0.9148,0.891574691962361,1.068115234375,0.004266666666666667,0.2683333333333333,0.7553785552978516,0.04742103163152933,14.732946225441992,16.284432012587786,1064.1083984375,9.602703094482422,325.8928527832031,579.5863647460938,854.391357421875,999.6611938476562
4,940,0.9568961130142212,0.931557284000516,0.9093,0.9441937205468965,1.068115234375,0.004266666666666667,0.24388333333333334,0.7742538434346516,0.04678525868803263,14.561777792870998,16.15991318039596,1064.1083984375,9.602703094482422,317.28277587890625,509.84893798828125,815.7401733398438,999.2617797851562
5,1175,1.0550276377360026,0.9627164789199829,0.9175,0.9968127491314319,1.068115234375,0.004266666666666667,0.21841666666666668,0.7976290720621745,0.04931155499070883,14.719202156178653,16.33876366261393,1064.1083984375,9.602703094482422,304.53558349609375,456.9825134277344,802.859375,999.7999877929688
