method,geometry,source,engine,damping,learning_rate,C,seed,epoch,accuracy,test_loss,train_loss,clip_fraction,mean_clip_factor,norm_p50,norm_p90,norm_p99,norm_max,epsilon_target,epsilon_spent,delta,noise_multiplier,noise_std,sample_rate,logical_batch_size,physical_batch_size,logical_steps,physical_steps,optimizer_steps,noise_events,accountant_steps
DP-KFC,full,synthetic,bk,0.1,0.0005,2.0,42,3,0.8669724770642202,0.7459219882527469,0.6853616148608216,0.2544655501842499,0.7714596390724182,0.05621503293514252,1085.867919921875,3327.074462890625,5785.8671875,3.0,2.994338991003502,1e-05,0.8184814453125,1.636962890625,0.015204383138576668,1024,128,198,1581,198,198,198
DP-KFC,full,synthetic,bk,0.2,0.0005,2.0,42,3,0.8646788990825688,0.6955401395840587,0.6355290532343995,0.24900147318840027,0.7777400612831116,0.056258801370859146,597.5772094726562,1770.52099609375,3265.185791015625,3.0,2.994338991003502,1e-05,0.8184814453125,1.636962890625,0.015204383138576668,1024,128,198,1581,198,198,198
DP-KFC,full,synthetic,bk,0.5,0.0005,2.0,42,3,0.8658256880733946,0.6379322263031959,0.5767289919974209,0.24165169894695282,0.7861941456794739,0.05660821869969368,280.5502014160156,780.0980834960938,1558.0552978515625,3.0,2.994338991003502,1e-05,0.8184814453125,1.636962890625,0.015204383138576668,1024,128,198,1581,198,198,198
DP-KFC,full,synthetic,bk,1.0,0.0005,2.0,42,3,0.8623853211009175,0.6107020021476056,0.5472495935689254,0.2392760068178177,0.7902217507362366,0.05505147948861122,177.37103271484375,457.5489501953125,919.2352905273438,3.0,2.994338991003502,1e-05,0.8184814453125,1.636962890625,0.015204383138576668,1024,128,198,1581,198,198,198
DP-KFC,full,synthetic,bk,2.0,0.0005,2.0,42,3,0.8589449541284404,0.5993204946851853,0.5388761376036814,0.24301771819591522,0.7888274788856506,0.052900224924087524,134.4274444580078,320.0832214355469,645.8636474609375,3.0,2.994338991003502,1e-05,0.8184814453125,1.636962890625,0.015204383138576668,1024,128,198,1581,198,198,198
