/home/longt29/miniconda3/envs/curve/lib/python3.11/site-packages/torchvision/datasets/cifar.py:83: VisibleDeprecationWarning: dtype(): align should be passed as Python or NumPy boolean but got `align=0`. Did you mean to pass a tuple to create a subarray type? (Deprecated NumPy 2.4)
  entry = pickle.load(f, encoding="latin1")
epoch=0 source=private_ref: 74 Linear layers
epoch=0 source=private_replica: 74 Linear layers
epoch=0 source=pink: 74 Linear layers
epoch=0 source=white: 74 Linear layers
epoch=1 source=private_ref: 74 Linear layers
epoch=1 source=private_replica: 74 Linear layers
epoch=1 source=pink: 74 Linear layers
epoch=1 source=white: 74 Linear layers
epoch=2 source=private_ref: 74 Linear layers
epoch=2 source=private_replica: 74 Linear layers
epoch=2 source=pink: 74 Linear layers
epoch=2 source=white: 74 Linear layers
epoch=3 source=private_ref: 74 Linear layers
epoch=3 source=private_replica: 74 Linear layers
epoch=3 source=pink: 74 Linear layers
epoch=3 source=white: 74 Linear layers
epoch=4 source=private_ref: 74 Linear layers
epoch=4 source=private_replica: 74 Linear layers
epoch=4 source=pink: 74 Linear layers
epoch=4 source=white: 74 Linear layers
epoch=5 source=private_ref: 74 Linear layers
epoch=5 source=private_replica: 74 Linear layers
epoch=5 source=pink: 74 Linear layers
epoch=5 source=white: 74 Linear layers
