p,seed,epoch,layer,mean,median,p90,p99
0.75,123,1,conv1,4.7493260353803635e-05,3.212234878446907e-05,9.575508738635108e-05,0.0002730274572968483
0.75,123,1,conv2,0.010194888338446617,0.00797995924949646,0.020910972729325294,0.03706226125359535
0.75,123,1,fc1,0.5368797779083252,0.5335060358047485,0.6459746956825256,0.7473543286323547
0.75,123,1,fc2,0.45287784934043884,0.45721501111984253,0.561772346496582,0.6473249793052673
0.75,123,2,conv1,0.0005879967357032001,0.00048470625188201666,0.0010312109952792525,0.00203436566516757
0.75,123,2,conv2,0.04307832568883896,0.03844433277845383,0.06282410025596619,0.11519914865493774
0.75,123,2,fc1,0.8456919193267822,0.8493248820304871,0.8852219581604004,0.9068943858146667
0.75,123,2,fc2,0.11064179241657257,0.10641101747751236,0.15335144102573395,0.20507745444774628
0.75,123,3,conv1,0.0009755091741681099,0.0008121661958284676,0.0017169364728033543,0.003134764963760972
0.75,123,3,conv2,0.05970357358455658,0.055333152413368225,0.08332961052656174,0.13425177335739136
0.75,123,3,fc1,0.7190932631492615,0.7490098476409912,0.8420204520225525,0.8830406069755554
0.75,123,3,fc2,0.22022762894630432,0.18927429616451263,0.4050265848636627,0.5706525444984436
0.75,123,4,conv1,0.0010629597818478942,0.0009028061758726835,0.0018236404284834862,0.0033138389699161053
0.75,123,4,conv2,0.06343469023704529,0.058687157928943634,0.09187807142734528,0.14305667579174042
0.75,123,4,fc1,0.6011644005775452,0.6064352989196777,0.7613373398780823,0.8446471691131592
0.75,123,4,fc2,0.3343379497528076,0.32974159717559814,0.5115568041801453,0.6388891339302063
0.75,123,5,conv1,0.001776317018084228,0.0015552433906123042,0.0029549847822636366,0.004854023922234774
0.75,123,5,conv2,0.08833347260951996,0.08543368428945541,0.11588238179683685,0.15314508974552155
0.75,123,5,fc1,0.7674075365066528,0.7707452178001404,0.8358051776885986,0.8812136054039001
0.75,123,5,fc2,0.14248265326023102,0.1368408501148224,0.2204759269952774,0.31482821702957153
