p,seed,epoch,layer,mean,median,p90,p99
0.125,7,1,conv1,0.0016844525234773755,0.001121856039389968,0.0033513952512294054,0.010944371111690998
0.125,7,1,conv2,0.01495338324457407,0.011722205206751823,0.02883986383676529,0.04984651133418083
0.125,7,1,fc1,0.5437521934509277,0.5301350355148315,0.6248276829719543,0.809524416923523
0.125,7,1,fc2,0.43961000442504883,0.4565860331058502,0.5151461362838745,0.5630141496658325
0.125,7,2,conv1,0.006725733634084463,0.00603797473013401,0.010814045555889606,0.017908813431859016
0.125,7,2,conv2,0.05705077946186066,0.05539088696241379,0.0749339684844017,0.1005253717303276
0.125,7,2,fc1,0.6126004457473755,0.6135252714157104,0.6545573472976685,0.6918091773986816
0.125,7,2,fc2,0.3236229717731476,0.32239267230033875,0.3734681010246277,0.4173758625984192
0.125,7,3,conv1,0.0077431416139006615,0.007289343513548374,0.011898351833224297,0.016350826248526573
0.125,7,3,conv2,0.07809863239526749,0.07585088908672333,0.1032363623380661,0.12428392469882965
0.125,7,3,fc1,0.5923630595207214,0.5909938812255859,0.6360688805580139,0.6737098097801208
0.125,7,3,fc2,0.32179513573646545,0.3211837410926819,0.36899203062057495,0.4114649295806885
0.125,7,4,conv1,0.009032324887812138,0.00840514525771141,0.013931638561189175,0.01981857232749462
0.125,7,4,conv2,0.09430181235074997,0.09138290584087372,0.1227310299873352,0.1470540165901184
0.125,7,4,fc1,0.5828492045402527,0.5813421010971069,0.6266709566116333,0.6632036566734314
0.125,7,4,fc2,0.313816636800766,0.31334829330444336,0.3612716794013977,0.3998667001724243
0.125,7,5,conv1,0.010386969894170761,0.009416977874934673,0.01613517850637436,0.02536783181130886
0.125,7,5,conv2,0.11187949031591415,0.11003871262073517,0.14029039442539215,0.16537030041217804
0.125,7,5,fc1,0.557671070098877,0.5575807690620422,0.6002954244613647,0.6346326470375061
0.125,7,5,fc2,0.3200624883174896,0.31944507360458374,0.36817076802253723,0.4066782295703888
