epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,234,0.670034285984997,0.4668742153406143,0.9017,0.7861127240333559,0.5251402243589743,19.572543667931843,76.42629646032285,143.48483540054062,0.0,1.0,0.5
2,468,0.45166393598684895,0.42032982950210573,0.9249,0.8385078418579571,0.2460269764957265,12.35209846496582,46.914276379805344,142.9212119599693,0.25,0.975,0.6125
3,702,0.40768989599031263,0.37331079555153845,0.9355,0.8909029596825585,0.19304220085470086,11.300411456670517,30.61666425476726,155.95645992572491,0.3333333333333333,0.9583333333333334,0.6458333333333334
4,936,0.36964390063897157,0.307251243846491,0.9456,0.9432980775071597,0.16027310363247863,10.257216873331966,17.358938563583244,163.5642232976408,0.375,0.95625,0.665625
5,1170,0.33077547657820916,0.3113409744951874,0.9473,0.995693195331761,0.14873798076923078,9.755632438211359,11.813447713342487,169.30570084009415,0.4,0.96,0.6799999999999999
