epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,234,0.7135926890067565,0.4952340687990189,0.8958,0.7861127240333559,0.5519163995726496,21.424380159785606,83.4527095749847,148.4152574987493,0.0,1.0,0.5
2,468,0.48877310561828125,0.41877575241327286,0.9239,0.8385078418579571,0.2578125,14.267767832829403,57.08237625594832,159.82605730366504,0.25,0.9875,0.61875
3,702,0.42699656489058435,0.36821685647964475,0.933,0.8909029596825585,0.2026241987179487,12.868670740698137,36.348017986004166,174.5586405044947,0.3333333333333333,0.9833333333333333,0.6583333333333333
4,936,0.3831495153279895,0.338811799813807,0.9428,0.9432980775071597,0.17568108974358973,11.747295251259438,23.332373480511528,177.17533933199368,0.375,0.9625,0.66875
5,1170,0.3610756828680507,0.3364859349465929,0.9452,0.995693195331761,0.15382946047008547,11.274131518143873,15.950291728107338,187.72329310881787,0.4,0.97,0.685
