task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,normalization,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms
vit,dp_kfm,pink,0.25,42,1,1.5574604782703485,0.652977323627472,0.7985,0.7985,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.9577030539512634,0.08995954692363739,109.26836395263672,211.98263549804688,303.6882019042969,662.5945434570312,108.63738250732422,211.3287353515625,305.2888488769531,4.000751473940909,6.223486484028399,309.0929672187194,334.42993893288076,334.47319850791246,5831800832,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.7726009986006707,0.993860060471883,0.7726009986006707,0.993860060471883,0.011146137951587453,1.1647359891318192,0.7202138284615178
vit,dp_kfm,pink,0.25,42,2,0.47481599672315344,0.41790244307518004,0.8821,0.8821,0.8403,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.597929835319519,0.49446427822113037,2.8237099647521973,247.12066650390625,439.2787780761719,925.4214477539062,2.841569423675537,250.66299438476562,446.27935791015625,4.037173709832132,5.974991640076041,319.39397876150906,344.10852876864374,678.643201190047,5827220480,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.5453934578736703,0.9962015798773809,0.5453934578736703,0.9962015798773809,0.004865599894889423,1.2754357756938202,0.7202045557699284
vit,dp_kfm,pink,0.25,42,3,0.36317973798100284,0.3562586972951889,0.9047,0.9047,1.7337,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.406491219997406,0.6595691442489624,0.3319889307022095,232.63467407226562,537.6583251953125,1497.7100830078125,0.33628159761428833,236.77786254882812,547.2726440429688,4.106782368384302,5.976656930521131,327.83793688658625,352.80283245723695,1031.5045249685645,5836544512,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.5400463847593027,0.9971781262143197,0.5400463847593027,0.9971781262143197,0.0037859972644919576,1.2633043946854112,0.720211246320442
vit,dp_kfm,pink,0.25,42,4,0.3231762328313055,0.328714440703392,0.9147,0.9147,2.6433999999999997,2.8599779044555476,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.33563047647476196,0.7189558744430542,0.10412807762622833,184.07725524902344,602.3736572265625,1293.3568115234375,0.10553400218486786,188.7427520751953,617.2455444335938,4.113123944029212,5.881432102061808,324.57030756399035,349.7578937364742,1381.3236171202734,5827266048,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.5495276421899977,0.9975284704245267,0.5495276421899977,0.9975284704245267,0.0034192982538383673,1.2497786736679148,0.7202079333819659
vit,dp_kfm,pink,0.25,42,5,0.2962914173740546,0.307506867480278,0.9254,0.9254,3.5634499999999996,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.28520405292510986,0.7606351375579834,0.04654952883720398,131.42550659179688,648.813720703125,1338.1434326171875,0.04755567014217377,134.73666381835938,667.18017578125,4.094865811057389,5.964477512054145,325.96260497160256,351.0841399906203,1732.4715010151267,5829929984,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.5570510151232544,0.9977728891197752,0.5570510151232544,0.9977728891197752,0.003169199813560846,1.2348732665227096,0.7202352702177327
