checkpoint_path,seed,step,epoch,train_loss,test_accuracy,mean_max_probability,mean_prediction_entropy,normalized_entropy,mean_kl_to_uniform
exp12/checkpoints/sgd_seed42_step000000.pt,42,0,0.0,2.3109025239944456,0.1126,0.10799817325381525,2.3012710915355354,0.9994293364173561,0.001314001458510461
exp12/checkpoints/sgd_seed42_step000050.pt,42,50,0.2127659574468085,2.1011776447296144,0.318,0.15740550764874248,2.2171250597252987,0.9628851791281148,0.08546003326874718
exp12/checkpoints/sgd_seed42_step000100.pt,42,100,0.425531914893617,2.5467854499816895,0.5976,0.8030685079694153,0.53692769287343,0.23318473419597457,1.7656574001206158
exp12/checkpoints/sgd_seed42_step000250.pt,42,250,1.0638297872340425,0.15666562989354132,0.9612,0.9446539929870893,0.17701224709326083,0.07687544214189809,2.125572845900785
exp12/checkpoints/sgd_seed42_step000500.pt,42,500,2.127659574468085,0.0646189410239458,0.9786,0.9780273016040653,0.07030111715362379,0.03053138725145285,2.232283975840422
exp12/checkpoints/sgd_seed42_step001000.pt,42,1000,4.25531914893617,0.03984206337481737,0.9845,0.9836811917403555,0.05142747679214917,0.02233466938903793,2.2511576162018967
exp12/checkpoints/sgd_seed42_final.pt,42,1175,5.0,0.04575057700276375,0.9809,0.9814748529611548,0.05482502409953864,0.023810205436642428,2.2477600688945074
