method,seed,epoch,train_loss,test_loss,test_accuracy,epsilon,accountant_steps,noise_multiplier,clip_fraction,mean_clip_factor,mean_clipping_severity,mean_transformed_norm,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,samples,batches,algorithm_epoch_seconds,wall_epoch_seconds,private_samples_per_second,seconds_per_batch,exact_forward_backward_seconds,per_sample_precondition_clip_seconds,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,noise_step_seconds,synthetic_generation_seconds,activation_forward_seconds,curvature_backward_seconds,factor_accumulation_seconds,matrix_function_seconds,builder_forward_calls,builder_vjp_calls,builder_reverse_vectors,builder_samples,operator_state_bytes,stored_scalar_count,m_raw,m_reference,scale_match,preconditioner_build_seconds,build_allocated_at_phase_start_bytes,build_reserved_at_phase_start_bytes,build_peak_cuda_allocated_bytes,build_peak_cuda_reserved_bytes,build_incremental_peak_bytes,grad_sample_bytes,private_train_seconds,train_allocated_at_phase_start_bytes,train_reserved_at_phase_start_bytes,train_peak_cuda_allocated_bytes,train_peak_cuda_reserved_bytes,train_incremental_peak_bytes,evaluation_seconds,total_peak_cuda_allocated_bytes,total_peak_cuda_reserved_bytes
M3_a_ghost_p025,42,1,2.3043770790100098,2.2946553230285645,0.21484375,0.0,0,0.0,1.0,0.03630409017205238,0.9636959433555603,27.910030364990234,28.13127899169922,32.05879211425781,34.24514389038086,34.896339416503906,256,1,0.4800227368250489,0.5146895423531532,2053.418871669711,0.12467013113200665,0.0,0.0,0.05332089588046074,0.0019875802099704742,0.0005889395251870155,0.010331738740205765,0.058900571428239346,0.10916085541248322,0.0,0.008745572529733181,0.17835878022015095,1,0,0,256,9998116,2499528,6213.642841692844,34275.441083965314,2.3486504361541645,0.3553526056930423,9349120,23068672,160137728,236978176,150788608,0,0.12467013113200665,19348480,236978176,167007744,239075328,147659264,0.032478565350174904,167007744,239075328
