task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,d_total,tau,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
mnist,dp_kfm,public,0.5,42,1,conv1,True,0.9660282295184386,0.9784331189526183,0.9602655070538624,0.2939348904776388,conv1,1365.7720357101543,206922,332.88328768201626,20138336,19.89927159070566,0.8296802621263716,102.85573078885749,395.691981769996,0.029905743251455643,11.833462813473167,1.0007304370166321,0.0010000955613114282,0.0010008260681295795
mnist,dp_kfm,public,0.5,42,1,conv2,True,0.9336224782831184,0.8054845076380771,0.9778417985488469,0.20950976294702925,conv2,10622.959250744816,206922,332.88328768201626,20138336,167.69072329526267,0.8792679740793236,1673.1470929581023,27834.50520087131,0.0015100995273601104,42.0328731481383,1.010263285672062,0.00100008015705891,0.001010344265405766
mnist,dp_kfm,public,0.5,42,1,fc1,True,0.8361055847818185,0.5683062079376703,0.838050190344123,0.5767823576680139,fc1,187409.9376453286,206922,332.88328768201626,20138336,1593.5448678433784,0.6511753422304897,82909.96007968759,90705.98599344745,0.001,90.70598599344746,27.995784600295444,0.001,0.027995784600295445
mnist,dp_kfm,public,0.5,42,1,fc2,True,0.9332410043666731,0.3713046355254961,0.9956489595702971,0.09319473705885735,fc2,7523.331068216426,206922,332.88328768201626,20138336,524.7378576343693,0.8612069074133875,650.1900850820559,2488.395510222416,0.001,2.488395510222416,110.65355893127156,0.001,0.11065355893127156
mnist,dp_kfm,public,0.5,42,2,conv1,True,0.9661403163949288,0.9965325945176372,0.9928346818194217,6.645676065798711,conv1,137.733929488798,206922,31.595108844725928,20138336,26.91701111746071,0.8309892030517813,102.72772340175732,394.03404002678036,0.03033189995576493,11.951801081258177,1.838738316741014,0.0010033833813661527,0.0018449594696991066
mnist,dp_kfm,public,0.5,42,2,conv2,True,0.9823340777149651,1.0389635542703815,0.9794898391042579,5.784529009738649,conv2,1915.3476419163892,206922,31.595108844725928,20138336,761.6569682537569,1.0494448040745585,910.2852140627549,255618.4926383418,0.0010847933776924413,277.2932480297972,2.2694810977947553,0.0010000000000000002,0.0022694810977947556
mnist,dp_kfm,public,0.5,42,2,fc1,True,0.8390731389006625,0.8428892828806916,0.7550992864125494,6.7914653892336645,fc1,172260.62061669998,206922,31.595108844725928,20138336,86098.23610996491,1.3098969198465726,10808.227775038436,21375133.078947157,0.001,21375.133078947158,346.800472954641,0.001,0.346800472954641
mnist,dp_kfm,public,0.5,42,2,fc2,True,0.9507082297780737,0.6723574907450552,0.7378873190568871,7.343185617709365,fc2,32608.29781189484,206922,31.595108844725928,20138336,93688.39021125044,1.841449887787243,134.07794386360393,15021683.37786494,0.001,15021.68337786494,584.3229576592962,0.0010000016007096135,0.5843238929906719
mnist,dp_kfm,public,0.5,42,3,conv1,True,0.9665223723415756,0.9633589764940979,0.9885740955457726,6.687595435662548,conv1,147.598492498732,206922,30.555241253907358,20138336,34.91256489339287,0.8349859048846152,102.2295294526325,378.5765307387435,0.031014027277385652,11.741182850909418,3.2196586118449186,0.0010600996094847397,0.003413158837090977
mnist,dp_kfm,public,0.5,42,3,conv2,True,0.9798664164197346,0.9626566125606644,0.9563729087212145,6.6668415249713435,conv2,2092.3437708182005,206922,30.555241253907358,20138336,1050.291175597675,1.0568445185813913,1000.3569503776388,185604.6757804927,0.0011808954485749135,219.1797168634063,5.943339244550888,0.001,0.005943339244550888
mnist,dp_kfm,public,0.5,42,3,fc1,True,0.8112531953795867,0.8185360993721784,0.811381440901285,6.728151448037993,fc1,178633.7033834269,206922,30.555241253907358,20138336,117900.85841277117,1.38792400554215,10245.576373431571,9497592.239728928,0.001,9497.592239728929,1463.5933048716622,0.001,1.4635933048716623
mnist,dp_kfm,public,0.5,42,3,fc2,True,0.9345495536357803,0.5680319098855086,0.8102917324824086,5.507433697099731,fc2,26048.354353256153,206922,30.555241253907358,20138336,71023.50001245119,1.8573335243183409,145.83879918955762,9594436.388430739,0.001,9594.436388430739,525.7565269911287,0.001,0.5257565269911287
mnist,dp_kfm,public,0.5,42,4,conv1,True,0.9659774451333032,0.9922542403752851,0.9888688976122803,8.171792291119164,conv1,175.42882740239548,206922,32.362881488739056,20138336,42.188256374401874,0.8450862863137018,101.2788642021023,389.56779598597933,0.030600689356173133,11.921043108135985,4.568778513653931,0.0010379978234412851,0.0047423821529580905
mnist,dp_kfm,public,0.5,42,4,conv2,True,0.9778055986285923,0.973210814653819,0.9792207854866168,7.751271901318655,conv2,2690.2036916902825,206922,32.362881488739056,20138336,1552.0007916644636,1.115177885335518,998.7811737976825,177003.4597165604,0.001200447828691831,212.48341888768692,13.608245065854854,0.001,0.013608245065854854
mnist,dp_kfm,public,0.5,42,4,fc1,True,0.7423528506326175,0.7205490492262691,0.8168223586187285,10.96470213001054,fc1,188402.97873104253,206922,32.362881488739056,20138336,87382.4531970704,1.3677257151083086,16569.223120454888,2005138.0302285587,0.001,2005.1380302285588,3808.063590449099,0.001,3.808063590449099
mnist,dp_kfm,public,0.5,42,4,fc2,True,0.8344861812074412,0.5598400569066964,0.8224045606329213,8.74000912133448,fc2,15653.388749864775,206922,32.362881488739056,20138336,26541.809542758416,1.549490300046831,286.1853402928177,1104364.1706150207,0.001,1104.3641706150206,637.8943400633358,0.001,0.6378943400633358
mnist,dp_kfm,public,0.5,42,5,conv1,True,0.9663790212973998,0.9715354833250512,0.9817699829860697,13.012533392576485,conv1,218.75205329179744,206922,30.503896863300675,20138336,50.883631880804295,0.8598191680497392,100.14318176612953,386.72217842496497,0.03049287652583704,11.792271636515178,6.6951008704135395,0.0013145250597908103,0.008800877871985864
mnist,dp_kfm,public,0.5,42,5,conv2,True,0.9720046567866987,0.8992501686086424,0.9629076153339392,12.15559369437004,conv2,3469.3570328030005,206922,30.503896863300675,20138336,2135.5427618920116,1.2001946765366591,994.223287291079,152646.19392282216,0.0012613829093186353,192.545300186786,29.876558141863462,0.001,0.029876558141863463
mnist,dp_kfm,public,0.5,42,5,fc1,True,0.7103257702794297,0.7680562187412097,0.8101645018563622,13.22335670318149,fc1,187409.7713821458,206922,30.503896863300675,20138336,71642.89856920789,1.3887718345459268,20197.954921261215,1352341.5335298863,0.001,1352.3415335298864,3795.420600593702,0.001,3.7954206005937023
mnist,dp_kfm,public,0.5,42,5,fc2,True,0.7143570651393962,0.9076120363972123,0.8773937792321201,8.859364384900164,fc2,15824.119531759397,206922,30.503896863300675,20138336,22991.159153298082,1.5810473706340245,299.18744198159857,1287190.5904113639,0.001,1287.190590411364,410.65666821208885,0.001,0.41065666821208885
