method,seed,epoch,layer,mean,median,p90,p99
M2_a_ghost_p05,2024,1,conv1,0.0003264207043685019,0.0002326945832464844,0.0006285458221100271,0.0017068464076146483
M2_a_ghost_p05,2024,1,conv2,0.010827570222318172,0.00902361050248146,0.019505947828292847,0.034827470779418945
M2_a_ghost_p05,2024,1,fc1,0.4899936318397522,0.483676940202713,0.5887035727500916,0.7630342245101929
M2_a_ghost_p05,2024,1,fc2,0.49885237216949463,0.5061665177345276,0.6014280915260315,0.6777587532997131
M2_a_ghost_p05,2024,2,conv1,0.005247994791716337,0.004601419437676668,0.008994816802442074,0.014462132006883621
M2_a_ghost_p05,2024,2,conv2,0.06340251117944717,0.06124340742826462,0.08339408785104752,0.11252722889184952
M2_a_ghost_p05,2024,2,fc1,0.7576493620872498,0.7620025873184204,0.813927948474884,0.8428078293800354
M2_a_ghost_p05,2024,2,fc2,0.17370009422302246,0.16827136278152466,0.23254084587097168,0.311163067817688
M2_a_ghost_p05,2024,3,conv1,0.008683223277330399,0.007558953482657671,0.015062263235449791,0.023589016869664192
M2_a_ghost_p05,2024,3,conv2,0.08558515459299088,0.08268293738365173,0.11298156529664993,0.14878854155540466
M2_a_ghost_p05,2024,3,fc1,0.6597943305969238,0.6676639318466187,0.7549580335617065,0.8083879947662354
M2_a_ghost_p05,2024,3,fc2,0.2459372878074646,0.2354772686958313,0.3673205077648163,0.470895379781723
M2_a_ghost_p05,2024,4,conv1,0.011891689151525497,0.010169971734285355,0.020779715850949287,0.030892468988895416
M2_a_ghost_p05,2024,4,conv2,0.10289599746465683,0.10132726281881332,0.1277702897787094,0.15334272384643555
M2_a_ghost_p05,2024,4,fc1,0.6863058805465698,0.6886056661605835,0.7713692784309387,0.8189697861671448
M2_a_ghost_p05,2024,4,fc2,0.19890639185905457,0.19362586736679077,0.2968597710132599,0.3818944990634918
M2_a_ghost_p05,2024,5,conv1,0.017397450283169746,0.01404363103210926,0.031998973339796066,0.04933929815888405
M2_a_ghost_p05,2024,5,conv2,0.13770434260368347,0.13561522960662842,0.16510997712612152,0.19443456828594208
M2_a_ghost_p05,2024,5,fc1,0.7281451225280762,0.7305024862289429,0.7787054777145386,0.8136906623840332
M2_a_ghost_p05,2024,5,fc2,0.11675311625003815,0.11222641170024872,0.16572853922843933,0.22200043499469757
