epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7266642443644695,0.5108985189676285,0.8942,0.7861127240333559
2,468,0.514248883877045,0.4502215523421764,0.921,0.8385078418579571
3,702,0.45296711582913357,0.3908731250286102,0.9308,0.8909029596825585
4,936,0.4043807055896673,0.35588089678445833,0.9412,0.9432980775071597
5,1170,0.38156417088630873,0.3570674290406285,0.9425,0.995693195331761
