hessian_stage_norm_mean,final_preconditioned_norm_mean,train_loss,preclip_norm_mean,preclip_norm_p50,preclip_norm_p90,preclip_norm_p99,clip_fraction,update_norm,step,epoch
4.816557884216309,4.816557884216309,2.311952590942383,4.816557884216309,4.8403754234313965,5.669073104858398,6.256900310516357,1.0,0.9500178694725037,1,1
4.750904083251953,4.750904083251953,2.29012393951416,4.750904083251953,4.788684844970703,5.650204181671143,6.273867130279541,1.0,0.9507651329040527,2,1
4.728921890258789,4.728921890258789,2.2691266536712646,4.728921890258789,4.707916259765625,5.64459228515625,6.122664928436279,1.0,0.9520925283432007,3,1
4.840060234069824,4.840060234069824,2.2549939155578613,4.840060234069824,4.805789947509766,5.800145149230957,6.301483631134033,1.0,0.9531219005584717,4,1
5.041421413421631,5.041421413421631,2.228147268295288,5.041421413421631,5.094229698181152,6.090002059936523,6.8044867515563965,1.0,0.9507642984390259,5,1
5.476675033569336,5.476675033569336,2.1947574615478516,5.476675033569336,5.482892036437988,6.646886348724365,7.379980564117432,1.0,0.9485653042793274,6,1
6.0443949699401855,6.0443949699401855,2.1532280445098877,6.0443949699401855,5.9855804443359375,7.386473655700684,7.980556488037109,1.0,0.9507492184638977,7,1
6.713571548461914,6.713571548461914,2.1513166427612305,6.713571548461914,6.76999044418335,7.959960460662842,8.869895935058594,1.0,0.9516215920448303,8,1
7.129258632659912,7.129258632659912,2.0883190631866455,7.129258632659912,7.177570819854736,8.359521865844727,9.402419090270996,1.0,0.9492306113243103,9,1
7.896428108215332,7.896428108215332,2.034179210662842,7.896428108215332,7.821717262268066,9.608342170715332,10.787209510803223,1.0,0.9493115544319153,10,1
8.777315139770508,8.777315139770508,2.008831739425659,8.777315139770508,8.79731559753418,10.654324531555176,11.538026809692383,1.0,0.953632652759552,11,1
9.376885414123535,9.376885414123535,1.9224445819854736,9.376885414123535,9.4019193649292,11.509088516235352,12.786632537841797,1.0,0.951848030090332,12,1
10.100948333740234,10.100948333740234,1.8411188125610352,10.100948333740234,10.232187271118164,12.428407669067383,14.130599975585938,1.0,0.9495936036109924,13,1
11.355445861816406,11.355445861816406,1.776804804801941,11.355445861816406,11.380449295043945,13.953859329223633,15.928084373474121,1.0,0.9544234871864319,14,1
12.102575302124023,12.102575302124023,1.6817867755889893,12.102575302124023,11.946260452270508,15.66434097290039,17.789024353027344,1.0,0.9514432549476624,15,1
13.293172836303711,13.293172836303711,1.6515718698501587,13.293172836303711,13.280254364013672,17.178401947021484,18.967178344726562,1.0,0.9493061304092407,16,1
13.842218399047852,13.842218399047852,1.6063885688781738,13.842218399047852,14.020766258239746,18.278900146484375,20.691272735595703,1.0,0.9517694711685181,17,1
14.425115585327148,14.425115585327148,1.4879803657531738,14.425115585327148,15.062787055969238,19.417312622070312,23.0545711517334,1.0,0.955712080001831,18,1
15.333142280578613,15.333142280578613,1.4087426662445068,15.333142280578613,15.522642135620117,21.25049591064453,27.45061683654785,1.0,0.9524022936820984,19,1
16.13919448852539,16.13919448852539,1.3659520149230957,16.13919448852539,16.37420082092285,23.904983520507812,29.683910369873047,1.0,0.951187252998352,20,1
16.543415069580078,16.543415069580078,1.3077776432037354,16.543415069580078,17.41486358642578,24.499849319458008,32.15804672241211,1.0,0.9530118703842163,21,1
17.610708236694336,17.610708236694336,1.2152345180511475,17.610706329345703,18.177894592285156,26.582813262939453,32.921295166015625,1.0,0.9524239301681519,22,1
19.125782012939453,19.125782012939453,1.2476491928100586,19.125782012939453,19.882030487060547,30.16259002685547,38.96290588378906,1.0,0.950587809085846,23,1
18.967632293701172,18.967632293701172,1.1747503280639648,18.967632293701172,19.721881866455078,30.482059478759766,41.23820877075195,1.0,0.9507355690002441,24,1
18.88834571838379,18.88834571838379,1.0836845636367798,18.88834571838379,19.755678176879883,32.065155029296875,42.1784782409668,0.97265625,0.948590874671936,25,1
19.031343460083008,19.031343460083008,1.0286095142364502,19.031343460083008,19.87478256225586,34.05501174926758,42.38060760498047,0.9296875,0.9501814842224121,26,1
22.59606170654297,22.59606170654297,1.1802120208740234,22.59606170654297,23.55489730834961,38.68525695800781,48.62179946899414,0.9140625,0.9507593512535095,27,1
19.60186767578125,19.60186767578125,0.9178162217140198,19.60186767578125,19.814910888671875,34.91749572753906,46.37290573120117,0.94921875,0.9500693678855896,28,1
22.091922760009766,22.091922760009766,1.0130690336227417,22.091922760009766,22.774995803833008,41.22801971435547,54.34922409057617,0.89453125,0.9506359696388245,29,1
23.258132934570312,23.258132934570312,0.9979025721549988,23.258132934570312,22.920499801635742,43.069618225097656,61.73707962036133,0.90234375,0.9502284526824951,30,1
20.200366973876953,20.200366973876953,0.8596659898757935,20.200366973876953,17.238624572753906,44.090972900390625,56.5971565246582,0.92578125,0.9532561898231506,31,1
21.935386657714844,21.935386657714844,0.8944663405418396,21.93538475036621,17.889984130859375,47.85859680175781,65.48311614990234,0.8984375,0.9507790803909302,32,1
23.58551025390625,23.58551025390625,0.9673289060592651,23.58551025390625,20.777233123779297,48.70448303222656,70.16459655761719,0.88671875,0.9501431584358215,33,1
20.800491333007812,20.800491333007812,0.8177979588508606,20.800491333007812,17.439067840576172,46.42662811279297,61.32316589355469,0.83203125,0.9492056965827942,34,1
22.738279342651367,22.738279342651367,0.8268447518348694,22.738277435302734,18.96967315673828,50.69916534423828,70.47474670410156,0.828125,0.9533419013023376,35,1
21.395694732666016,21.395694732666016,0.7518451809883118,21.395694732666016,16.19645881652832,48.665218353271484,68.82359313964844,0.8515625,0.9499253630638123,36,1
23.62760353088379,23.62760353088379,0.8668503761291504,23.627601623535156,22.148113250732422,48.55563735961914,75.7530288696289,0.9140625,0.950371265411377,37,1
19.675003051757812,19.675003051757812,0.6353656053543091,19.675003051757812,14.313714027404785,48.46513366699219,64.60488891601562,0.8359375,0.9487186074256897,38,1
25.338088989257812,25.338088989257812,0.8566004037857056,25.338088989257812,21.8997859954834,58.68644332885742,88.63682556152344,0.88671875,0.951298177242279,39,1
26.49653434753418,26.49653434753418,0.8136234283447266,26.49653434753418,21.43821144104004,61.39183044433594,86.45637512207031,0.859375,0.9495599865913391,40,1
23.319896697998047,23.319896697998047,0.6788591146469116,23.319900512695312,17.1386661529541,55.496131896972656,75.55596160888672,0.8359375,0.9520295262336731,41,1
25.766441345214844,25.766441345214844,0.8083783984184265,25.766441345214844,17.2916259765625,62.89396667480469,86.6824951171875,0.85546875,0.9484938979148865,42,1
23.19124984741211,23.19124984741211,0.6654058694839478,23.19124984741211,15.35879135131836,59.30061340332031,81.32252502441406,0.8671875,0.9480974078178406,43,1
27.273799896240234,27.273799896240234,0.8117830157279968,27.273799896240234,18.998004913330078,67.30672454833984,94.05889129638672,0.80078125,0.9491983652114868,44,1
24.9239501953125,24.9239501953125,0.7159485220909119,24.9239501953125,17.043994903564453,66.704833984375,89.0758056640625,0.83203125,0.9479271769523621,45,1
25.201143264770508,25.201143264770508,0.7010738849639893,25.201143264770508,12.458579063415527,67.62960815429688,90.39802551269531,0.734375,0.9494234919548035,46,1
23.143402099609375,23.143402099609375,0.6791996955871582,23.143402099609375,11.115985870361328,66.33795166015625,104.9438705444336,0.78515625,0.9501606822013855,47,1
25.297264099121094,25.297264099121094,0.7226458191871643,25.297264099121094,8.898271560668945,73.97703552246094,105.38008117675781,0.7421875,0.9503354430198669,48,1
26.841503143310547,26.841503143310547,0.7922567129135132,26.841503143310547,9.056135177612305,78.8786392211914,109.52091217041016,0.75,0.9518672823905945,49,1
25.90618133544922,25.90618133544922,0.6693806648254395,25.90618133544922,9.9683837890625,73.30058288574219,103.99205017089844,0.7265625,0.9513401985168457,50,1
28.19226837158203,28.19226837158203,0.75055992603302,28.1922664642334,11.21756362915039,81.83531188964844,134.4178009033203,0.73046875,0.9508661031723022,51,1
24.06710433959961,24.06710433959961,0.6439432501792908,24.06710433959961,9.146081924438477,71.90023803710938,99.34646606445312,0.7421875,0.9522938132286072,52,1
20.378429412841797,20.378429412841797,0.5911839008331299,20.378429412841797,4.477160453796387,65.03164672851562,108.74876403808594,0.65625,0.9531558752059937,53,1
25.368568420410156,25.368568420410156,0.6819576025009155,25.368568420410156,4.8005900382995605,76.42478942871094,114.73841857910156,0.6484375,0.9515542984008789,54,1
22.649999618530273,22.649999618530273,0.5741559267044067,22.649999618530273,7.724522113800049,73.13758087158203,104.66661071777344,0.703125,0.9490004181861877,55,1
26.360498428344727,26.360498428344727,0.6889438629150391,26.360498428344727,10.3907470703125,78.35018920898438,116.58965301513672,0.7109375,0.9492971897125244,56,1
21.87302017211914,21.87302017211914,0.5496221780776978,21.87302017211914,7.3724141120910645,72.03228759765625,116.55076599121094,0.66015625,0.9498376250267029,57,1
24.871685028076172,24.871685028076172,0.5603103637695312,24.871685028076172,6.142309188842773,75.01032257080078,117.85108184814453,0.6640625,0.9509417414665222,58,1
26.055234909057617,26.055234909057617,0.6479084491729736,26.055234909057617,4.658690929412842,78.52909851074219,117.38761901855469,0.63671875,0.9492972493171692,59,1
30.27024269104004,30.27024269104004,0.7441571950912476,30.27024269104004,7.925671100616455,96.34762573242188,130.4715576171875,0.65625,0.9520589709281921,60,1
26.47127914428711,26.47127914428711,0.5859911441802979,26.47127914428711,6.369670867919922,81.84495544433594,133.0994415283203,0.671875,0.9498146176338196,61,1
29.07733726501465,29.07733726501465,0.6999176740646362,29.07733726501465,11.91214370727539,90.15703582763672,129.71392822265625,0.6953125,0.9533816576004028,62,1
25.444889068603516,25.444889068603516,0.6581560969352722,25.444889068603516,9.079570770263672,72.18340301513672,136.8719940185547,0.6875,0.9492433667182922,63,1
26.411754608154297,26.411754608154297,0.5868311524391174,26.411754608154297,4.518400192260742,85.55651092529297,121.78031921386719,0.640625,0.9483671188354492,64,1
30.4978084564209,30.4978084564209,0.8204753398895264,30.49781036376953,3.9490818977355957,104.58541870117188,152.8813934326172,0.6171875,0.9493995308876038,65,1
25.531871795654297,25.531871795654297,0.6173308491706848,25.531871795654297,6.285926818847656,81.66083526611328,144.58116149902344,0.625,0.9482546448707581,66,1
25.917877197265625,25.917877197265625,0.6283712983131409,25.917877197265625,5.293539047241211,86.841552734375,122.57748413085938,0.70703125,0.9508686661720276,67,1
26.54326629638672,26.54326629638672,0.713200569152832,26.54326629638672,3.914200782775879,93.82417297363281,120.6949234008789,0.59375,0.9497605562210083,68,1
25.518146514892578,25.518146514892578,0.6427960395812988,25.518144607543945,4.6708550453186035,83.15727996826172,139.7678680419922,0.62109375,0.9477644562721252,69,1
28.660884857177734,28.660884857177734,0.7106172442436218,28.660884857177734,6.295309066772461,98.88810729980469,137.84445190429688,0.625,0.9506796598434448,70,1
26.553314208984375,26.553314208984375,0.6168445348739624,26.553314208984375,3.439466953277588,90.8798828125,158.47683715820312,0.59765625,0.9514428377151489,71,1
27.80293846130371,27.80293846130371,0.6526071429252625,27.802940368652344,4.094608306884766,93.27896118164062,135.10256958007812,0.62890625,0.9485822916030884,72,1
26.848514556884766,26.848514556884766,0.6780036687850952,26.8485164642334,4.220259666442871,98.3257827758789,139.0605926513672,0.609375,0.950614869594574,73,1
25.193519592285156,25.193519592285156,0.5736037492752075,25.193519592285156,3.689667224884033,83.99547576904297,148.23936462402344,0.60546875,0.948699414730072,74,1
24.24504852294922,24.24504852294922,0.5901974439620972,24.24504852294922,1.8075997829437256,86.53453063964844,142.7664337158203,0.56640625,0.9495726227760315,75,1
31.54262924194336,31.54262924194336,0.6719620227813721,31.542627334594727,3.0856237411499023,102.54437255859375,155.68479919433594,0.59765625,0.9489627480506897,76,1
31.866104125976562,31.866104125976562,0.8040809035301208,31.866104125976562,5.810637474060059,107.05131530761719,155.16232299804688,0.60546875,0.9511044025421143,77,1
24.000717163085938,24.000717163085938,0.5404136776924133,24.00071907043457,5.245042324066162,89.4327163696289,136.66468811035156,0.609375,0.9533219933509827,78,1
25.863452911376953,25.863452911376953,0.6162092685699463,25.863452911376953,3.8634047508239746,89.83517456054688,155.147705078125,0.62109375,0.9473928213119507,79,1
22.422697067260742,22.422697067260742,0.46419766545295715,22.42269515991211,2.9213027954101562,87.76834869384766,152.41061401367188,0.59765625,0.9500728845596313,80,1
24.46541976928711,24.46541976928711,0.43134650588035583,24.46541976928711,4.6812896728515625,81.3605728149414,144.69895935058594,0.61328125,0.9522843360900879,81,1
27.334274291992188,27.334274291992188,0.5626495480537415,27.334274291992188,3.922870635986328,96.16188049316406,161.02822875976562,0.6171875,0.9506108164787292,82,1
33.10258102416992,33.10258102416992,0.792756199836731,33.10258102416992,5.7900800704956055,118.65325927734375,168.8652801513672,0.61328125,0.9489180445671082,83,1
24.762054443359375,24.762054443359375,0.516532301902771,24.762054443359375,2.5032644271850586,102.10548400878906,145.96963500976562,0.58984375,0.9497142434120178,84,1
26.92081069946289,26.92081069946289,0.5999144911766052,26.920808792114258,2.0761947631835938,107.00843811035156,154.22317504882812,0.54296875,0.950859546661377,85,1
28.348575592041016,28.348575592041016,0.7727183699607849,28.348575592041016,1.9888358116149902,115.62183380126953,173.44097900390625,0.5546875,0.9492600560188293,86,1
28.086942672729492,28.086942672729492,0.5610299110412598,28.086942672729492,4.374329566955566,102.68807220458984,162.4853515625,0.62109375,0.9497429728507996,87,1
23.503185272216797,23.503185272216797,0.49792665243148804,23.503185272216797,2.443089723587036,84.97419738769531,150.43539428710938,0.53125,0.9498944282531738,88,1
26.686826705932617,26.686826705932617,0.5159248113632202,26.686826705932617,2.1334142684936523,106.71360778808594,169.3591766357422,0.578125,0.9512582421302795,89,1
26.167236328125,26.167236328125,0.5319600105285645,26.167236328125,2.5335259437561035,102.54994201660156,189.0120086669922,0.5703125,0.9511892795562744,90,1
23.25023651123047,23.25023651123047,0.5245158672332764,23.25023651123047,2.499802827835083,86.31465148925781,143.75103759765625,0.5625,0.946714460849762,91,1
31.20502471923828,31.20502471923828,0.8167865872383118,31.20502471923828,2.877779245376587,117.85838317871094,161.31436157226562,0.57421875,0.948380708694458,92,1
28.910892486572266,28.910892486572266,0.6396898627281189,28.910888671875,2.8703041076660156,102.18653106689453,186.07742309570312,0.59375,0.9507638812065125,93,1
22.29894256591797,22.29894256591797,0.44084811210632324,22.29894256591797,1.3629882335662842,87.15156555175781,159.8263397216797,0.53515625,0.9513770341873169,94,1
27.5489501953125,27.5489501953125,0.6098122596740723,27.5489501953125,2.4914774894714355,104.03546142578125,173.0623779296875,0.5703125,0.9512417912483215,95,1
32.306922912597656,32.306922912597656,0.871208131313324,32.306922912597656,2.467102527618408,133.1744384765625,187.401123046875,0.56640625,0.9487878084182739,96,1
24.902149200439453,24.902149200439453,0.49968695640563965,24.902149200439453,2.902499198913574,89.34174346923828,148.50473022460938,0.59765625,0.9492702484130859,97,1
22.963895797729492,22.963895797729492,0.5282545685768127,22.963895797729492,2.456859588623047,92.95097351074219,156.73974609375,0.61328125,0.9518030881881714,98,1
23.93667984008789,23.93667984008789,0.5192080736160278,23.936681747436523,1.4529006481170654,104.95127868652344,169.7379150390625,0.5390625,0.9503939151763916,99,1
34.779869079589844,34.779869079589844,0.7355960607528687,34.779869079589844,3.1293063163757324,123.91230773925781,181.21914672851562,0.58984375,0.951923131942749,100,1
29.62294578552246,29.62294578552246,0.6311825513839722,29.62294578552246,2.5036516189575195,107.17866516113281,180.64846801757812,0.5625,0.9517016410827637,101,1
26.105587005615234,26.105587005615234,0.5551162958145142,26.105588912963867,0.8443474173545837,107.80840301513672,170.4973907470703,0.48046875,0.9513459801673889,102,1
27.379913330078125,27.379913330078125,0.4823063015937805,27.379913330078125,2.149637222290039,107.70741271972656,167.408935546875,0.53515625,0.9501824378967285,103,1
23.734020233154297,23.734020233154297,0.41245150566101074,23.734020233154297,1.1804412603378296,101.10855102539062,166.7119903564453,0.5078125,0.9505090117454529,104,1
23.852567672729492,23.852567672729492,0.4302789568901062,23.852569580078125,1.4991976022720337,110.40116882324219,165.10337829589844,0.5234375,0.9482768177986145,105,1
25.601945877075195,25.601945877075195,0.4424128532409668,25.601945877075195,0.9700081944465637,95.78756713867188,181.81593322753906,0.49609375,0.9487303495407104,106,1
29.500789642333984,29.500789642333984,0.6018825769424438,29.500789642333984,1.0751492977142334,120.17446899414062,174.21722412109375,0.50390625,0.950180172920227,107,1
28.388832092285156,28.388832092285156,0.5314885377883911,28.388832092285156,1.340050458908081,113.81202697753906,189.2869873046875,0.51171875,0.9489520788192749,108,1
25.80518341064453,25.80518341064453,0.4898439049720764,25.80518341064453,1.4506406784057617,104.5343017578125,186.48373413085938,0.5234375,0.9492289423942566,109,1
26.219223022460938,26.219223022460938,0.683193564414978,26.219223022460938,0.6767117977142334,111.90623474121094,187.7677001953125,0.484375,0.9500048756599426,110,1
29.235118865966797,29.235118865966797,0.5518204569816589,29.235118865966797,1.5733585357666016,123.46936798095703,190.7355194091797,0.53515625,0.9499229788780212,111,1
23.62894630432129,23.62894630432129,0.4654346704483032,23.62894630432129,0.836728572845459,103.76748657226562,178.45924377441406,0.484375,0.9496901035308838,112,1
32.78959655761719,32.78959655761719,0.6249353885650635,32.78959655761719,1.579912543296814,127.07939147949219,175.6420440673828,0.52734375,0.9513845443725586,113,1
28.484630584716797,28.484630584716797,0.5900983810424805,28.484630584716797,1.0130393505096436,111.96075439453125,177.03419494628906,0.5,0.9485120177268982,114,1
25.664085388183594,25.664085388183594,0.710521936416626,25.664085388183594,0.24942217767238617,109.80567932128906,199.4635467529297,0.40234375,0.9476013779640198,115,1
28.34489631652832,28.34489631652832,0.552037239074707,28.34489631652832,1.2016446590423584,121.62428283691406,197.79629516601562,0.5078125,0.9512472152709961,116,1
28.908920288085938,28.908920288085938,0.6699234247207642,28.908920288085938,1.9822279214859009,124.52310943603516,184.4046630859375,0.5546875,0.951438844203949,117,1
24.144332885742188,24.144332885742188,0.5265820026397705,24.144332885742188,0.6275631189346313,104.51597595214844,195.308349609375,0.46484375,0.9513612985610962,118,1
27.420713424682617,27.420713424682617,0.6327996850013733,27.420713424682617,0.460000604391098,116.32609558105469,184.4832000732422,0.45703125,0.950534462928772,119,1
22.85151481628418,22.85151481628418,0.4663681387901306,22.85151481628418,0.8009837865829468,98.3725357055664,205.42730712890625,0.48046875,0.9512636065483093,120,1
26.888809204101562,26.888809204101562,0.5076309442520142,26.888809204101562,0.3507044315338135,117.32937622070312,188.92921447753906,0.44921875,0.9504293203353882,121,1
25.5985164642334,25.5985164642334,0.5070451498031616,25.5985164642334,0.7955163717269897,115.78688049316406,211.8109588623047,0.48046875,0.9476937055587769,122,1
26.33243179321289,26.33243179321289,0.6120284199714661,26.33243179321289,0.7134672403335571,120.07192993164062,184.01919555664062,0.47265625,0.9506767988204956,123,1
23.94639015197754,23.94639015197754,0.4373168349266052,23.94639015197754,0.3465661108493805,112.94500732421875,195.0867156982422,0.41015625,0.9497031569480896,124,1
24.541772842407227,24.541772842407227,0.4783450961112976,24.54177474975586,0.5346566438674927,99.24998474121094,197.66307067871094,0.4609375,0.9499865174293518,125,1
28.871952056884766,28.871952056884766,0.719619631767273,28.871952056884766,0.368933767080307,125.31019592285156,210.19985961914062,0.4375,0.9470005035400391,126,1
25.914880752563477,25.914880752563477,0.5926135778427124,25.914880752563477,0.7444895505905151,101.6385726928711,197.966796875,0.48828125,0.9519972205162048,127,1
30.289804458618164,30.289804458618164,0.6876311898231506,30.289804458618164,0.6827062368392944,116.89024353027344,207.87818908691406,0.47265625,0.9491437077522278,128,1
23.236343383789062,23.236343383789062,0.3657568693161011,23.236343383789062,0.8531533479690552,104.5572509765625,197.2999267578125,0.48828125,0.948893129825592,129,1
25.692277908325195,25.692277908325195,0.5339490175247192,25.692276000976562,0.6923825740814209,106.23554992675781,220.3212432861328,0.45703125,0.9490236043930054,130,1
26.605594635009766,26.605594635009766,0.6042176485061646,26.6055965423584,0.7243819236755371,121.71963500976562,211.17330932617188,0.44140625,0.9496469497680664,131,1
22.366395950317383,22.366395950317383,0.5194021463394165,22.366395950317383,0.20268577337265015,105.45797729492188,185.5177001953125,0.37109375,0.947688102722168,132,1
27.484445571899414,27.484445571899414,0.5602614879608154,27.484445571899414,0.4601711332798004,124.82193756103516,184.66751098632812,0.421875,0.9502620100975037,133,1
31.035442352294922,31.035442352294922,0.5488306879997253,31.035442352294922,0.4452563524246216,130.09555053710938,233.6335906982422,0.46875,0.9505536556243896,134,1
27.244869232177734,27.244869232177734,0.6607179641723633,27.244869232177734,0.5736933350563049,115.3352279663086,223.5388641357422,0.42578125,0.9524540305137634,135,1
28.056644439697266,28.056644439697266,0.6815474033355713,28.056644439697266,0.2238338738679886,127.60708618164062,224.7440185546875,0.3984375,0.9499475955963135,136,1
26.913938522338867,26.913938522338867,0.5265132188796997,26.913936614990234,0.3135301172733307,117.848876953125,234.8901824951172,0.3828125,0.9499666690826416,137,1
25.72504425048828,25.72504425048828,0.4789826571941376,25.72504425048828,0.33647650480270386,111.30300903320312,204.2139434814453,0.42578125,0.9469018578529358,138,1
22.223922729492188,22.223922729492188,0.40591761469841003,22.223922729492188,0.13990160822868347,93.23275756835938,214.68692016601562,0.39453125,0.9469625949859619,139,1
22.339584350585938,22.339584350585938,0.33410653471946716,22.339584350585938,0.29960280656814575,71.94705200195312,227.6981964111328,0.4296875,0.9498032927513123,140,1
29.47808074951172,29.47808074951172,0.6081123352050781,29.47808074951172,0.6076424717903137,122.00672912597656,211.92556762695312,0.45703125,0.9498688578605652,141,1
27.280214309692383,27.280214309692383,0.6037024855613708,27.280214309692383,0.48123854398727417,125.669677734375,220.416259765625,0.4609375,0.9494631290435791,142,1
33.11467742919922,33.11467742919922,0.7755897045135498,33.11467742919922,0.8230066299438477,135.9143524169922,238.7324981689453,0.484375,0.9495705366134644,143,1
26.709625244140625,26.709625244140625,0.6184134483337402,26.709625244140625,0.18614038825035095,121.23724365234375,216.5750274658203,0.3984375,0.948919415473938,144,1
30.580163955688477,30.580163955688477,0.5582738518714905,30.58016586303711,0.45485156774520874,138.26171875,229.21202087402344,0.44921875,0.9496020078659058,145,1
29.506000518798828,29.506000518798828,0.7829089164733887,29.506000518798828,0.5253567695617676,139.64089965820312,203.32791137695312,0.44140625,0.9518985748291016,146,1
29.302536010742188,29.302536010742188,0.6534484028816223,29.302536010742188,0.5177841186523438,137.53956604003906,226.0406036376953,0.44140625,0.9478316307067871,147,1
26.315832138061523,26.315832138061523,0.5202691555023193,26.315834045410156,0.49190759658813477,112.2142333984375,217.8422393798828,0.421875,0.9502618908882141,148,1
27.975311279296875,27.975311279296875,0.6920222640037537,27.975311279296875,0.27030739188194275,124.51177978515625,233.7170867919922,0.4375,0.95008784532547,149,1
26.399738311767578,26.399738311767578,0.5793842673301697,26.399738311767578,0.4141765832901001,112.93387603759766,238.80430603027344,0.421875,0.9494430422782898,150,1
23.366043090820312,23.366043090820312,0.47562935948371887,23.366043090820312,0.2950146794319153,107.22174072265625,212.91004943847656,0.42578125,0.94884192943573,151,1
32.454444885253906,32.454444885253906,0.643513560295105,32.45444869995117,0.5482251644134521,140.33621215820312,242.4517364501953,0.44140625,0.9475273489952087,152,1
22.90857696533203,22.90857696533203,0.3206976354122162,22.90857696533203,0.40628349781036377,106.54776000976562,201.9718475341797,0.4375,0.9510441422462463,153,1
21.567481994628906,21.567481994628906,0.4118237793445587,21.56748390197754,0.17580950260162354,90.16519165039062,218.8011932373047,0.40625,0.947177529335022,154,1
