p,seed,epoch,train_loss,test_loss,test_accuracy,epsilon,accountant_steps,noise_multiplier,clip_fraction,mean_clip_factor,mean_clipping_severity,mean_transformed_norm,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,samples,batches,algorithm_epoch_seconds,wall_epoch_seconds,private_samples_per_second,seconds_per_batch,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,noise_step_seconds,builder_forward_calls,builder_vjp_calls,builder_reverse_vectors,builder_samples,curvature_backward_seconds,m_p,m_reference,scale_match,operator_gain_p10,operator_gain_p50,operator_gain_p90,operator_gain_p99,transformed_eig_p10,transformed_eig_p50,transformed_eig_p90,transformed_eig_p99,transformed_condition_proxy,operator_state_bytes,preconditioner_build_seconds,synthetic_generation_seconds,activation_forward_seconds,factor_accumulation_seconds,matrix_function_seconds,build_allocated_at_phase_start_bytes,build_reserved_at_phase_start_bytes,build_peak_cuda_allocated_bytes,build_peak_cuda_reserved_bytes,build_incremental_peak_bytes,grad_sample_bytes,private_train_seconds,train_allocated_at_phase_start_bytes,train_reserved_at_phase_start_bytes,train_peak_cuda_allocated_bytes,train_peak_cuda_reserved_bytes,train_incremental_peak_bytes,diagnostic_postprocess_seconds,evaluation_seconds,total_peak_cuda_allocated_bytes,total_peak_cuda_reserved_bytes
0.0,42,1,0.8293802636301416,0.6435454492568969,0.8763,0.7861127240333559,234,1.068115234375,0.625534176826477,0.4304149150848388,0.5695851445198059,98.87578582763672,10.886733055114746,358.9383850097656,847.7897338867188,1321.7802734375,59904,234,9.349194564856589,10.51299312710762,6512.534751791047,0.0393088113548409,3.5475145225524933,0.3020259233713146,0.0235028472393751,0.0264787194803356,10,0,0,2560,0.0,6727.039401072485,97661.0323146266,3.81020786901448,3.81020786901448,3.81020786901448,3.81020786901448,3.81020786901448,0.0008469285362859,0.0147153817918447,0.1202512136375893,3.639898655574355,141.98507723559038,9998116,0.1509327078238129,0.0051855359077453,0.0040561280548572,0.0386978242211043,0.1024745941162109,9349120,241172480,167368192,245366784,158019072,0,9.198261857032776,19348480,245366784,168558592,245366784,149210112,0.0260756378993392,1.1230430817231536,168558592,245366784
0.0,42,2,0.5656446147168803,0.4881469622373581,0.9043,0.8385078418579571,468,1.068115234375,0.2795973420143127,0.7633613348007202,0.2366386204957962,15.030214309692385,0.0169978383928537,72.96800231933594,154.62310791015625,226.87203979492188,59904,234,8.757178242318332,9.918291931971908,6948.347487539108,0.0368432926619027,3.527276257514955,0.3020330278873441,0.0233523192256689,0.0149640638530254,10,0,0,2560,0.0,575195.1316790613,163650.0439063419,0.5333968692285482,0.5333968692285482,0.5333968692285482,0.5333968692285482,0.5333968692285482,0.0002672419828514,0.0022881084538757,0.0498494885832412,5.705948596661676,186.5331489138043,9998116,0.1358477594330907,0.0030411200523376,0.0026521599590778,0.0282172794304788,0.1017655334472656,9349120,245366784,167368192,245366784,158019072,0,8.621330482885242,19348480,245366784,168558592,245366784,149210112,0.025366042740643,1.1220546904951334,168558592,245366784
0.0,42,3,0.5196570371970152,0.4947007853865623,0.9114,0.8909029596825585,702,1.068115234375,0.2454927861690521,0.7919042706489563,0.2080957144498825,14.748257637023926,0.0064897751435637,64.73348999023438,172.3096923828125,241.9027099609375,59904,234,8.75790077727288,9.895175772719083,6948.517057755934,0.0368423935455771,3.5399257249832154,0.3033776602745055,0.0236287992820142,0.0150536318793893,10,0,0,2560,0.0,648035.2096399453,170171.3882959217,0.5124411173474128,0.5124411173474128,0.5124411173474128,0.5124411173474128,0.5124411173474128,0.0003103967536827,0.0026688226785822,0.0656129161661346,6.0561699182755175,211.3840283045834,9998116,0.1367806876078248,0.0030070080757141,0.0026951999962329,0.0284149768315255,0.1024664306640625,9349120,245366784,167368192,245366784,158019072,0,8.621120089665055,19348480,245366784,168558592,245366784,149210112,0.0253607295453548,1.0981467617675662,168558592,245366784
0.0,42,4,0.4767157725798778,0.4264416404128074,0.9248,0.9432980775071595,936,1.068115234375,0.2201021611690521,0.8138483762741089,0.1861516237258911,13.810200691223145,0.0033790895249694,48.375709533691406,178.3148956298828,294.03179931640625,59904,234,8.726104154251516,9.877745531499386,6974.21907507927,0.0367066186542312,3.539260030746461,0.3032988119125364,0.0235202552452683,0.0150663998872042,10,0,0,2560,0.0,712328.2547958419,172084.55411722,0.4915083042893658,0.4915083042893658,0.4915083042893658,0.4915083042893658,0.4915083042893658,0.0003289940530061,0.0028621580274759,0.078630687613767,6.880292348475804,239.0033707153508,9998116,0.1367553891614079,0.0029024319648742,0.0026451199948787,0.0284047369919717,0.102640380859375,9349120,245366784,167368192,245366784,158019072,0,8.589348765090108,19348480,245366784,168558592,245366784,149210112,0.0254871258512139,1.1125392746180296,168558592,245366784
0.0,42,5,0.4667792034964276,0.4815182217374444,0.9195,0.995693195331761,1170,1.068115234375,0.2068142294883728,0.8245699405670166,0.1754299700260162,14.126590728759766,0.0018765670247375,42.50791931152344,192.2162170410156,302.9603881835937,59904,234,8.744619434699416,9.90143356192857,6959.408326893689,0.0367847362843652,3.5397842254638663,0.3034504923820496,0.0236615672931074,0.0150429758653045,10,0,0,2560,0.0,741787.9078385213,173482.13495908992,0.4836013497820924,0.4836013497820924,0.4836013497820924,0.4836013497820924,0.4836013497820924,0.0003666346366464,0.0032065304616249,0.0882955403314743,7.239404125394306,240.8270564371329,9998116,0.1369911441579461,0.002991807937622,0.0026500480175018,0.0284121925719082,0.1027702407836914,9349120,245366784,167368192,245366784,158019072,0,8.60762829054147,19348480,245366784,168558592,245366784,149210112,0.0259506907314062,1.117110044695437,168558592,245366784
0.125,42,1,0.7715088933961004,0.5561702860355378,0.8957,0.7861127240333559,234,1.068115234375,0.6200587749481201,0.4329119920730591,0.5670880079269409,148.37245178222656,10.719921112060549,538.8399047851562,1367.5576171875,2081.66650390625,59904,234,8.666059435345232,9.806859352625906,7036.361870788996,0.0363824380697029,3.5488425588607777,0.3041565769910813,0.0236421112865208,0.0166331199258566,10,0,0,2560,0.0,5144.25141949177,97661.0323146266,4.357120413458657,7.820576043221883,9.466783260336896,10.259389963849898,10.332360780877496,0.0061403322846958,0.0908404053552326,0.506601996613195,6.7198696073807085,82.50400354975102,9998116,0.1525689270347356,0.0031631360054016,0.0026729600131511,0.0284377598650753,0.1181013107299804,9349120,241172480,167368192,245366784,158019072,0,8.513490508310497,19348480,245366784,168558592,245366784,149210112,0.0264238193631172,1.1002096747979522,168558592,245366784
0.125,42,2,0.5016987466404581,0.4163060463190078,0.925,0.8385078418579571,468,1.068115234375,0.2502337098121643,0.7871420383453369,0.2128578871488571,20.012527465820312,0.0069735003635287,85.77330780029297,235.32278442382807,330.603515625,59904,234,8.582979605533183,9.712043473497031,7106.286866196525,0.0360244393197453,3.5494187183380115,0.3042480967044833,0.023512063242495,0.0151647678688169,10,0,0,2560,0.0,81210.5014435448,160913.99315907471,1.407637441536976,1.8126853563126517,2.5583722530930544,3.09382960798054,3.3309933709979425,0.008005362052658,0.0484270510167968,0.4312188571269426,12.030308790512116,53.86625293027991,9998116,0.1532608047127723,0.0030796160697937,0.0026648000180721,0.0285618879757821,0.1187824935913085,9349120,245366784,167368192,245366784,158019072,0,8.42971880082041,19348480,245366784,168558592,245366784,149210112,0.0254779122769832,1.0900389924645424,168558592,245366784
0.125,42,3,0.419899182441907,0.3670505865067243,0.9363,0.8909029596825585,702,1.068115234375,0.1993856877088546,0.8304638862609863,0.1695360988378524,17.199630737304688,0.0014517492381855,41.217918395996094,248.73895263671875,331.3796691894531,59904,234,8.632939922623336,9.768042697571218,7064.507923193033,0.0362374850142842,3.5483773155212397,0.3044058579206468,0.0236523512899874,0.0151430718749762,10,0,0,2560,0.0,97941.04920101057,169996.10235415972,1.3174589919249522,1.5988619920113254,2.3053100503761645,2.8353399146812754,3.041857489315479,0.009429793544484,0.0551528746659299,0.5407373142790205,13.262190141266618,57.34349450262587,9998116,0.1533684292808175,0.0030094399452209,0.0026604160070419,0.0286616325266659,0.1188745574951171,9349120,245366784,167368192,245366784,158019072,0,8.479571493342519,19348480,245366784,168558592,245366784,149210112,0.0256353067234158,1.0959876021370292,168558592,245366784
0.125,42,4,0.3608456147022736,0.3234025089025497,0.9461,0.9432980775071595,936,1.068115234375,0.1703392118215561,0.855614960193634,0.1443850845098495,14.965703010559082,0.0005217886064201,18.189085006713867,249.5826416015625,369.4290466308594,59904,234,8.578881012275815,9.709916577674448,7110.171369672548,0.036004758069817,3.5485955486297605,0.3042859531641008,0.0235161592438816,0.0151617598757148,10,0,0,2560,0.0,108493.82532891294,173578.02082237066,1.2648669794270904,1.477507523514433,2.153401823476278,2.677053222300448,2.9571225073718472,0.0106332628906008,0.0610693677539986,0.6275855456128222,14.260684813297472,59.02097522366063,9998116,0.1537676239386201,0.002995903968811,0.0026757120490074,0.0285625917874276,0.1193448333740234,9349120,245366784,167368192,245366784,158019072,0,8.425113388337195,19348480,245366784,168558592,245366784,149210112,0.0253233388066291,1.0923516256734729,168558592,245366784
0.125,42,5,0.3318883129674145,0.3236602076437324,0.9455,0.995693195331761,1170,1.068115234375,0.1546975225210189,0.869057834148407,0.1309422701597213,14.87362575531006,0.0002268109237775,11.128058433532717,272.7861022949219,383.8697204589844,59904,234,8.589456677436829,9.72140322253108,7100.846124125312,0.0360520416194111,3.54722156715393,0.3043869776725773,0.0236707832962273,0.015162271887064,10,0,0,2560,0.0,112418.04190292612,175496.6072052367,1.2494427293807355,1.425361979301646,2.0852898761900223,2.607730514956856,2.960795008987749,0.0120864012561722,0.0678839960347619,0.706207310296069,14.495215927595032,58.42990773911523,9998116,0.1532789384946227,0.0028346879482269,0.0026501120626926,0.0285460796244442,0.1190977935791015,9349120,245366784,167368192,245366784,158019072,0,8.436177738942206,19348480,245366784,168558592,245366784,149210112,0.0278770281001925,1.0907575581222773,168558592,245366784
