task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,trace_R,layer_dimension,trace_S_per_dim,d_total,tau_layer,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
mnist,dp_kfm,public,0.25,42,1,conv1,True,0.9660282295184386,0.9784331189526183,0.9602655070538624,0.2939348904776388,conv1,160.0,23.010247044991345,160,1.0,206922,6.953423824053523,20138360,4.460859960893825,0.4148401310631858,144.42572586332824,395.691981769996,0.029905743251455643,11.833462813473167,1.0007304370166321,0.0010000955613114282,0.0010008260681295795
mnist,dp_kfm,public,0.25,42,1,conv2,True,0.9336224782831184,0.8054845076380771,0.9778417985488469,0.20950976294702925,conv2,4640.0,311.86624562605596,4640,1.0,206922,14.878173143378921,20138360,12.94954529299244,0.4396339870396618,3939.466090772344,27834.50520087131,0.0015100995273601104,42.0328731481383,1.010263285672062,0.00100008015705891,0.001010344265405766
mnist,dp_kfm,public,0.25,42,1,fc1,True,0.8361055847818185,0.5683062079376703,0.838050190344123,0.5767823576680139,fc1,200832.0,9177.00988049127,200832,1.0,206922,21.884252345301924,20138360,39.919229299215914,0.32558767111524484,182550.28624084184,90705.98599344745,0.001,90.70598599344746,27.995784600295444,0.001,0.027995784600295445
mnist,dp_kfm,public,0.25,42,1,fc2,True,0.9332410043666731,0.3713046355254961,0.9956489595702971,0.09319473705885735,fc2,1290.0000000000002,149.8956672058758,1290,1.0000000000000002,206922,8.60598591037482,20138360,22.907157345126205,0.43060345370669373,1166.6679353244244,2488.395510222416,0.001,2.488395510222416,110.65355893127156,0.001,0.11065355893127156
mnist,dp_kfm,public,0.25,42,2,conv1,True,0.9661403163949288,0.9965325945176372,0.9935086968776885,7.881061391784897,conv1,160.0,23.674934978306798,160,1.0,206922,6.758202299039345,20138360,5.164210559433729,0.41542801999496964,144.399819692535,394.03404002678036,0.03033189995576493,11.951801081258177,1.805020023317869,0.001012223082196516,0.0018270829314292404
mnist,dp_kfm,public,0.25,42,2,conv2,True,0.9820385617121309,1.0588213414253647,0.9873861802596152,6.945501918529708,conv2,4640.0,391.1268935583835,4640,1.0,206922,11.8631576514372,20138360,26.053623180960333,0.5148715378557007,3570.306083776614,237526.453004621,0.0013787369034114318,327.48648629389214,1.9398159537053776,0.0010899293645620775,0.0021142623697894825
mnist,dp_kfm,public,0.25,42,2,fc1,True,0.836237709415215,0.8233361034363829,0.7780336965361649,7.948534624833392,fc1,200832.00000000003,18670.57774881752,200832,1.0000000000000002,206922,10.756603395024532,20138360,269.32362004582984,0.6106208927319748,138138.89552057732,22764692.717002656,0.0010004841461728564,22775.714155857844,231.11917612633025,0.001,0.23111917612633026
mnist,dp_kfm,public,0.25,42,2,fc2,True,0.9266853865737047,0.8340050182243468,0.7615729634728244,7.9231737306564165,fc2,1290.0,777.7292734255307,1290,1.0,206922,1.6586748680786547,20138360,274.58845381306605,0.797073020248266,890.0154264002304,11798915.64033199,0.001,11798.915640331988,481.8224042770072,0.001,0.48182240427700723
mnist,dp_kfm,public,0.25,42,3,conv1,True,0.9665223723415756,0.9633589764940979,0.9885191174929729,9.057112131224835,conv1,160.0,24.40188050156456,160,1.0,206922,6.556871712806781,20138360,5.779350930611384,0.41659483922327195,144.31504187150978,378.5765307387435,0.031014027277385652,11.741182850909418,2.9468808597187484,0.0010428922059325543,0.0030732790804125078
mnist,dp_kfm,public,0.25,42,3,conv2,True,0.9820407833458934,1.0165187626266432,0.9761522602963237,7.042156706555032,conv2,4640.0,426.0422412347222,4640,1.0,206922,10.890938857500881,20138360,28.850177677279966,0.5200431743630348,3576.2541459953127,209143.61346672697,0.0016337153146040435,341.6811242722203,3.312450227794275,0.0010697806970839663,0.0035435953137457027
mnist,dp_kfm,public,0.25,42,3,fc1,True,0.8192900706407478,0.75031138086662,0.7591906633471212,7.073981175430155,fc1,200832.0,20220.57675807157,200832,1.0,206922,9.932060910173231,20138360,271.7238387872897,0.6240356524091251,140157.21106851115,18821878.01984477,0.001,18821.87801984477,289.63297910789396,0.001,0.289632979107894
mnist,dp_kfm,public,0.25,42,3,fc2,True,0.9105360629632779,0.6978422412520836,0.7900877318453395,5.428271337036885,fc2,1290.0,978.7821096546587,1290,1.0,206922,1.3179644246410955,20138360,322.6318629710475,0.8709118536285333,870.1518997751491,29593762.204735223,0.001,29593.762204735223,366.1245439856224,0.001,0.3661245439856224
mnist,dp_kfm,public,0.25,42,4,conv1,True,0.9659774451333032,0.9922542403752851,0.9790893719734233,11.351932253838822,conv1,160.0,25.066266860192577,160,1.0,206922,6.3830805317920705,20138360,5.926443521342889,0.41870629367532847,144.1752742564092,389.56779598597933,0.030600689356173133,11.921043108135985,3.1666025089100396,0.0010910882736348596,0.0034550428647344704
mnist,dp_kfm,public,0.25,42,4,conv2,True,0.9815344749923423,1.0384335914714167,0.9757443419966381,8.787006000899156,conv2,4640.0,448.8735258479113,4640,1.0,206922,10.336987442587867,20138360,30.55329940382335,0.5285237549563083,3574.3436496124746,204610.27804697113,0.0016291661802711624,333.34414513000445,4.2589742869271,0.001066708019728824,0.004543082027683987
mnist,dp_kfm,public,0.25,42,4,fc1,True,0.7792011416561472,0.7345940683332943,0.7061895135196301,9.419294703381341,fc1,200832.0,21053.211888050813,200832,1.0,206922,9.53925705340886,20138360,244.29521829166092,0.6268123824476717,143849.28712650482,10488684.70034181,0.001,10488.68470034181,339.57744417397436,0.001,0.33957744417397434
mnist,dp_kfm,public,0.25,42,4,fc2,True,0.8644622494494103,0.6701344103359906,0.726633674314369,12.127122458079757,fc2,1290.0,997.9035737671055,1290,1.0,206922,1.2927100713050108,20138360,355.96496074836006,0.854084585967504,903.1318365571402,21847917.32915452,0.001,21847.917329154523,734.8842812604919,0.001000009077483976,0.7348909521607794
mnist,dp_kfm,public,0.25,42,5,conv1,True,0.9663790212973998,0.9715354833250512,0.9723094456175828,12.35089336675045,conv1,160.0,26.21649875847856,160,1.0,206922,6.103027008831799,20138360,6.1723342378606105,0.42027078739984475,144.08885356853324,386.72217842496497,0.03049287652583704,11.792271636515178,3.7531736836980767,0.0011820449069674095,0.004436419837779423
mnist,dp_kfm,public,0.25,42,5,conv2,True,0.9803953059862307,0.9972014593613414,0.9743180543986998,10.403415337650822,conv2,4640.0,487.75776372776124,4640,1.0,206922,9.512918799155774,20138360,32.612925718123606,0.5294312444128075,3599.872491330413,190889.7064501998,0.0016285855935054458,310.88022587327896,5.926203150272658,0.0010513620280027895,0.006230584962427182
mnist,dp_kfm,public,0.25,42,5,fc1,True,0.7399664504068443,0.7034574807895557,0.7403694603391723,12.095543809371641,fc1,200832.0,21868.17829171492,200832,1.0,206922,9.183755378292673,20138360,235.73823312625356,0.6290064297098482,145617.68034949017,6338559.184374099,0.001,6338.559184374099,487.22498037969433,0.001,0.48722498037969436
mnist,dp_kfm,public,0.25,42,5,fc2,True,0.852614631207059,0.7385265458342879,0.7721821766943391,13.516685737762273,fc2,1290.0,1050.06386361673,1290,1.0,206922,1.2284967083400613,20138360,361.9939384564368,0.8504302768443767,917.4799785086861,24540351.010617085,0.001,24540.351010617087,699.7202187202363,0.0010000044434722364,0.6997233279076015
