epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7725091411007775,0.5789374999046326,0.8876,0.7861127240333559
2,468,0.5558646688094506,0.5257286257207394,0.9182,0.8385078418579571
3,702,0.5332519414587917,0.4927962987393141,0.9261,0.8909029596825585
4,936,0.5168950515679824,0.43030883315838875,0.9358,0.9432980775071597
5,1170,0.45049441908287186,0.440606169205904,0.9351,0.995693195331761
