beta,seed,epoch,layer,probe_sample_count,d,effective_dimension,W,isotropy_score,whitened_dimension_fraction,top10_energy_share,directions_for_90pct
0.25,7,5,conv2,256,4640,299.31320228559827,0.06450715566499962,0.06450715566499962,0.06450715566499962,0.5826779083181719,0.5625
0.25,7,5,fc1,256,200832,3684.6836479188264,0.01834709432719301,0.01834709432719301,0.01834709432719301,0.6699457609591052,0.42060528202676867
0.25,7,5,fc2,256,1290,157.38252461700083,0.1220019570674425,0.1220019570674425,0.1220019570674425,0.5135357347644767,0.5558139534883721
0.375,7,1,conv1,256,160,115.15171809125292,0.7196982380703307,0.7196982380703307,0.7196982380703307,0.23164216444711969,0.70625
0.375,7,1,conv2,256,4640,2380.3175910183477,0.5129994808229198,0.5129994808229198,0.5129994808229198,0.3069658510674656,0.634698275862069
0.375,7,1,fc1,256,200832,26993.37948709992,0.13440776114911926,0.13440776114911926,0.13440776114911926,0.6540861002987155,0.2936782982791587
0.375,7,1,fc2,256,1290,325.82348854935765,0.25257634771268034,0.25257634771268034,0.25257634771268034,0.4107411007799666,0.4356589147286822
0.375,7,2,conv1,256,160,9.82085531530055,0.06138034572062844,0.06138034572062844,0.06138034572062844,0.6871896480937575,0.4125
0.375,7,2,conv2,256,4640,1309.2738758109501,0.28217109392477374,0.28217109392477374,0.28217109392477374,0.3384844098022839,0.71875
0.375,7,2,fc1,256,200832,70857.51306162369,0.35281983479536966,0.35281983479536966,0.35281983479536966,0.40635261860550026,0.6159128027405991
0.375,7,2,fc2,256,1290,735.5104871280345,0.5701631683163058,0.5701631683163058,0.5701631683163058,0.2883353137870859,0.6984496124031008
0.375,7,3,conv1,256,160,17.687250325705197,0.11054531453565748,0.11054531453565748,0.11054531453565748,0.6637542757972981,0.46875
0.375,7,3,conv2,256,4640,1626.4389595335163,0.35052563783049917,0.35052563783049917,0.35052563783049917,0.3075559703650189,0.7420258620689655
0.375,7,3,fc1,256,200832,79790.20577823583,0.3972982680959002,0.3972982680959002,0.3972982680959002,0.3831601837643436,0.6377220761631612
0.375,7,3,fc2,256,1290,796.7152493899238,0.6176087204573052,0.6176087204573052,0.6176087204573052,0.264157929649173,0.6984496124031008
0.375,7,4,conv1,256,160,23.844573553570445,0.14902858470981528,0.14902858470981528,0.14902858470981528,0.6267279402445108,0.5125
0.375,7,4,conv2,256,4640,1964.2683889627851,0.42333370451784164,0.42333370451784164,0.42333370451784164,0.294588099459909,0.7607758620689655
0.375,7,4,fc1,256,200832,82524.95682349516,0.41091537615268064,0.41091537615268064,0.41091537615268064,0.3745275056244927,0.6320058556405354
0.375,7,4,fc2,256,1290,803.9716440685339,0.6232338326112666,0.6232338326112666,0.6232338326112666,0.26460692429984883,0.7062015503875969
0.375,7,5,conv1,256,160,27.946605399917,0.17466628374948126,0.17466628374948126,0.17466628374948126,0.5822809672650513,0.5875
0.375,7,5,conv2,256,4640,2341.4855593934253,0.5046305084899624,0.5046305084899624,0.5046305084899624,0.28005778865585607,0.7706896551724138
0.375,7,5,fc1,256,200832,81918.30206862185,0.40789466852205747,0.40789466852205747,0.40789466852205747,0.37192581265223146,0.5890893881453155
0.375,7,5,fc2,256,1290,799.9053733149109,0.620081684740241,0.620081684740241,0.620081684740241,0.25906762131724365,0.6883720930232559
0.5,7,1,conv1,256,160,126.5797118727144,0.791123199204465,0.791123199204465,0.791123199204465,0.18735920560785327,0.725
0.5,7,1,conv2,256,4640,3592.776878547532,0.7743053617559336,0.7743053617559336,0.7743053617559336,0.17848396151197185,0.6883620689655172
0.5,7,1,fc1,256,200832,54283.96795054099,0.2702954108435956,0.2702954108435956,0.2702954108435956,0.5078800441832274,0.34358568355640534
0.5,7,1,fc2,256,1290,627.8445619391524,0.4867012108055445,0.4867012108055445,0.4867012108055445,0.3027066350768522,0.4635658914728682
0.5,7,2,conv1,256,160,21.723464602066397,0.13577165376291497,0.13577165376291497,0.13577165376291497,0.6059811340791424,0.44375
0.5,7,2,conv2,256,4640,3492.374269315452,0.7526668683869508,0.7526668683869508,0.7526668683869508,0.21731667688712727,0.7971982758620689
0.5,7,2,fc1,256,200832,109905.70240520147,0.5472519439392202,0.5472519439392202,0.5472519439392202,0.3098075362573616,0.6287543817718292
0.5,7,2,fc2,256,1290,1063.1583584220627,0.8241537662186533,0.8241537662186533,0.8241537662186533,0.16333160455826307,0.7387596899224806
0.5,7,3,conv1,256,160,21.45213731310048,0.134075858206878,0.134075858206878,0.134075858206878,0.5982256075899524,0.5
0.5,7,3,conv2,256,4640,4005.3812582234164,0.8632287194447018,0.8632287194447018,0.8632287194447018,0.17423050786986674,0.8211206896551724
0.5,7,3,fc1,256,200832,102663.70272660731,0.5111919550998213,0.5111919550998213,0.5111919550998213,0.33274492120702515,0.6320556485022307
0.5,7,3,fc2,256,1290,1074.473504691163,0.8329251974350101,0.8329251974350101,0.8329251974350101,0.16509417780866692,0.7465116279069768
0.5,7,4,conv1,256,160,35.57161099094461,0.22232256869340383,0.22232256869340383,0.22232256869340383,0.5379359753043329,0.56875
0.5,7,4,conv2,256,4640,4244.834394704811,0.9148349988587954,0.9148349988587954,0.9148349988587954,0.15399885069085179,0.8422413793103448
0.5,7,4,fc1,256,200832,95964.75561807054,0.47783598041183944,0.47783598041183944,0.47783598041183944,0.35095147493992873,0.6185119901210963
0.5,7,4,fc2,256,1290,1016.0853876849745,0.7876630912286624,0.7876630912286624,0.7876630912286624,0.18593534749819365,0.7496124031007751
0.5,7,5,conv1,256,160,43.04820927087788,0.26905130794298676,0.26905130794298676,0.26905130794298676,0.48527985053427297,0.65625
0.5,7,5,conv2,256,4640,4382.553034928199,0.9445157402862497,0.9445157402862497,0.9445157402862497,0.14188386860220398,0.8480603448275862
0.5,7,5,fc1,256,200832,91465.83664960199,0.4554345754142865,0.4554345754142865,0.4554345754142865,0.36753512777884284,0.6110679572976419
0.5,7,5,fc2,256,1290,946.574984192142,0.7337790575132883,0.7337790575132883,0.7337790575132883,0.187936116033904,0.7387596899224806
0.75,7,1,conv1,256,160,107.51609135236515,0.6719755709522822,0.6719755709522822,0.6719755709522822,0.23926660111301792,0.66875
0.75,7,1,conv2,256,4640,3425.1361306683866,0.7381758902302558,0.7381758902302558,0.7381758902302558,0.18727557944402806,0.6547413793103448
0.75,7,1,fc1,256,200832,72675.24148263963,0.3618708247821046,0.3618708247821046,0.3618708247821046,0.4095336557676969,0.38038758763543656
0.75,7,1,fc2,256,1290,692.9774958370513,0.5371918572380242,0.5371918572380242,0.5371918572380242,0.25801063348174663,0.48294573643410854
0.75,7,2,conv1,256,160,43.61289155021545,0.27258057218884657,0.27258057218884657,0.27258057218884657,0.4932168543083725,0.5125
0.75,7,2,conv2,256,4640,3559.8190712363066,0.7672023860423075,0.7672023860423075,0.7672023860423075,0.2170956895850817,0.7463362068965518
0.75,7,2,fc1,256,200832,83755.91003168523,0.41704464443756584,0.41704464443756584,0.41704464443756584,0.3831387363663852,0.5025294773741237
0.75,7,2,fc2,256,1290,736.7455395273312,0.5711205732770009,0.5711205732770009,0.5711205732770009,0.27317660087445833,0.6015503875968993
0.75,7,3,conv1,256,160,49.125784823022734,0.3070361551438921,0.3070361551438921,0.3070361551438921,0.3973629208109655,0.59375
0.75,7,3,conv2,256,4640,3924.621857314701,0.8458236761454098,0.8458236761454098,0.8458236761454098,0.17346478569788853,0.7612068965517241
0.75,7,3,fc1,256,200832,65952.59148846178,0.32839682664347203,0.32839682664347203,0.32839682664347203,0.45829693097615426,0.46024039993626514
0.75,7,3,fc2,256,1290,533.5261136436546,0.4135861346074842,0.4135861346074842,0.4135861346074842,0.36473968874316093,0.5968992248062015
0.75,7,4,conv1,256,160,60.16902969404857,0.37605643558780355,0.37605643558780355,0.37605643558780355,0.42136560992399896,0.60625
0.75,7,4,conv2,256,4640,3954.659730867224,0.8522973557903499,0.8522973557903499,0.8522973557903499,0.1638798862853758,0.7584051724137931
0.75,7,4,fc1,256,200832,58853.992204783826,0.2930508694071852,0.2930508694071852,0.2930508694071852,0.49274127836055126,0.42144678138942
0.75,7,4,fc2,256,1290,272.7593630032497,0.2114413666691858,0.2114413666691858,0.2114413666691858,0.4362766565057616,0.5674418604651162
0.75,7,5,conv1,256,160,69.55239518922183,0.43470246993263645,0.43470246993263645,0.43470246993263645,0.37543684563461455,0.675
0.75,7,5,conv2,256,4640,3949.761777887403,0.8512417624757334,0.8512417624757334,0.8512417624757334,0.1630783567327592,0.756896551724138
0.75,7,5,fc1,256,200832,53427.580833143664,0.26603121431417137,0.26603121431417137,0.26603121431417137,0.5203195516985357,0.40534376991714466
0.75,7,5,fc2,256,1290,100.37913218774717,0.07781328076569548,0.07781328076569548,0.07781328076569548,0.493213581952012,0.5511627906976744
1.0,7,1,conv1,256,160,83.79010605402037,0.5236881628376273,0.5236881628376273,0.5236881628376273,0.3130572827562908,0.5625
1.0,7,1,conv2,256,4640,2902.5658975234605,0.6255529951559182,0.6255529951559182,0.6255529951559182,0.22784639991151534,0.5717672413793103
1.0,7,1,fc1,256,200832,61308.71771021374,0.3052736501663766,0.3052736501663766,0.3052736501663766,0.4752483955358463,0.3571641969407266
1.0,7,1,fc2,256,1290,700.7954891018804,0.5432523171332406,0.5432523171332406,0.5432523171332406,0.25351631060074337,0.48604651162790696
1.0,7,2,conv1,256,160,48.06835682944282,0.3004272301840176,0.3004272301840176,0.3004272301840176,0.4634375274493838,0.5
1.0,7,2,conv2,256,4640,3033.064179662284,0.6536776249272164,0.6536776249272164,0.6536776249272164,0.24757595763026427,0.6497844827586207
1.0,7,2,fc1,256,200832,70746.69749831758,0.35226805239363035,0.35226805239363035,0.35226805239363035,0.430513791601217,0.41267825844486933
1.0,7,2,fc2,256,1290,461.93703999185516,0.35809072867585673,0.35809072867585673,0.35809072867585673,0.38833652509716593,0.4945736434108527
1.0,7,3,conv1,256,160,71.21381806842452,0.44508636292765325,0.44508636292765325,0.44508636292765325,0.34176433465906586,0.575
1.0,7,3,conv2,256,4640,3332.3304500963595,0.718174665969043,0.718174665969043,0.718174665969043,0.21103941207874316,0.6713362068965517
1.0,7,3,fc1,256,200832,51900.355413961246,0.25842672190667443,0.25842672190667443,0.25842672190667443,0.5334990278533438,0.350267885595921
1.0,7,3,fc2,256,1290,122.88569072475839,0.09526022536802976,0.09526022536802976,0.09526022536802976,0.6570465267254351,0.3627906976744186
1.0,7,4,conv1,256,160,64.30274080151503,0.40189213000946894,0.40189213000946894,0.40189213000946894,0.34853129764001123,0.58125
1.0,7,4,conv2,256,4640,3246.3485282802976,0.6996440793707538,0.6996440793707538,0.6996440793707538,0.22280234841043,0.6635775862068966
1.0,7,4,fc1,256,200832,46131.68969689817,0.2297028844850331,0.2297028844850331,0.2297028844850331,0.5702712291942532,0.3175091618865519
1.0,7,4,fc2,256,1290,93.20646095116015,0.07225307050477531,0.07225307050477531,0.07225307050477531,0.6909933165023443,0.3496124031007752
1.0,7,5,conv1,256,160,69.54788342667221,0.43467427141670134,0.43467427141670134,0.43467427141670134,0.32387900520105695,0.61875
1.0,7,5,conv2,256,4640,3226.388027177662,0.6953422472365651,0.6953422472365651,0.6953422472365651,0.2194427588371306,0.6594827586206896
1.0,7,5,fc1,256,200832,40979.43253525593,0.20404832165818163,0.20404832165818163,0.20404832165818163,0.604955884626131,0.2930857632249841
1.0,7,5,fc2,256,1290,107.12320963053423,0.08304124777560794,0.08304124777560794,0.08304124777560794,0.6598425640745763,0.34728682170542635
