beta,seed,epoch,layer,probe_sample_count,d,effective_dimension,W,isotropy_score,whitened_dimension_fraction,top10_energy_share,directions_for_90pct
0.125,7,4,fc2,256,1290,30.412811465416397,0.023575822841408058,0.023575822841408058,0.023575822841408058,0.8129414503670656,0.23410852713178296
0.125,7,5,conv1,256,160,18.287157825825574,0.11429473641140984,0.11429473641140984,0.11429473641140984,0.6164966877794081,0.45
0.125,7,5,conv2,256,4640,67.30282270828799,0.014504918687131033,0.014504918687131033,0.014504918687131033,0.8738836601642369,0.14331896551724138
0.125,7,5,fc1,256,200832,85.10420385265603,0.0004237581852127949,0.0004237581852127949,0.0004237581852127949,0.9542964354024478,0.03488487890376036
0.125,7,5,fc2,256,1290,24.516210902873073,0.01900481465338998,0.01900481465338998,0.01900481465338998,0.8128019192023775,0.22868217054263565
0.25,7,1,conv1,256,160,89.47481322033414,0.5592175826270884,0.5592175826270884,0.5592175826270884,0.31340431675534336,0.66875
0.25,7,1,conv2,256,4640,554.9001632527657,0.119590552425165,0.119590552425165,0.119590552425165,0.5504654240355679,0.5125
0.25,7,1,fc1,256,200832,1267.9844017533765,0.006313657194836363,0.006313657194836363,0.006313657194836363,0.8212856691946319,0.1943116634799235
0.25,7,1,fc2,256,1290,47.5444894932943,0.0368561934056545,0.0368561934056545,0.0368561934056545,0.6443024870738817,0.35658914728682173
0.25,7,2,conv1,256,160,5.15329848455158,0.03220811552844737,0.03220811552844737,0.03220811552844737,0.7546508268717388,0.3375
0.25,7,2,conv2,256,4640,190.90134257163976,0.041142530726646497,0.041142530726646497,0.041142530726646497,0.6328387150250503,0.5079741379310345
0.25,7,2,fc1,256,200832,2177.896512838838,0.010844369985056355,0.010844369985056355,0.010844369985056355,0.7481556459703401,0.3511940328234544
0.25,7,2,fc2,256,1290,142.5569014306943,0.11050922591526689,0.11050922591526689,0.11050922591526689,0.5847753253391917,0.5271317829457365
0.25,7,3,conv1,256,160,13.746922021094628,0.08591826263184144,0.08591826263184144,0.08591826263184144,0.6817245660341738,0.43125
0.25,7,3,conv2,256,4640,248.2832305424654,0.05350931692725547,0.05350931692725547,0.05350931692725547,0.6134669205555233,0.5344827586206896
0.25,7,3,fc1,256,200832,2913.0491123523475,0.014504905156311481,0.014504905156311481,0.014504905156311481,0.7117077084307494,0.3894249920331421
0.25,7,3,fc2,256,1290,165.488788427848,0.12828588250220774,0.12828588250220774,0.12828588250220774,0.5343847158509215,0.5465116279069767
0.25,7,4,conv1,256,160,17.58243735103911,0.10989023344399446,0.10989023344399446,0.10989023344399446,0.6707117890527279,0.45
0.25,7,4,conv2,256,4640,257.12097140109745,0.05541400245713307,0.05541400245713307,0.05541400245713307,0.6028550332835222,0.5506465517241379
0.25,7,4,fc1,256,200832,3420.2239267595387,0.017030273695225556,0.017030273695225556,0.017030273695225556,0.6856633123711077,0.42089408062460165
0.25,7,4,fc2,256,1290,177.55946270955303,0.13764299434849073,0.13764299434849073,0.13764299434849073,0.5181378404563792,0.5736434108527132
0.25,7,5,conv1,256,160,23.136222223622266,0.14460138889763915,0.14460138889763915,0.14460138889763915,0.6494558101385206,0.50625
