beta,seed,epoch,test_accuracy,test_loss,train_loss,epsilon,noise_multiplier,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,preconditioner_build_seconds,private_train_seconds,geometry_seconds,state_metric_seconds,evaluation_seconds,algorithm_epoch_seconds,wall_epoch_seconds,seconds_per_batch,samples_per_second,build_peak_cuda_allocated_bytes,train_peak_cuda_allocated_bytes,total_peak_cuda_allocated_bytes,batches,samples,accountant_steps,builder_reverse_vectors,builder_vjp_calls,builder_forward_calls,builder_samples,predicted_second_moment_raw,predicted_second_moment_ref,scale_match,predicted_rms_raw,predicted_rms_matched,top10_energy_share,directions_for_90pct,W_global,probe_sample_count,synthetic_mean_max_probability,synthetic_mean_prediction_entropy,synthetic_normalized_entropy,synthetic_mean_kl_to_uniform,state_metric_forward_calls
0.0,42,1,0.8738,0.7951906358718872,0.9387323678049266,0.7861127240333559,1.068115234375,0.6720252403846154,0.36610249559391034,80.45878601074219,5094.6396484375,12009.189453125,1.5008583012968302,10.614979611709714,0.11479828413575888,0.005809123627841473,1.0645169289782643,12.115837913006544,13.300962249748409,0.0453631607338022,5643.345742644483,167181312,138000384,167181312,234,59904,234,2560,10,10,2560,9.92478912498751,20570.418705385546,45.526149677035136,3.1503633322186047,143.42391259962736,0.9902209880253384,0.0031702767226297834,0.0006316366597223009,256,0.10722001862966095,2.301875525039212,0.9996918385526803,0.0007095679548339007,10
0.0,42,2,0.9024,0.6044802921295166,0.7041868412087107,0.8385078418579571,1.068115234375,0.30645699786324787,0.7298023058817937,0.010776065289974213,493.5721435546875,1013.3914184570312,0.5964985564351082,10.526872582733631,0.07715818006545305,0.0037436718121170998,1.0698832124471664,11.12337113916874,12.274156203493476,0.04498663496894714,5690.578994777199,167988736,138000384,167988736,234,59904,468,2560,10,10,2560,7694.432928931649,65639.97425776275,2.920760131645702,87.7179168068397,256.20299424043185,0.9984385923039483,0.0015803056224084437,0.0002876110340880105,256,0.7293708436296045,0.7252221424762995,0.3149599746315107,1.5773629505177464,10
0.0,42,3,0.9114,0.6026195888996124,0.6497189071443346,0.8909029596825585,1.068115234375,0.26552483974358976,0.7656349203525445,0.002936664503067732,415.3749084472656,1084.177734375,0.6013400107622147,10.487345999106765,0.0776760783046484,0.003708471544086933,1.0605547735467553,11.08868600986898,12.23062533326447,0.044817717944900706,5712.026665764835,167988736,138000384,167988736,234,59904,702,2560,10,10,2560,10858.584069078683,78392.15926784069,2.6868889326295906,104.20452998348335,279.9859983424898,0.9980914917440497,0.0018219425677308359,0.00034814237570283876,256,0.7663494317758349,0.6215750472400965,0.26994661310512696,1.6810100457539494,10
0.0,42,4,0.925,0.5234586369156837,0.5893547032506038,0.9432980775071597,1.068115234375,0.2384314903846154,0.7904026304554735,0.0014210771769285202,270.5330810546875,1076.459716796875,0.6271721096709371,10.533670558594167,0.07735484465956688,0.003696727566421032,1.07082877214998,11.160842668265104,12.312723012641072,0.045015686147838324,5686.906540961239,167988736,138000384,167988736,234,59904,936,2560,10,10,2560,13516.544970672137,82647.03677523437,2.4727533372373536,116.26067680291621,287.4839765538844,0.9979566229586343,0.001908931868046897,0.0003435463274029094,256,0.7655585366306248,0.6153598747632686,0.26724739799436364,1.6872252182307772,10
0.0,42,5,0.9184,0.5773721824139356,0.5697139009323895,0.995693195331761,1.068115234375,0.22233907585470086,0.8043723412049122,0.0007061508949846029,200.5885772705078,1051.819091796875,0.5987350223585963,10.537428628653288,0.07739099860191345,0.0036930888891220093,1.0568391168490052,11.136163651011884,12.274086855351925,0.0450317462762961,5684.878361795926,167988736,138000384,167988736,234,59904,1170,2560,10,10,2560,16854.85743128847,83228.59448786039,2.2221518788746284,129.82625863548742,288.49366455411183,0.9978018540279917,0.0019814229516436146,0.00039545743943015805,256,0.795341178943046,0.5278986280496943,0.22926346116627944,1.7746864649443514,10
0.125,42,1,0.8943,0.6952853199958802,0.8726890374962081,0.7861127240333559,1.068115234375,0.6487713675213675,0.38782054157758483,51.603904724121094,8526.5390625,21818.33984375,0.7361532114446163,10.463375850580633,0.0771962571889162,0.0036781858652830124,1.059846580028534,11.199529062025249,12.340250085107982,0.04471528141273775,5725.112129722054,167334912,138000384,167334912,234,59904,234,2560,10,10,2560,22.55728197202297,20570.418705385546,30.19800006243152,4.749450702136298,143.42391259962736,0.9228547388768418,0.07843535245164844,0.0013815464335921461,256,0.10722001862966095,2.301875525039212,0.9996918385526803,0.0007095679548339007,10
0.125,42,2,0.9243,0.5029660516887903,0.6203026216891077,0.8385078418579571,1.068115234375,0.2628372061965812,0.7675652409720625,0.0024306727573275566,569.850830078125,1620.1824951171875,0.7421966949477792,10.458819527179003,0.07730291597545147,0.0037003345787525177,1.049787455238402,11.201016222126782,12.331806927919388,0.044695809945209414,5727.60624125212,168142336,138000384,168142336,234,59904,468,2560,10,10,2560,2539.5511780960123,75018.27155739909,5.435068752110567,50.393959738206846,273.89463586824604,0.9690608259463618,0.022370748397947053,0.000880733086990835,256,0.6798657782491059,0.8704955221908864,0.37805140180899166,1.4320895708031594,10
0.125,42,3,0.9381,0.44176972349584104,0.5093438058582127,0.8909029596825585,1.068115234375,0.20801615918803418,0.8162367792211027,0.00032010721042752266,181.3948516845703,1650.8154296875,0.7280770689249039,10.53268931992352,0.07746083289384842,0.00368371419608593,1.0785114970058203,11.260766388848424,12.420422432944179,0.04501149282018598,5687.436340373797,168142336,138000384,168142336,234,59904,702,2560,10,10,2560,3704.960251673819,89648.40083414254,4.91903029126882,60.86838466456802,299.4134279456126,0.9619021148157664,0.02824252616928118,0.0010050109475673954,256,0.7296000697009782,0.7333271067563822,0.31847991589437363,1.5692579862376637,10
0.125,42,4,0.9473,0.388802775362134,0.43932025835045385,0.9432980775071597,1.068115234375,0.17826856303418803,0.843560516070097,6.170185952214524e-05,59.56501007080078,1611.9571533203125,0.7278891019523144,10.580892078578472,0.07801321242004633,0.003796701319515705,1.0726096956059337,11.308781180530787,12.463200789876282,0.045217487515292615,5661.52641527065,168142336,138000384,168142336,234,59904,936,2560,10,10,2560,4490.53825784899,93560.8624472165,4.564549360595604,67.01147855292398,305.87720158131515,0.9586797100891035,0.03233102328413605,0.001070167202346779,256,0.7320842759794435,0.7247614150671954,0.31475988326007526,1.5778236779268506,10
0.125,42,5,0.9451,0.39708996292570375,0.4015034280526332,0.995693195331761,1.068115234375,0.1596721420940171,0.8590630435536051,2.0689007214969024e-05,29.91516876220703,1620.689453125,0.7403427604585886,10.551668571308255,0.07824214082211256,0.0037242546677589417,1.0613158755004406,11.292011331766844,12.435293602757156,0.04509260073208656,5677.206367425997,168142336,138000384,168142336,234,59904,1170,2560,10,10,2560,5271.664715020621,92918.9371563214,4.198345990115447,72.60623055234737,304.8260768968452,0.9569997410361198,0.037071940151361386,0.001207751511269863,256,0.7673429814650301,0.6123968399538332,0.2659605683269386,1.6901882530402128,10
