p,seed,epoch,layer,mean,median,p90,p99
0.0,3407,1,conv1,0.002128204796463251,0.0014077131636440754,0.0044135344214737415,0.012271400541067123
0.0,3407,1,conv2,0.0187996719032526,0.014326412230730057,0.03479625657200813,0.0738014355301857
0.0,3407,1,fc1,0.6947974562644958,0.685593843460083,0.7667912840843201,0.8456826210021973
0.0,3407,1,fc2,0.2842746675014496,0.2981274724006653,0.34624066948890686,0.389763206243515
0.0,3407,2,conv1,0.0013549363939091563,0.0010858206078410149,0.0025824401527643204,0.004379721358418465
0.0,3407,2,conv2,0.02039751224219799,0.019672904163599014,0.0269647017121315,0.04019249975681305
0.0,3407,2,fc1,0.65614914894104,0.6572926640510559,0.6991416811943054,0.7308977842330933
0.0,3407,2,fc2,0.32209843397140503,0.32121384143829346,0.36787790060043335,0.4096517264842987
0.0,3407,3,conv1,0.001554689253680408,0.0013538515195250511,0.0026041390374302864,0.004477638751268387
0.0,3407,3,conv2,0.0286647230386734,0.02806790918111801,0.03685236722230911,0.046118419617414474
0.0,3407,3,fc1,0.645684540271759,0.6473143100738525,0.6852164268493652,0.7140420079231262
0.0,3407,3,fc2,0.32409602403640747,0.3220924139022827,0.36931830644607544,0.4097578227519989
0.0,3407,4,conv1,0.0017159089911729097,0.0015454053645953536,0.0027541997842490673,0.004233064595609903
0.0,3407,4,conv2,0.03574945032596588,0.03498233109712601,0.046225905418395996,0.05631466582417488
0.0,3407,4,fc1,0.6278224587440491,0.6284652352333069,0.6664695739746094,0.6932156682014465
0.0,3407,4,fc2,0.3347121477127075,0.3334718346595764,0.3767484724521637,0.418701171875
0.0,3407,5,conv1,0.0019181929528713226,0.0017956707160919905,0.002877600956708193,0.0043987687677145
0.0,3407,5,conv2,0.04200761020183563,0.040897928178310394,0.054642338305711746,0.06766220927238464
0.0,3407,5,fc1,0.619949460029602,0.6212375164031982,0.6593090295791626,0.6855506896972656
0.0,3407,5,fc2,0.3361247181892395,0.334419310092926,0.38058650493621826,0.4295502305030823
