method,geometry,source,engine,C,learning_rate,seed,epoch,accuracy,test_loss,train_loss,clip_fraction,mean_clip_factor,norm_p50,norm_p90,norm_p99,norm_max,epsilon_target,epsilon_spent,delta,noise_multiplier,noise_std,sample_rate,logical_batch_size,physical_batch_size,logical_steps,physical_steps,optimizer_steps,noise_events,accountant_steps
DP-Adam,base,none,bk,0.5,1e-05,42,1,,,0.7146524200124531,0.9660871028900146,0.0911363810300827,43.30493927001953,133.87033081054688,188.23907470703125,334.3340759277344,3.0,2.408141066673162,1e-05,0.8184814453125,0.40924072265625,0.0152043831385766,1024,128,66,527,66,66,66
DP-Adam,base,none,bk,0.5,1e-05,42,2,,,0.8537667393463134,0.7508203387260437,0.3305642008781433,12.569358825683594,203.8910675048828,297.4307861328125,579.1239624023438,3.0,2.731776249942336,1e-05,0.8184814453125,0.40924072265625,0.0152043831385766,1024,128,66,527,66,66,66
DP-Adam,base,none,bk,0.5,1e-05,42,3,0.8142201834862385,0.7487014358811969,0.6206895871322354,0.6140551567077637,0.4709291160106659,1.852527141571045,270.098388671875,463.4627685546875,872.9192504882812,3.0,2.994338991003502,1e-05,0.8184814453125,0.40924072265625,0.0152043831385766,1024,128,66,527,66,66,66
