method,geometry,source,engine,C,learning_rate,seed,epoch,accuracy,test_loss,train_loss,clip_fraction,mean_clip_factor,norm_p50,norm_p90,norm_p99,norm_max,epsilon_target,epsilon_spent,delta,noise_multiplier,noise_std,sample_rate,logical_batch_size,physical_batch_size,logical_steps,physical_steps,optimizer_steps,noise_events,accountant_steps
DP-Adam,base,none,bk,4.0,0.0005,42,1,,,0.7071237577255887,0.3186535835266113,0.7226682305335999,0.1750228404998779,288.490966796875,618.60791015625,1213.744384765625,3.0,2.408141066673162,1e-05,0.8184814453125,3.27392578125,0.0152043831385766,1024,128,66,527,66,66,66
DP-Adam,base,none,bk,4.0,0.0005,42,2,,,0.5500638400949535,0.2498032599687576,0.7830798625946045,0.1157207638025283,270.3749389648437,600.8480834960938,1205.3460693359375,3.0,2.731776249942336,1e-05,0.8184814453125,3.27392578125,0.0152043831385766,1024,128,66,527,66,66,66
DP-Adam,base,none,bk,4.0,0.0005,42,3,0.8704128440366973,0.58028380577068,0.525737266448203,0.2319113910198211,0.7975645065307617,0.1274959743022918,255.5826416015625,667.84375,1643.855712890625,3.0,2.994338991003502,1e-05,0.8184814453125,3.27392578125,0.0152043831385766,1024,128,66,527,66,66,66
