method,geometry,source,engine,C,learning_rate,seed,epoch,accuracy,test_loss,train_loss,clip_fraction,mean_clip_factor,norm_p50,norm_p90,norm_p99,norm_max,epsilon_target,epsilon_spent,delta,noise_multiplier,noise_std,sample_rate,logical_batch_size,physical_batch_size,logical_steps,physical_steps,optimizer_steps,noise_events,accountant_steps
DP-Adam,base,none,bk,2.0,1e-05,42,1,,,0.6827470448382135,0.91719251871109,0.1857589930295944,43.2867317199707,130.10159301757812,182.81927490234372,312.443115234375,3.0,2.408141066673162,1e-05,0.8184814453125,1.636962890625,0.0152043831385766,1024,128,66,527,66,66,66
DP-Adam,base,none,bk,2.0,1e-05,42,2,,,0.6341675488737729,0.7255787253379822,0.3839821815490722,16.249914169311523,180.4192047119141,266.162109375,527.5941162109375,3.0,2.731776249942336,1e-05,0.8184814453125,1.636962890625,0.0152043831385766,1024,128,66,527,66,66,66
DP-Adam,base,none,bk,2.0,1e-05,42,3,0.8142201834862385,0.6685088190053581,0.5612355018009327,0.5332967042922974,0.5564426779747009,2.8083834648132324,246.39894104003903,406.9309997558594,766.8850708007812,3.0,2.994338991003502,1e-05,0.8184814453125,1.636962890625,0.0152043831385766,1024,128,66,527,66,66,66
