method,geometry,source,engine,C,learning_rate,seed,epoch,accuracy,test_loss,train_loss,clip_fraction,mean_clip_factor,norm_p50,norm_p90,norm_p99,norm_max,epsilon_target,epsilon_spent,delta,noise_multiplier,noise_std,sample_rate,logical_batch_size,physical_batch_size,logical_steps,physical_steps,optimizer_steps,noise_events,accountant_steps
DP-Adam,base,none,bk,4.0,1e-05,42,1,,,0.6512208263242758,0.8843338489532471,0.2546178102493286,43.38525390625,125.6616439819336,178.17367553710938,289.5443420410156,3.0,2.408141066673162,1e-05,0.8184814453125,3.27392578125,0.0152043831385766,1024,128,66,527,66,66,66
DP-Adam,base,none,bk,4.0,1e-05,42,2,,,0.5505534316789359,0.6980059146881104,0.4359395503997803,18.293678283691406,168.44151306152344,252.5730438232422,496.30322265625,3.0,2.731776249942336,1e-05,0.8184814453125,3.27392578125,0.0152043831385766,1024,128,66,527,66,66,66
DP-Adam,base,none,bk,4.0,1e-05,42,3,0.8142201834862385,0.6232284565857791,0.5334096204893091,0.4935633838176727,0.5985110998153687,3.76154351234436,231.65579223632807,373.3046875,673.927490234375,3.0,2.994338991003502,1e-05,0.8184814453125,3.27392578125,0.0152043831385766,1024,128,66,527,66,66,66
