method,source,seed,epoch,layer,diagnostic_scope,cosA,relative_frobenius_A,cosG,relative_frobenius_G,fisher_cosine_proxy
full_public_cifar10,cifar10,42,1,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.9283954728536647,1.585592774119102,0.6722964465476315,0.7517141453856948,0.624156977390427
full_public_cifar10,cifar10,42,1,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8515688850495962,1.2122655972161744,0.8569556395370589,0.530572397557681,0.7297567584975369
full_public_cifar10,cifar10,42,1,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.5932184622281779,0.8599633755855077,0.7378434974805534,0.7290041849379448,0.43770238494047436
full_public_cifar10,cifar10,42,1,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8311050601009733,0.5892289931192015,0.995574058985836,0.09398093107605979,0.8274266381283931
full_public_cifar10,cifar10,42,2,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.9288423396502308,1.603004990462778,0.9571625618641005,5.258324326651241,0.8890531133874598
full_public_cifar10,cifar10,42,2,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8450781886508489,1.021815422024545,0.9575905656690422,4.187763306364993,0.809238900704736
full_public_cifar10,cifar10,42,2,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.4180458721048148,0.9182334060083673,0.8793752536091595,4.207564463054319,0.36761919480243377
full_public_cifar10,cifar10,42,2,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8777635267176297,0.9106815654566893,0.9003218312972422,4.391663965283784,0.7902696658203422
full_public_cifar10,cifar10,42,3,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.9286239607093415,1.6043156190499184,0.8897941813954481,8.958529578612044,0.8262841969435673
full_public_cifar10,cifar10,42,3,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8129748841434725,0.8822685840664385,0.9428049936345314,7.569732494428694,0.7664767804699205
full_public_cifar10,cifar10,42,3,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.4597121069103551,0.9101532353511915,0.832431898598529,7.670508193639274,0.3826790219641168
full_public_cifar10,cifar10,42,3,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8584285776646572,0.8923426045584179,0.8750288571029231,8.735997292469094,0.7511497772183928
full_public_cifar10,cifar10,42,4,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.9281783573607542,1.589654414121842,0.8340111542022802,8.193080231090804,0.7741111031280191
full_public_cifar10,cifar10,42,4,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8049350806050096,0.8305375676868467,0.9344215079905537,8.690020279118395,0.7521486518534309
full_public_cifar10,cifar10,42,4,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.45694917008003155,0.9100236415894879,0.791440906157281,8.66031498742965,0.3616482652359577
full_public_cifar10,cifar10,42,4,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8361038272547034,0.8904211298411367,0.864842744571006,10.952257900747679,0.72309832870928
full_public_cifar10,cifar10,42,5,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.9287583429876286,1.6092415325213698,0.8678273667933536,12.06351734988734,0.8060019071823121
full_public_cifar10,cifar10,42,5,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8072763716184113,0.7848174627337932,0.9111573444931101,10.52900313159268,0.7355557950358648
full_public_cifar10,cifar10,42,5,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.4658288868249032,0.9043348506960299,0.7889957835125982,11.077378412865537,0.36753702754321593
full_public_cifar10,cifar10,42,5,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8373615179015679,0.8583516702599545,0.8640287325208342,13.133737763669176,0.7235044109742136
