p,seed,epoch,layer,mean,median,p90,p99
0.625,3407,1,conv1,0.00012805474398192018,8.852739119902253e-05,0.00024356291396543384,0.0007554790936410427
0.625,3407,1,conv2,0.013468241319060326,0.010214350186288357,0.028384318575263023,0.04852360486984253
0.625,3407,1,fc1,0.5599336624145508,0.5557299852371216,0.6572430729866028,0.7937975525856018
0.625,3407,1,fc2,0.4264700412750244,0.43260663747787476,0.5313159823417664,0.5937094688415527
0.625,3407,2,conv1,0.0023302221670746803,0.002095639705657959,0.00372054660692811,0.006386283785104752
0.625,3407,2,conv2,0.06936401128768921,0.06445489823818207,0.09638592600822449,0.14524021744728088
0.625,3407,2,fc1,0.7680695652961731,0.7696091532707214,0.8183327317237854,0.8531046509742737
0.625,3407,2,fc2,0.16023623943328857,0.15625201165676117,0.21630510687828064,0.27690163254737854
0.625,3407,3,conv1,0.0037374128587543964,0.003322216682136059,0.006120871752500534,0.010044368915259838
0.625,3407,3,conv2,0.07077284157276154,0.06768730282783508,0.09315071254968643,0.12804587185382843
0.625,3407,3,fc1,0.8543993234634399,0.8589750528335571,0.8869160413742065,0.9018059968948364
0.625,3407,3,fc2,0.07109040766954422,0.06472469866275787,0.1108274832367897,0.16379466652870178
0.625,3407,4,conv1,0.004722204990684986,0.004148626700043678,0.007840896025300026,0.013322601094841957
0.625,3407,4,conv2,0.08205205202102661,0.07869298756122589,0.10790342837572098,0.14631688594818115
0.625,3407,4,fc1,0.8211094737052917,0.8307130336761475,0.8715392351150513,0.8920472264289856
0.625,3407,4,fc2,0.09211631864309311,0.07877884805202484,0.15884532034397125,0.25139492750167847
0.625,3407,5,conv1,0.004602661821991205,0.004040373023599386,0.007716623600572348,0.01268785074353218
0.625,3407,5,conv2,0.0828121230006218,0.07966016978025436,0.11266891658306122,0.15304024517536163
0.625,3407,5,fc1,0.696143388748169,0.7037432193756104,0.8060724139213562,0.852988600730896
0.625,3407,5,fc2,0.21644188463687897,0.20547807216644287,0.35668233036994934,0.4823267161846161
