level,layer,group,noise_rms,noise_energy_share,expected_noise_energy,signal_norm,snr,task,method,source,beta,seed,epoch,research_only
layer,conv1,conv1,3.593443684000889,0.008723982338853454,2059.4804036079895,2.063307628353674,0.045465832945220094,mnist,dp_kfm_a,public,0.5,42,1,True
layer,conv2,conv2,1.8553730515959055,0.06768006614570288,15977.309963271362,4.007850393990973,0.031707329906965474,mnist,dp_kfm_a,public,0.5,42,1,True
layer,fc1,fc1,1.0393705338229862,0.9183402474171207,216793.6235928511,20.81159326111338,0.04469738105004467,mnist,dp_kfm_a,public,0.5,42,1,True
layer,fc2,fc2,0.9799200182465584,0.005255704098321861,1240.7200263863178,27.079186142505648,0.7687740433189675,mnist,dp_kfm_a,public,0.5,42,1,True
group,conv1,conv1,3.593443684000889,0.008723982338853454,2059.4804036079895,2.063307628353674,0.04546583294522009,mnist,dp_kfm_a,public,0.5,42,1,True
group,conv2,conv2,1.8553730515959055,0.06768006614570288,15977.309963271362,4.007850393990973,0.03170732990696547,mnist,dp_kfm_a,public,0.5,42,1,True
group,fc1,fc1,1.0393705338229862,0.9183402474171207,216793.6235928511,20.81159326111338,0.04469738105004467,mnist,dp_kfm_a,public,0.5,42,1,True
group,fc2,fc2,0.9799200182465584,0.005255704098321861,1240.7200263863178,27.079186142505648,0.7687740433189674,mnist,dp_kfm_a,public,0.5,42,1,True
layer,conv1,conv1,1.3831028588395446,0.0013133430811164142,310.0423904719711,2.2414756476020017,0.127298558698181,mnist,dp_kfm_a,public,0.5,42,2,True
layer,conv2,conv2,0.9244283862070193,0.016889829027236576,3987.2010912913747,5.7798558191676435,0.091534104091455,mnist,dp_kfm_a,public,0.5,42,2,True
layer,fc1,fc1,1.053551225744906,0.947848520800982,223759.67515254827,20.151339373245328,0.04260033415455877,mnist,dp_kfm_a,public,0.5,42,2,True
layer,fc2,fc2,2.4717319621248426,0.03394830709066737,8014.215351802762,47.40378534129791,0.5295201836442998,mnist,dp_kfm_a,public,0.5,42,2,True
group,conv1,conv1,1.3831028588395446,0.0013133430811164142,310.0423904719711,2.2414756476020017,0.127298558698181,mnist,dp_kfm_a,public,0.5,42,2,True
group,conv2,conv2,0.9244283862070193,0.016889829027236576,3987.2010912913747,5.7798558191676435,0.091534104091455,mnist,dp_kfm_a,public,0.5,42,2,True
group,fc1,fc1,1.053551225744906,0.947848520800982,223759.67515254827,20.151339373245328,0.04260033415455877,mnist,dp_kfm_a,public,0.5,42,2,True
group,fc2,fc2,2.4717319621248426,0.03394830709066737,8014.215351802762,47.40378534129791,0.5295201836442998,mnist,dp_kfm_a,public,0.5,42,2,True
