method,seed,epoch,layer,mean,median,p90,p99
M0_original,3407,1,conv1,0.0004889777628704906,0.0003126754018012434,0.0008880117093212903,0.00379440956749022
M0_original,3407,1,conv2,0.027474047616124153,0.020549418404698372,0.0525151863694191,0.11058858782052994
M0_original,3407,1,fc1,0.875328779220581,0.9192070960998535,0.9390997290611267,0.9559420347213745
M0_original,3407,1,fc2,0.09670822322368622,0.05619305372238159,0.09093961119651794,0.6725029945373535
M0_original,3407,2,conv1,0.03327958285808563,0.027595888823270798,0.0628666803240776,0.10991500318050385
M0_original,3407,2,conv2,0.2391626387834549,0.22113856673240662,0.3886432349681854,0.5283951163291931
M0_original,3407,2,fc1,0.6280504465103149,0.6338753700256348,0.7539951801300049,0.8184353709220886
M0_original,3407,2,fc2,0.09950735419988632,0.02313145250082016,0.24268203973770142,0.33964625000953674
M0_original,3407,3,conv1,0.04417929798364639,0.035799380391836166,0.08479554206132889,0.1532922089099884
M0_original,3407,3,conv2,0.20790693163871765,0.19140172004699707,0.3313482105731964,0.45032545924186707
M0_original,3407,3,fc1,0.6872754096984863,0.6995667219161987,0.7937318682670593,0.8478840589523315
M0_original,3407,3,fc2,0.0606384202837944,0.060600340366363525,0.1368485987186432,0.20505160093307495
M0_original,3407,4,conv1,0.046046607196331024,0.035575419664382935,0.09124007821083069,0.16771143674850464
M0_original,3407,4,conv2,0.22437028586864471,0.2142852544784546,0.33377864956855774,0.4293394088745117
M0_original,3407,4,fc1,0.6554174423217773,0.664956271648407,0.7592176795005798,0.8108437061309814
M0_original,3407,4,fc2,0.0741656944155693,0.07775142788887024,0.16139261424541473,0.2644634544849396
M0_original,3407,5,conv1,0.04395702853798866,0.03476311266422272,0.08637132495641708,0.15864206850528717
M0_original,3407,5,conv2,0.22370366752147675,0.21984484791755676,0.34008994698524475,0.45010024309158325
M0_original,3407,5,fc1,0.6055299043655396,0.6338375806808472,0.729843020439148,0.783134400844574
M0_original,3407,5,fc2,0.12680931389331818,0.08080586791038513,0.38660234212875366,0.7040275931358337
