epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7474294503529867,0.5020448198378086,0.9082,0.7861127240333559
2,468,0.4725348938606743,0.395575792068243,0.9366,0.8385078418579571
3,702,0.38504595844409406,0.3090401724532247,0.9491,0.8909029596825585
4,936,0.32680291637905645,0.2745572783137963,0.9547,0.9432980775071597
5,1170,0.3018227600070656,0.2863019955242169,0.9556,0.995693195331761
