beta,seeds,test_accuracy_mean,test_accuracy_std,clip_fraction_mean,clip_fraction_std,transformed_norm_p90_mean,transformed_norm_p90_std,transformed_norm_p99_mean,transformed_norm_p99_std,transformed_block_floored_condition_number_mean,transformed_block_floored_condition_number_std
0.0,1,0.20703125,,1.0,,142.74940490722656,,154.16917419433594,,50000003524209.28,
0.25,1,0.19921875,,1.0,,425.2937927246094,,458.245361328125,,50000000044530.484,
0.5,1,0.17578125,,1.0,,1096.2060546875,,1201.9781494140625,,27957859701330.46,
0.75,1,0.171875,,1.0,,2340.712158203125,,2610.870849609375,,25341738654903.133,
1.0,1,0.1484375,,1.0,,4441.1591796875,,4983.951171875,,25039691529742.766,
