beta,seed,epoch,test_accuracy,test_loss,train_loss,epsilon,noise_multiplier,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,preconditioner_build_seconds,private_train_seconds,geometry_seconds,state_metric_seconds,evaluation_seconds,algorithm_epoch_seconds,wall_epoch_seconds,seconds_per_batch,samples_per_second,build_peak_cuda_allocated_bytes,train_peak_cuda_allocated_bytes,total_peak_cuda_allocated_bytes,batches,samples,accountant_steps,builder_reverse_vectors,builder_vjp_calls,builder_forward_calls,builder_samples,predicted_second_moment_raw,predicted_second_moment_ref,scale_match,predicted_rms_raw,predicted_rms_matched,synthetic_mean_max_probability,synthetic_mean_prediction_entropy,synthetic_normalized_entropy,synthetic_mean_kl_to_uniform,state_metric_forward_calls,transformed_block_floored_condition_number,total_build_seconds,total_private_train_seconds,total_algorithm_seconds,total_geometry_seconds,total_state_metric_seconds,total_wall_seconds,peak_allocated_bytes
0.0,42,1,0.20703125,2.2968316078186035,2.3043770790100098,,0.0,1.0,0.008085334673523903,127.16304016113281,142.74940490722656,154.16917419433594,0.08290245197713375,0.07536288071423769,0.10613301210105419,0.0006633102893829346,0.04674425721168518,0.15826533269137144,0.31180591229349375,0.07536288071423769,3396.897750906117,159955968,138589696,159955968,1,256,0,256,1,1,256,9.92504197507658,6444.91609963521,25.482524940711347,3.1504034622690122,80.28023480057348,0.10713575380550416,2.3018722306102486,0.9996904078003604,0.000712862383797308,1,50000003524209.28,0.08290245197713375,0.07536288071423769,0.15826533269137144,0.10613301210105419,0.0006633102893829346,0.31180591229349375,159955968
0.25,42,1,0.19921875,2.296572685241699,2.3043770790100098,,0.0,1.0,0.002717231400310993,370.8760986328125,425.2937927246094,458.245361328125,0.3066546767950058,0.0644260486587882,0.11154234129935503,0.004843433387577534,0.03299076855182648,0.371080725453794,0.520457268692553,0.0644260486587882,3973.548049730963,160109568,138589696,160109568,1,256,0,256,1,1,256,85.25800524128609,6444.91609963521,8.69442870030649,9.233526154253644,80.2802348005735,0.10713575380550416,2.3018722306102486,0.9996904078003604,0.000712862383797308,1,50000000044530.484,0.3066546767950058,0.0644260486587882,0.371080725453794,0.11154234129935503,0.004843433387577534,0.520457268692553,160109568
0.5,42,1,0.17578125,2.3026633262634277,2.3043770790100098,,0.0,1.0,0.0010707955807447433,947.47509765625,1096.2060546875,1201.9781494140625,0.2878382680937648,0.04673266317695379,0.10853590723127127,0.0004494963213801384,0.030381368473172188,0.3345709312707186,0.47393770329654217,0.04673266317695379,5477.967284480513,160109568,138589696,160109568,1,256,0,256,1,1,256,6444.91609963521,6444.91609963521,1.0,80.28023480057348,80.28023480057348,0.10713575380550416,2.3018722306102486,0.9996904078003604,0.000712862383797308,1,27957859701330.46,0.2878382680937648,0.04673266317695379,0.3345709312707186,0.10853590723127127,0.0004494963213801384,0.47393770329654217,160109568
0.75,42,1,0.171875,2.306058883666992,2.3043770790100098,,0.0,1.0,0.0005052911001257598,1995.3223876953125,2340.712158203125,2610.870849609375,0.28094608057290316,0.04600690212100744,0.11598238348960876,0.00045712850987911224,0.02854001335799694,0.3269529826939106,0.4719325080513954,0.04600690212100744,5564.382477365424,160109568,138589696,160109568,1,256,0,256,1,1,256,1086643.8700621226,6444.91609963521,0.07701317296462949,1042.4221170246353,80.28023480057348,0.10713575380550416,2.3018722306102486,0.9996904078003604,0.000712862383797308,1,25341738654903.133,0.28094608057290316,0.04600690212100744,0.3269529826939106,0.11598238348960876,0.00045712850987911224,0.4719325080513954,160109568
1.0,42,1,0.1484375,2.307708978652954,2.3043770790100098,,0.0,1.0,0.0002679961617104709,3777.3466796875,4441.1591796875,4983.951171875,0.2831741012632847,0.06461827456951141,0.11566019151359797,0.0004930170252919197,0.033105784095823765,0.3477923758327961,0.49705136846750975,0.06461827456951141,3961.7275717353723,160109568,138589696,160109568,1,256,0,256,1,1,256,263770351.57889494,6444.91609963521,0.004943057300925629,16241.008330115927,80.28023480057348,0.10713575380550416,2.3018722306102486,0.9996904078003604,0.000712862383797308,1,25039691529742.766,0.2831741012632847,0.06461827456951141,0.3477923758327961,0.11566019151359797,0.0004930170252919197,0.49705136846750975,160109568
