estimator,label_seed,layer,floored_condition_number,floored_log_eigenvalue_spread,A_effective_rank,A_dim,C_effective_rank,C_dim,spectral_floor_ratio
KFLR,-1,conv1,1311.0178353846513,1.471006723584977,10,10,16,16,1e-07
KFLR,-1,conv2,68514301305.18928,4.545675109135333,145,145,17,32,1e-07
KFLR,-1,fc1,100000000000000.02,7.547358096048197,253,1569,65,128,1e-07
KFLR,-1,fc2,1274845203727.074,7.614914462117747,66,129,10,10,1e-07
KFAC-M-3,1,conv1,1325.4664685859084,1.4728476806420305,10,10,16,16,1e-07
KFAC-M-3,1,conv2,68514301305.18928,4.5420931206822255,145,145,17,32,1e-07
KFAC-M-3,1,fc1,100000000000000.02,7.496005497367872,253,1569,65,128,1e-07
KFAC-M-3,1,fc2,1297824671518.7651,7.61330526319554,66,129,10,10,1e-07
KFAC-M-3,0,conv1,1305.8021887139432,1.470380013972143,10,10,16,16,1e-07
KFAC-M-3,0,conv2,68514301305.189285,4.546157718458364,145,145,17,32,1e-07
KFAC-M-3,0,fc1,100000000000000.02,7.543757799320126,253,1569,65,128,1e-07
KFAC-M-3,0,fc2,1255352042809.2356,7.609153295900885,66,129,10,10,1e-07
KFAC-U-3,0,conv1,364.1841221949988,1.255304267100815,10,10,16,16,1e-07
KFAC-U-3,0,conv2,68514301305.18928,4.967067114135743,145,145,18,32,1e-07
KFAC-U-3,0,fc1,100000000000000.02,7.550331816076513,253,1569,65,128,1e-07
KFAC-U-3,0,fc2,390292486800.1176,7.626695912438923,66,129,10,10,1e-07
KFAC-U-9,2,conv1,364.0495837280225,1.2552878694358556,10,10,16,16,1e-07
KFAC-U-9,2,conv2,68514301305.18928,4.965719586676054,145,145,18,32,1e-07
KFAC-U-9,2,fc1,100000000000000.02,7.540681246333912,253,1569,65,128,1e-07
KFAC-U-9,2,fc2,385820705429.7328,7.624720022904778,66,129,10,10,1e-07
KFAC-U-3,1,conv1,367.2559850429093,1.256647548013217,10,10,16,16,1e-07
KFAC-U-3,1,conv2,68514301305.18928,4.962747047457782,145,145,18,32,1e-07
