estimator,k,label_seed,layer,C_relative_error
KFAC-M-3,3,1,conv1,0.024848157539963722
KFAC-M-3,3,1,conv2,0.023289542645215988
KFAC-M-3,3,1,fc1,0.04010360315442085
KFAC-M-3,3,1,fc2,0.0331445075571537
KFAC-M-3,3,0,conv1,0.009993360377848148
KFAC-M-3,3,0,conv2,0.003152828197926283
KFAC-M-3,3,0,fc1,0.036934468895196915
KFAC-M-3,3,0,fc2,0.027493230998516083
KFAC-U-3,3,0,conv1,6.88196325302124
KFAC-U-3,3,0,conv2,6.416505813598633
KFAC-U-3,3,0,fc1,5.571742534637451
KFAC-U-3,3,0,fc2,3.887162923812866
KFAC-U-9,9,2,conv1,6.87830114364624
KFAC-U-9,9,2,conv2,6.376454830169678
KFAC-U-9,9,2,fc1,5.516768455505371
KFAC-U-9,9,2,fc2,3.867417335510254
KFAC-U-3,3,1,conv1,6.783389091491699
KFAC-U-3,3,1,conv2,6.298609733581543
KFAC-U-3,3,1,fc1,5.5106048583984375
KFAC-U-3,3,1,fc2,3.878711462020874
KFAC-M-3,3,2,conv1,0.007800480350852013
KFAC-M-3,3,2,conv2,0.0011975244851782918
KFAC-M-3,3,2,fc1,0.04173149913549423
KFAC-M-3,3,2,fc2,0.043158240616321564
KFAC-M-9,9,1,conv1,0.0145215829834342
KFAC-M-9,9,1,conv2,0.014602706767618656
KFAC-M-9,9,1,fc1,0.028997192159295082
KFAC-M-9,9,1,fc2,0.03141650930047035
KFAC-U-3,3,2,conv1,6.893561840057373
KFAC-U-3,3,2,conv2,6.419958114624023
KFAC-U-3,3,2,fc1,5.522320747375488
KFAC-U-3,3,2,fc2,3.8870463371276855
KFAC-M-1,1,2,conv1,0.0052775065414607525
KFAC-M-1,1,2,conv2,0.001595658133737743
KFAC-M-1,1,2,fc1,0.08085417747497559
KFAC-M-1,1,2,fc2,0.06243486702442169
KFAC-M-9,9,0,conv1,0.003488693153485656
KFAC-M-9,9,0,conv2,0.0037883338518440723
KFAC-M-9,9,0,fc1,0.021283011883497238
KFAC-M-9,9,0,fc2,0.015471688471734524
KFAC-M-1,1,0,conv1,0.057577814906835556
KFAC-M-1,1,0,conv2,0.058211799710989
KFAC-M-1,1,0,fc1,0.0828532949090004
KFAC-M-1,1,0,fc2,0.06717021018266678
KFAC-U-1,1,0,conv1,6.786038875579834
KFAC-U-1,1,0,conv2,6.323216915130615
KFAC-U-1,1,0,fc1,5.508379936218262
KFAC-U-1,1,0,fc2,3.9074268341064453
KFAC-M-1,1,1,conv1,0.006303210277110338
KFAC-M-1,1,1,conv2,0.0014953495701774955
KFAC-M-1,1,1,fc1,0.07549130171537399
KFAC-M-1,1,1,fc2,0.0684497058391571
KFAC-U-1,1,1,conv1,6.737003803253174
KFAC-U-1,1,1,conv2,6.298962593078613
KFAC-U-1,1,1,fc1,5.478058338165283
KFAC-U-1,1,1,fc2,3.863783121109009
KFAC-M-9,9,2,conv1,0.013072317466139793
KFAC-M-9,9,2,conv2,0.010794171132147312
KFAC-M-9,9,2,fc1,0.027906879782676697
KFAC-M-9,9,2,fc2,0.023180579766631126
KFAC-U-9,9,0,conv1,6.8647966384887695
KFAC-U-9,9,0,conv2,6.374842643737793
KFAC-U-9,9,0,fc1,5.525263786315918
KFAC-U-9,9,0,fc2,3.869877815246582
KFAC-U-9,9,1,conv1,6.874782562255859
KFAC-U-9,9,1,conv2,6.377234935760498
KFAC-U-9,9,1,fc1,5.554668426513672
KFAC-U-9,9,1,fc2,3.872511386871338
KFAC-U-1,1,2,conv1,6.7960615158081055
KFAC-U-1,1,2,conv2,6.296680927276611
KFAC-U-1,1,2,fc1,5.469363689422607
KFAC-U-1,1,2,fc2,3.8381104469299316
