estimator,k,label_seed,reverse_vectors,vjp_calls,forward_calls,samples,median_build_seconds,build_median_seconds,min_build_seconds,max_build_seconds,warmup,repeats,baseline_allocated,peak_allocated_absolute,peak_allocated_increment,baseline_reserved,peak_reserved_absolute,peak_reserved_increment,synthetic_samples
Private-KFLR,9,-1,23040,90,10,2560,0.07767467852681875,0.07767467852681875,0.07763908058404922,0.07795178703963757,2,5,25405440,125004800,99599360,33554432,169869312,136314880,0
KFLR,9,-1,23040,90,10,2560,0.07800157088786364,0.07800157088786364,0.07793663162738085,0.07801242731511593,2,5,25405440,125004800,99599360,33554432,169869312,136314880,2560
KFAC-M-3,3,1,7680,30,10,2560,0.047769916243851185,0.047769916243851185,0.04773009568452835,0.049360145814716816,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-3,3,0,7680,30,10,2560,0.047842846252024174,0.047842846252024174,0.04775839485228062,0.04998077731579542,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-3,3,0,7680,30,10,2560,0.04811958223581314,0.04811958223581314,0.048029032535851,0.04927004873752594,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-9,9,2,23040,90,10,2560,0.0854011857882142,0.0854011857882142,0.08523611072450876,0.09173203352838755,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-3,3,1,7680,30,10,2560,0.04810564126819372,0.04810564126819372,0.04800527263432741,0.04886429850012064,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-M-3,3,2,7680,30,10,2560,0.047972213476896286,0.047972213476896286,0.04765869677066803,0.06145849451422691,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-9,9,1,23040,90,10,2560,0.08445422258228064,0.08445422258228064,0.08436058089137077,0.0863875038921833,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-3,3,2,7680,30,10,2560,0.04807762801647186,0.04807762801647186,0.04803839139640331,0.04861477203667164,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-M-1,1,2,2560,10,10,2560,0.03741709794849157,0.03741709794849157,0.03739720955491066,0.04023358225822449,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-M-9,9,0,23040,90,10,2560,0.08461817819625139,0.08461817819625139,0.08418493252247572,0.09485465195029974,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-1,1,0,2560,10,10,2560,0.037391445599496365,0.037391445599496365,0.037351055070757866,0.04578198119997978,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-U-1,1,0,2560,10,10,2560,0.04162302799522877,0.04162302799522877,0.04009665362536907,0.041649699211120605,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
KFAC-M-1,1,1,2560,10,10,2560,0.040131375193595886,0.040131375193595886,0.03845802042633295,0.04066691920161247,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-U-1,1,1,2560,10,10,2560,0.03745771013200283,0.03745771013200283,0.03745161648839712,0.038475679233670235,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
KFAC-M-9,9,2,23040,90,10,2560,0.08514175843447447,0.08514175843447447,0.08456697408109903,0.0881064161658287,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-9,9,0,23040,90,10,2560,0.08503647148609161,0.08503647148609161,0.08489124849438667,0.08766507171094418,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-9,9,1,23040,90,10,2560,0.08535891026258469,0.08535891026258469,0.08522329945117235,0.08541285619139671,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFRA-block,0,-1,0,0,10,2560,0.03901339042931795,0.03901339042931795,0.03851448092609644,0.04136746749281883,2,5,25405440,120933888,95528448,33554432,178257920,144703488,2560
KFAC-U-1,1,2,2560,10,10,2560,0.0374605031684041,0.0374605031684041,0.03742944169789553,0.03755671810358763,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
