method,seed,epoch,test_accuracy,test_loss,train_loss,epsilon,noise_multiplier,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,preconditioner_build_seconds,private_train_seconds,state_metric_seconds,evaluation_seconds,algorithm_epoch_seconds,wall_epoch_seconds,seconds_per_batch,samples_per_second,build_peak_cuda_allocated_bytes,train_peak_cuda_allocated_bytes,total_peak_cuda_allocated_bytes,batches,samples,accountant_steps,builder_reverse_vectors,builder_vjp_calls,builder_forward_calls,builder_samples,synthetic_mean_max_probability,synthetic_mean_prediction_entropy,synthetic_normalized_entropy,synthetic_mean_kl_to_uniform,state_metric_forward_calls,total_private_train_seconds,total_build_seconds,total_algorithm_seconds,total_state_metric_seconds,total_wall_seconds,peak_allocated_bytes
DP-KFC,42,1,0.17578125,2.3026633262634277,2.3043770790100098,,0.0,1.0,0.0010707955807447433,947.47509765625,1096.2060546875,1201.9781494140625,0.12434516288340092,0.05780171323567629,0.00044077634811401367,0.029437976889312267,0.1821468761190772,0.2120256293565035,0.05780171323567629,4428.934466980332,160109568,138803200,160109568,1,256,0,256,1,1,256,0.10713575380550416,2.3018722306102486,0.9996904078003604,0.000712862383797308,1,0.05780171323567629,0.12434516288340092,0.1821468761190772,0.00044077634811401367,0.2120256293565035,160109568
DP-KFLR,42,1,0.17578125,2.302684783935547,2.3043770790100098,,0.0,1.0,0.0010882019996643066,924.8117065429688,1079.8699951171875,1178.3470458984375,0.12856537476181984,0.04575299471616745,0.0004635220393538475,0.027037454769015312,0.1743183694779873,0.20181934628635645,0.04575299471616745,5595.262159080898,160109568,138803200,160109568,1,256,0,2304,9,1,256,0.10713575380550416,2.3018722306102486,0.9996904078003604,0.000712862383797308,1,0.04575299471616745,0.12856537476181984,0.1743183694779873,0.0004635220393538475,0.20181934628635645,160109568
DP-KFRA-block,42,1,0.17578125,2.302685022354126,2.3043770790100098,,0.0,1.0,0.0010881421621888876,924.9168090820312,1079.88037109375,1178.3348388671875,0.12699523381888866,0.045665861107409,0.00044057704508304596,0.02707382943481207,0.17266109492629766,0.20017550140619278,0.045665861107409,5605.938304718962,160109568,138589696,160109568,1,256,0,0,0,1,256,0.10713575380550416,2.3018722306102486,0.9996904078003604,0.000712862383797308,1,0.045665861107409,0.12699523381888866,0.17266109492629766,0.00044057704508304596,0.20017550140619278,160109568
