estimator,label_seed,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR
KFLR,-1,conv1,0.7766193293178614,0.800472780401398,0.8531770266840706,0.4348857429176456,0.9450684347467487,0.0
KFLR,-1,conv2,0.6860123446281564,0.688840141313201,0.794626385076679,0.30301773529796866,0.9651452558923087,0.0
KFLR,-1,fc1,0.8919149131832469,0.8630317841363901,0.5373188482231962,0.5793957533595465,0.8512907308383645,0.0
KFLR,-1,fc2,0.7370165661650276,0.7331421036985367,0.8086700194678511,0.10388646826852019,0.9945915646386961,0.0
KFAC-M-1,0,conv1,0.7880728032521901,0.800472780401398,0.8531770266840706,0.37856329120498206,0.948301406572266,0.10620155185461044
KFAC-M-1,0,conv2,0.7019285996054693,0.688840141313201,0.794626385076679,0.3386078153036728,0.9495668398314712,0.19479544460773468
KFAC-M-1,0,fc1,1.0146948991808449,0.8630317841363901,0.5373188482231962,1.477744902508688,0.5276829891706436,1.2631630897521973
KFAC-M-1,0,fc2,0.8414839214501447,0.7331421036985367,0.8086700194678511,1.1189734191357026,0.6684740584325473,1.1365774869918823
KFAC-U-9,1,conv1,0.7742591898074319,0.800472780401398,0.8531770266840706,0.4395455328264931,0.946305810718444,0.03219609707593918
KFAC-U-9,1,conv2,0.683582916700237,0.688840141313201,0.794626385076679,0.3163842014088819,0.964159407346277,0.07189251482486725
KFAC-U-9,1,fc1,0.929300156971218,0.8630317841363901,0.5373188482231962,0.9153972529466126,0.7013743296720426,0.6107789278030396
KFAC-U-9,1,fc2,0.7845786046705647,0.7331421036985367,0.8086700194678511,0.6586607936609316,0.8209804568219669,0.6054496169090271
KFAC-U-1,1,conv1,0.7643201828523846,0.800472780401398,0.8531770266840706,0.52656265762431,0.9366424740042072,0.12189081311225891
KFAC-U-1,1,conv2,0.6834798521396696,0.688840141313201,0.794626385076679,0.41240111975033655,0.9478821447463279,0.21166957914829254
KFAC-U-1,1,fc1,1.0144282162399847,0.8630317841363901,0.5373188482231962,1.5049948272950282,0.553155319287733,1.269715428352356
KFAC-U-1,1,fc2,0.8608614853140936,0.7331421036985367,0.8086700194678511,1.1719655322494682,0.6322259416702644,1.1719037294387817
KFAC-M-3,0,conv1,0.7774160893405682,0.800472780401398,0.8531770266840706,0.4365437027103132,0.9438900470268083,0.04914546385407448
KFAC-M-3,0,conv2,0.6897627749242098,0.688840141313201,0.794626385076679,0.3238067326791562,0.9591915813973705,0.10297815501689911
KFAC-M-3,0,fc1,0.9100249150283469,0.8630317841363901,0.5373188482231962,0.8026450051413213,0.7739565715722952,0.5288635492324829
KFAC-M-3,0,fc2,0.744386348593331,0.7331421036985367,0.8086700194678511,0.3985762266008766,0.9310575494532894,0.4310045838356018
KFAC-M-9,1,conv1,0.7763728742798419,0.800472780401398,0.8531770266840706,0.43092708741223135,0.9462477043205734,0.03194276615977287
KFAC-M-9,1,conv2,0.6848778561834358,0.688840141313201,0.794626385076679,0.30971332518301087,0.9645805562407391,0.07151557505130768
KFAC-M-9,1,fc1,0.9265114448065033,0.8630317841363901,0.5373188482231962,0.8967769595817947,0.7112793871247939,0.5924803018569946
KFAC-M-9,1,fc2,0.7795414468388873,0.7331421036985367,0.8086700194678511,0.639963695453981,0.8319814466897253,0.5942932963371277
KFAC-U-9,0,conv1,0.7779033024545761,0.800472780401398,0.8531770266840706,0.43422634930891074,0.9439672436666694,0.026517704129219055
KFAC-U-9,0,conv2,0.6880531596241034,0.688840141313201,0.794626385076679,0.31024358609647584,0.9626991270669789,0.05793074890971184
KFAC-U-9,0,fc1,0.90765903153118,0.8630317841363901,0.5373188482231962,0.7208717766484746,0.7816240035259712,0.36958131194114685
KFAC-U-9,0,fc2,0.7516455702902619,0.7331421036985367,0.8086700194678511,0.3769401106184821,0.9330573757772823,0.33616188168525696
KFAC-M-9,0,conv1,0.7773802760365175,0.800472780401398,0.8531770266840706,0.4357645248517989,0.9441115511671265,0.025775112211704254
KFAC-M-9,0,conv2,0.6870250861051422,0.688840141313201,0.794626385076679,0.3097431914096506,0.9633610862344248,0.0578836128115654
KFAC-M-9,0,fc1,0.9071823855368725,0.8630317841363901,0.5373188482231962,0.7189040753629886,0.7835558832441596,0.3560348451137543
KFAC-M-9,0,fc2,0.7499047285070881,0.7331421036985367,0.8086700194678511,0.3539302227656945,0.9403997656625795,0.3067694902420044
KFAC-M-1,1,conv1,0.7696226136196681,0.800472780401398,0.8531770266840706,0.49790320657539366,0.9374163227740019,0.09357382357120514
KFAC-M-1,1,conv2,0.6838993533487104,0.688840141313201,0.794626385076679,0.3797991769071832,0.9529498868725558,0.19654729962348938
KFAC-M-1,1,fc1,0.9988255754805163,0.8630317841363901,0.5373188482231962,1.4389886920997745,0.5909975286995027,1.195313572883606
KFAC-M-1,1,fc2,0.8344729968027127,0.7331421036985367,0.8086700194678511,1.0977969545963562,0.6814601154290592,1.1178462505340576
KFAC-U-3,0,conv1,0.7774160893405682,0.800472780401398,0.8531770266840706,0.4365437027103132,0.9438900470268083,0.04914546385407448
KFAC-U-3,0,conv2,0.6897627749242098,0.688840141313201,0.794626385076679,0.3238067326791562,0.9591915813973705,0.10297815501689911
KFAC-U-3,0,fc1,0.9100249150283469,0.8630317841363901,0.5373188482231962,0.8026450051413213,0.7739565715722952,0.5288635492324829
KFAC-U-3,0,fc2,0.744386348593331,0.7331421036985367,0.8086700194678511,0.3985762266008766,0.9310575494532894,0.4310045838356018
KFAC-U-3,1,conv1,0.7733647462810438,0.800472780401398,0.8531770266840706,0.45703363266691954,0.9430957250848515,0.051072340458631516
KFAC-U-3,1,conv2,0.6830324534423607,0.688840141313201,0.794626385076679,0.337786121570735,0.9607688455015441,0.10111109167337418
KFAC-U-3,1,fc1,0.9283357650758751,0.8630317841363901,0.5373188482231962,0.9354509466392814,0.7111097652411089,0.6548210978507996
KFAC-U-3,1,fc2,0.7738580352454362,0.7331421036985367,0.8086700194678511,0.6144310010271696,0.8453398390040329,0.6022140979766846
KFRA-block,-1,conv1,0.7793825311438253,0.800472780401398,0.8531770266840706,0.420675673922087,0.9457885612483479,0.0446985699236393
KFRA-block,-1,conv2,0.6858787196206972,0.688840141313201,0.794626385076679,0.30222591801038573,0.9653614716513503,0.02045014128088951
KFRA-block,-1,fc1,0.891945178418439,0.8630317841363901,0.5373188482231962,0.5797459502360017,0.851142373961496,0.0068253930658102036
KFRA-block,-1,fc2,0.7370165541853697,0.7331421036985367,0.8086700194678511,0.10388640423526492,0.9945915712483931,2.5735715780683677e-07
KFAC-U-1,0,conv1,0.7880728032521901,0.800472780401398,0.8531770266840706,0.37856329120498206,0.948301406572266,0.10620155185461044
KFAC-U-1,0,conv2,0.7019285996054693,0.688840141313201,0.794626385076679,0.3386078153036728,0.9495668398314712,0.19479544460773468
KFAC-U-1,0,fc1,1.0146948991808449,0.8630317841363901,0.5373188482231962,1.477744902508688,0.5276829891706436,1.2631630897521973
KFAC-U-1,0,fc2,0.8414839214501447,0.7331421036985367,0.8086700194678511,1.1189734191357026,0.6684740584325473,1.1365774869918823
KFAC-M-3,1,conv1,0.7752122617289506,0.800472780401398,0.8531770266840706,0.4489637977056591,0.9431248650099618,0.04696681722998619
KFAC-M-3,1,conv2,0.6833831280359223,0.688840141313201,0.794626385076679,0.32680068213936203,0.9624580093573017,0.09598267823457718
KFAC-M-3,1,fc1,0.9232235116366021,0.8630317841363901,0.5373188482231962,0.9046028146316064,0.7289903317960621,0.6118113994598389
KFAC-M-3,1,fc2,0.7642142458406956,0.7331421036985367,0.8086700194678511,0.5674401610478161,0.8683174671819062,0.5674409866333008
