epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7390440210827396,0.4906116039872169,0.9106,0.7861127240333559
2,468,0.46212041823782474,0.3866047748029232,0.9386,0.8385078418579571
3,702,0.3806888631139046,0.3045246105458587,0.9495,0.8909029596825585
4,936,0.3269181498923363,0.27009106681258416,0.9552,0.9432980775071597
5,1170,0.30198429216049677,0.2861830479877535,0.9558,0.995693195331761
