task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,normalization,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms
vit,dp_kfm,public,0.25,42,1,1.3968357274500096,0.5565822629928588,0.833,0.833,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.912666916847229,0.14811837673187256,74.24503326416016,167.11358642578125,251.17945861816406,454.49505615234375,95.40518951416016,216.0095672607422,330.6382751464844,5.89647332765162,5.840626782737672,317.2718867715448,344.06949069723487,344.1124284490943,5833202176,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.7418370992112904,0.9925084537713071,0.7418370992112904,0.9925084537713071,0.013238011802319654,1.1779170249185034,0.7202048513959481
vit,dp_kfm,public,0.25,42,2,0.42466290953782854,0.39081850848197935,0.8934,0.8934,0.8632,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.5048317909240723,0.579119086265564,1.0522785186767578,184.01931762695312,337.7586364746094,720.060302734375,1.42107355594635,251.37745666503906,476.2579345703125,5.736842139624059,5.890010370872915,320.58313064463437,347.53738000802696,691.7102317260578,5828067328,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.5655684572772751,0.9952691387527638,0.5655684572772751,0.9952691387527638,0.005988365316230285,1.279039954441219,0.7202081610535725
vit,dp_kfm,public,0.25,42,3,0.3387550623594358,0.34177866969108583,0.9117,0.9117,1.76575,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.34819820523262024,0.7101327776908875,0.14304396510124207,155.25848388671875,406.2330017089844,927.4551391601562,0.19563162326812744,215.39183044433594,579.1771850585938,5.785107573494315,5.950870085507631,325.7425815463066,352.5974440164864,1044.3650983823463,5837391360,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.5707831419412801,0.996355361269817,0.5707831419412801,0.996355361269817,0.004999999146888488,1.2545193452773213,0.7202060099774884
vit,dp_kfm,public,0.25,42,4,0.3071453573810492,0.3210668746471405,0.9203,0.9203,2.68175,2.8599779044555476,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.29177048802375793,0.7564355134963989,0.05078171193599701,114.66702270507812,456.4915771484375,981.2991943359375,0.06965760886669159,160.2420654296875,651.8348388671875,5.704619497992098,5.944110102951527,323.70489150937647,350.85266101546586,1395.2793659176677,5828216832,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.5656750179600261,0.9968536128753434,0.5656750179600261,0.9968536128753434,0.00441624079673911,1.2363637404192402,0.7202054751969316
vit,dp_kfm,public,0.25,42,5,0.28749944601239213,0.3043557433605194,0.9261,0.9261,3.60495,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.2527589499950409,0.788498044013977,0.02508121356368065,84.29883575439453,491.82305908203125,951.031982421875,0.0345049723982811,120.22093963623047,709.31787109375,5.815656719729304,6.020632483065128,317.0885147936642,344.43925735075027,1739.7838053945452,5830764032,4899282432,19562496,154293184,77146296,5526346.0,5526346,per_layer,True,0.5805186883141177,0.997096534117512,0.5805186883141177,0.997096534117512,0.004347792708043529,1.2175287802142623,0.7202338774366269
