epoch,global_step,train_loss,test_loss,test_accuracy,epsilon_spent,noise_multiplier,sample_rate,clip_fraction,mean_clip_factor,precond_build_seconds,epoch_train_seconds,epoch_total_seconds,peak_allocated_mb_epoch,preconditioner_storage_mb,gain_p10,gain_median,gain_p90,gain_max
1,235,1.0133656784057616,0.6769635238647461,0.8315,0.7863366347932901,1.068115234375,0.004266666666666667,0.8221,0.2406025075117747,4.325994472019374,14.47206969652325,20.567910140380263,506.470703125,0.7893447875976562,0.2842380404472351,0.7555028200149536,7.592767238616943,7.592767238616943
2,470,0.5942830046335856,0.5602633569717407,0.8724,0.8389556633778256,1.068115234375,0.004266666666666667,0.4272666666666667,0.6456272879282633,0.01930185779929161,12.875890299677849,14.49979071971029,507.26171875,0.7893447875976562,0.38205966353416443,0.8481192588806152,4.284125804901123,8.523590087890625
3,705,0.5540410533905029,0.5451406727313995,0.8812,0.891574691962361,1.068115234375,0.004266666666666667,0.37361666666666665,0.6874293627421061,0.022672507911920547,12.856684545986354,14.480794974602759,507.26171875,0.7893447875976562,0.427726686000824,0.9193487167358398,2.5646891593933105,9.23938274383545
4,940,0.5006464642206828,0.46476819249391554,0.9054,0.9441937205468965,1.068115234375,0.004266666666666667,0.27616666666666667,0.7707851263682047,0.016151534393429756,12.73318094573915,14.362045663408935,507.26171875,0.7893447875976562,0.42026394605636597,0.9282490015029907,2.7143940925598145,9.328803062438965
5,1175,0.466551736386617,0.4890745523482561,0.9084,0.9968127491314319,1.068115234375,0.004266666666666667,0.26155,0.7807481656392415,0.015992172062397003,12.752554121427238,14.379460799507797,507.26171875,0.7893447875976562,0.45589935779571533,0.920859694480896,2.3487043380737305,9.254531860351562
