seed,epoch,test_accuracy,test_loss,train_loss,epsilon,noise_multiplier,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,preconditioner_build_seconds,private_train_seconds,geometry_seconds,state_metric_seconds,evaluation_seconds,algorithm_epoch_seconds,wall_epoch_seconds,seconds_per_batch,samples_per_second,build_peak_cuda_allocated_bytes,train_peak_cuda_allocated_bytes,total_peak_cuda_allocated_bytes,batches,samples,accountant_steps,predicted_second_moment_raw,predicted_second_moment_ref,scale_match,predicted_rms_raw,predicted_rms_matched,operator_state_bytes,stored_scalar_count,builder_forward_calls,builder_vjp_calls,builder_reverse_vectors,builder_unique_samples,builder_processed_samples,rebuild_count,rebuilt,state_metric_forward_calls,method,beta
42,0,0.8815,0.7458833577156067,0.9294976928295233,0.7861127240333559,1.068115234375,0.7037259615384616,0.33166600952524905,213.695556640625,12115.2734375,30580.4453125,0.06452208198606968,10.24579558800906,5.631707608699799e-06,5.4193660616874695e-06,1.0642852196469903,10.310317669995129,11.37461394071579,0.043785451230807945,5846.690916819317,133923328,157301248,157301248,234,59904,234,671.5956888468023,73662.11850841848,10.472928839787436,25.91516329963603,271.4076611085591,8164,2040,10,10,2560,2560,2560,1,1,0,diag,0.25
42,1,0.9139,0.6204442492872476,0.708539534583051,0.8385078418579571,1.068115234375,0.28872863247863245,0.7425455282895993,0.004413532093167305,888.9678344726562,2009.7137451171875,0.043743050657212734,10.227996528148651,6.677582859992981e-06,5.0691887736320496e-06,1.0641290880739689,10.271739578805864,11.335880413651466,0.04370938687243013,5856.865500016268,134988800,157301248,157301248,234,59904,468,20877.654855619185,157020.9011425349,2.7424446803381306,144.49101998262447,396.258629107979,8164,2040,10,10,2560,2560,2560,2,1,0,diag,0.25
42,2,0.9262,0.573539246481657,0.6258457883810385,0.8909029596825585,1.068115234375,0.2320045405982906,0.7937006097064059,0.0005045544821768999,427.8328552246094,1882.1351318359375,0.043474926613271236,10.273234414868057,6.619840860366821e-06,5.53671270608902e-06,1.0581936044618487,10.316709341481328,11.374915102496743,0.04390271117464981,5831.074964404905,134988800,157301248,157301248,234,59904,702,28072.008875094343,159991.50799215861,2.3873259547234515,167.54703481438978,399.98938484934644,8164,2040,10,10,2560,2560,2560,3,1,0,diag,0.25
42,3,0.936,0.4819533545136452,0.5580873113030043,0.9432980775071597,1.068115234375,0.20209001068376067,0.8208753932745029,0.0001758717990014702,196.95822143554688,1885.833251953125,0.04336238745599985,10.271688314154744,7.011927664279938e-06,5.380250513553619e-06,1.0598518345505,10.315050701610744,11.374914928339422,0.0438961039066442,5831.9526613215285,134988800,157301248,157301248,234,59904,936,31194.195792101636,162775.8046353564,2.2843257142622173,176.6187866340997,403.454835930066,8164,2040,10,10,2560,2560,2560,4,1,0,diag,0.25
42,4,0.9322,0.5214432206200436,0.5101946897040575,0.995693195331761,1.068115234375,0.18878538995726496,0.8327037335461022,4.703280865214765e-05,109.68206787109375,1961.9207763671875,0.04335311893373728,10.26113160327077,6.793998181819916e-06,5.302950739860535e-06,1.0589978126809,10.304484722204506,11.363494631834328,0.04385098975756739,5837.952607576479,134988800,157301248,157301248,234,59904,1170,33857.36827117407,163791.82751161157,2.199477459214385,184.00371809062466,404.7120303519671,8164,2040,10,10,2560,2560,2560,5,1,0,diag,0.25
42,0,0.9055,0.4928141682386398,0.743931972190865,0.7861127240333559,1.068115234375,0.6446647970085471,0.40745671009883666,17.41522979736328,607.8242797851562,1656.16015625,0.17337920423597097,10.17686013597995,5.545094609260559e-06,6.061047315597534e-06,1.0544214565306902,10.350239340215921,11.404672402888536,0.0434908552819656,5886.294908211561,177174528,167289344,177174528,234,59904,234,8836.037795034763,97661.03231462659,3.3245423750321654,94.00020103720398,312.50765160972713,9998116,2499528,10,0,0,2560,2560,1,1,0,a_only,0.25
42,1,0.9336,0.36608941902816294,0.4413734395534564,0.8385078418579571,1.068115234375,0.23686231303418803,0.7973566152091719,0.004432833753526211,89.27234649658203,365.6813659667969,0.17449135147035122,10.24989842902869,6.759539246559143e-06,5.324371159076691e-06,1.0633340096101165,10.424389780499041,11.487735874019563,0.04380298473943885,5844.350596718711,177981952,167289344,177981952,234,59904,468,35354.330992889,155979.83011333703,2.1004527174089835,188.0274740374103,394.94281878942553,9998116,2499528,10,0,0,2560,2560,2,1,0,a_only,0.25
42,2,0.9487,0.30145202132742854,0.36036219957292587,0.8909029596825585,1.068115234375,0.17462940705128205,0.8507824573251936,0.00045624037738889456,24.863447189331055,354.67218017578125,0.15369751770049334,10.208863477222621,6.579793989658356e-06,5.056150257587433e-06,1.061514158733189,10.362560994923115,11.424086789600551,0.04362762169753257,5867.8422072793965,177981952,167289344,177981952,234,59904,702,44111.17278653902,167525.34557997502,1.9487941127940713,210.02660018802146,409.2986019765704,9998116,2499528,10,0,0,2560,2560,3,1,0,a_only,0.25
42,3,0.9558,0.2618726649330929,0.2998093099484586,0.9432980775071597,1.068115234375,0.14568309294871795,0.8761338991487128,0.0001384481874993071,8.41728687286377,339.1126403808594,0.15362958703190088,10.265630449168384,6.4373016357421875e-06,5.799345672130585e-06,1.053817686624825,10.419260036200285,11.473089959472418,0.04387021559473668,5835.394162747482,177981952,167289344,177981952,234,59904,936,49004.15820023819,172417.40529638264,1.8757462459737921,221.36882842947466,415.23174890220355,9998116,2499528,10,0,0,2560,2560,4,1,0,a_only,0.25
42,4,0.9588,0.2524693655177485,0.2704531793665682,0.995693195331761,1.068115234375,0.13109308226495728,0.888565992952412,6.160423799883574e-05,4.726294040679932,376.52099609375,0.15350509993731976,10.215751213021576,6.5248459577560425e-06,5.2461400628089905e-06,1.057663183659315,10.369256312958896,11.426931267604232,0.043657056465904176,5863.885949340951,177981952,167289344,177981952,234,59904,1170,51851.933005650215,175482.22098580535,1.8396452591097185,227.7101952167496,418.90598108144195,9998116,2499528,10,0,0,2560,2560,5,1,0,a_only,0.25
42,0,0.8751,0.7084647026062012,0.8833156603778529,0.7861127240333559,1.068115234375,0.6421607905982906,0.4022880326001308,24.557645797729492,1603.753173828125,3813.098876953125,0.022149164229631424,10.255114866420627,5.902722477912903e-06,5.344860255718231e-06,1.0547119993716478,10.277264030650258,11.33198727760464,0.04382527720692576,5841.377769073051,115140096,128259072,128259072,234,59904,234,3255.3276212044993,44654.577925822225,3.7036986462289447,57.05547845040386,211.3162982967055,71064,17765,10,10,2560,2560,2560,1,1,0,c_only,0.25
42,1,0.9091,0.5979193109095097,0.6784031284161103,0.8385078418579571,1.068115234375,0.33179754273504275,0.7042998933894002,0.0188337080180645,1680.0830078125,3765.21142578125,0.021266646683216095,10.205168336629868,6.868503987789154e-06,5.177222192287445e-06,1.048226822167635,10.226434983313084,11.274673851206899,0.043611830498418235,5869.966866198953,115947520,128259072,128259072,234,59904,468,6509.574953218353,74397.56597868179,3.380672085591573,80.6819369699213,272.7591721256717,71064,17765,10,10,2560,2560,2560,2,1,0,c_only,0.25
42,2,0.9189,0.622238521373272,0.6605001415452386,0.8909029596825585,1.068115234375,0.2694811698717949,0.7584869094893464,0.0018285145051777363,1348.6658935546875,4445.9921875,0.021432687528431416,10.250476158224046,5.636364221572876e-06,5.195848643779755e-06,1.0591979287564754,10.271908845752478,11.331117606721818,0.04380545366762413,5844.021202072501,115947520,128259072,128259072,234,59904,702,7743.77018369873,85432.63752117014,3.321510879717065,87.99869421587306,292.28862023891753,71064,17765,10,10,2560,2560,2560,3,1,0,c_only,0.25
42,3,0.9268,0.5727474622279406,0.6302316774033073,0.9432980775071597,1.068115234375,0.240234375,0.7849136056044163,0.0005034066853113472,864.82080078125,4698.4970703125,0.021713941358029842,10.240073749795556,5.566515028476715e-06,6.3050538301467896e-06,1.0537499971687794,10.261787691153586,11.315549559891224,0.043760998930750236,5849.957867851878,115947520,128259072,128259072,234,59904,936,8652.502722822757,93866.09703265846,3.293695965197514,93.01882993686148,306.3757448504344,71064,17765,10,10,2560,2560,2560,4,1,0,c_only,0.25
42,4,0.9221,0.6472815652696415,0.6114270127354524,0.995693195331761,1.068115234375,0.22210536858974358,0.8001771105660332,0.0001517695200163871,581.85986328125,4924.9833984375,0.021522373892366886,10.197267046198249,6.78282231092453e-06,5.0924718379974365e-06,1.0494939517229795,10.218789420090616,11.268295247107744,0.04357806429999252,5874.515174370514,115947520,128259072,128259072,234,59904,1170,9280.889080569656,96120.57498413933,3.218202655660342,96.33737115247466,310.03318368222995,71064,17765,10,10,2560,2560,2560,5,1,0,c_only,0.25
