method,seed,epoch,train_loss,test_loss,test_accuracy,epsilon,accountant_steps,noise_multiplier,clip_fraction,mean_clip_factor,mean_clipping_severity,mean_transformed_norm,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,samples,batches,algorithm_epoch_seconds,wall_epoch_seconds,private_samples_per_second,seconds_per_batch,exact_forward_backward_seconds,per_sample_precondition_clip_seconds,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,noise_step_seconds,synthetic_generation_seconds,activation_forward_seconds,curvature_backward_seconds,factor_accumulation_seconds,matrix_function_seconds,builder_forward_calls,builder_vjp_calls,builder_reverse_vectors,builder_samples,operator_state_bytes,stored_scalar_count,preconditioner_build_seconds,build_allocated_at_phase_start_bytes,build_reserved_at_phase_start_bytes,build_peak_cuda_allocated_bytes,build_peak_cuda_reserved_bytes,build_incremental_peak_bytes,grad_sample_bytes,private_train_seconds,train_allocated_at_phase_start_bytes,train_reserved_at_phase_start_bytes,train_peak_cuda_allocated_bytes,train_peak_cuda_reserved_bytes,train_incremental_peak_bytes,evaluation_seconds,total_peak_cuda_allocated_bytes,total_peak_cuda_reserved_bytes
M0_original,42,1,2.3043770790100098,2.3026633262634277,0.17578125,0.0,0,0.0,1.0,0.0010707955807447433,0.9989292025566101,946.8427124023438,947.4750366210938,1096.2060546875,1201.9781494140625,1243.202392578125,256,1,0.5037597753107548,0.5353150134906173,3421.6321511791366,0.0748180951923132,0.018078645691275597,0.011516572907567024,0.0,0.0,0.0,0.010437987744808197,0.05864644981920719,0.10865176189690828,0.06614767480641603,0.008899899199604988,0.18635420221835375,1,1,256,256,10069164,2517291,0.4289416801184416,9349120,23068672,160109568,251658240,150760448,211888128,0.0748180951923132,19419648,251658240,849933312,1287651328,830513664,0.029431658796966076,849933312,1287651328
