method,algorithm,mode,seed,epoch,test_accuracy,test_loss,train_loss,epsilon,noise_multiplier,clip_fraction,mean_clip_factor,preconditioner_build_seconds,private_train_seconds,seconds_per_batch,samples_per_second,peak_cuda_allocated_bytes,peak_cuda_reserved_bytes,build_peak_cuda_allocated_bytes,build_peak_cuda_reserved_bytes,total_peak_cuda_allocated_bytes,total_peak_cuda_reserved_bytes,batches,samples,accountant_steps,ghost_first_pass_norm_seconds,ghost_second_pass_backward_seconds,aggregate_transform_seconds
DP-SGD Exact,DP-SGD,Exact,42,1,0.20703125,2.2968316078186035,2.3043770790100098,inf,0.0,1.0,0.20603469014167786,1.4401040971279144e-05,0.5355867734178901,0.5355867734178901,477.98043698188326,467891200,486539264,829440,2097152,467891200,486539264,1,256,1,0.0,0.0,0.0
DP-SGD Ghost,DP-SGD,Ghost,42,1,0.20703125,2.2968316078186035,2.3043770790100098,inf,0.0,1.0,0.20603469014167786,1.5579164028167725e-05,0.06945888698101044,0.06945888698101044,3685.633489491252,108028928,134217728,17868800,23068672,108028928,134217728,1,256,1,0.019833805039525032,0.0022433195263147354,0.0010347133502364159
Factorized Equil Exact,Factorized Equil,Exact,42,1,0.20703125,2.2972569465637207,2.3043770790100098,inf,0.0,1.0,0.29981619119644165,0.121181420981884,0.05137937515974045,0.05137937515974045,4982.544050099601,469213184,486539264,482256896,488636416,482256896,488636416,1,256,1,0.0,0.0,0.0
Factorized Equil Ghost,Factorized Equil,Ghost,42,1,0.20703125,2.2972569465637207,2.3043770790100098,inf,0.0,1.0,0.29981619119644165,0.08422601222991943,0.05424534436315298,0.05424534436315298,4719.299010919213,108040192,136314880,482256896,488636416,482256896,488636416,1,256,1,0.00928792729973793,0.0024496661499142647,0.0007607219740748405
DP-KFC Exact,DP-KFC,Exact,42,1,0.17578125,2.3023622035980225,2.3043770790100098,inf,0.0,1.0,0.0017848279094323516,0.1595278261229396,0.06715401075780392,0.06715401075780392,3812.1326948480205,1064070144,1319108608,140171264,228589568,1064070144,1319108608,1,256,1,0.0,0.0,0.0
DP-KFC Ghost,DP-KFC,Ghost,42,1,0.17578125,2.3023622035980225,2.3043770790100098,inf,0.0,1.0,0.0017848277930170298,0.1352678369730711,0.06257545948028564,0.06257545948028564,4091.060651031298,118099456,157286400,140171264,228589568,140171264,228589568,1,256,1,0.013962820172309875,0.003244072198867798,0.0026237405836582184
