label,epoch,family,transformed_norm,dp_adamw_norm,ratio
Oracle Full DP-KFC,2,attention_qkv,1907.5962929154255,53.090192821246845,35.93123685457778
Oracle Full DP-KFC,3,attention_qkv,1954.337264979116,56.40424967383317,34.648759203081184
Oracle Full DP-KFC,4,attention_qkv,2105.8466848687995,59.55905342723544,35.35728934042844
Oracle Full DP-KFC,5,attention_qkv,2243.274292175567,61.3593461109866,36.559618613241724
Oracle Full DP-KFC,1,attention_out_proj,4693.631194008328,53.892794950968,87.09199807281516
Oracle Full DP-KFC,2,attention_out_proj,4416.721140788314,51.64593694134703,85.51923737590958
Oracle Full DP-KFC,3,attention_out_proj,4456.926440452247,55.07188216788726,80.929255819971
Oracle Full DP-KFC,4,attention_out_proj,4650.881414253069,58.197542534436224,79.9154261797409
Oracle Full DP-KFC,5,attention_out_proj,4844.868331105147,60.016050129891354,80.72621108219401
Oracle Full DP-KFC,1,mlp_fc1,2244.8724595165986,68.475465152962,32.78360292262277
Oracle Full DP-KFC,2,mlp_fc1,1989.5597668814876,64.16321367499629,31.007794855150742
Oracle Full DP-KFC,3,mlp_fc1,2047.368566186865,67.98391316989307,30.115485718959025
Oracle Full DP-KFC,4,mlp_fc1,2186.713396935048,71.58364672342111,30.547666918729185
Oracle Full DP-KFC,5,mlp_fc1,2306.9342941593695,73.55463066601662,31.363549422663457
Oracle Full DP-KFC,1,mlp_fc2,6273.919299074849,67.95358019851142,92.32654527910046
Oracle Full DP-KFC,2,mlp_fc2,5762.390370806271,64.10576142776974,89.88880628613956
Oracle Full DP-KFC,3,mlp_fc2,5908.79967785885,68.13146156805054,86.7264482790681
Oracle Full DP-KFC,4,mlp_fc2,6211.500647513874,71.75545916627048,86.56485122784449
Oracle Full DP-KFC,5,mlp_fc2,6494.850950312121,73.7662133637498,88.04641927714594
Oracle Full DP-KFC,1,patch_head,575.8674046761713,51.7517962773036,11.127486311595433
Oracle Full DP-KFC,2,patch_head,596.2767885341154,43.25151395823022,13.786263970088184
Oracle Full DP-KFC,3,patch_head,651.948561457251,44.413827646488286,14.678954641028318
Oracle Full DP-KFC,4,patch_head,705.8864022014416,46.111675965703014,15.308192283587056
Oracle Full DP-KFC,5,patch_head,753.7537205617162,47.77370002132541,15.777587254603532
Pink DP-KFC-A,1,attention_qkv,153.74316913945873,55.92913900724966,2.7488921136356166
Pink DP-KFC-A,2,attention_qkv,147.7235626478789,53.090192821246845,2.7825019047352098
Pink DP-KFC-A,3,attention_qkv,161.68324752098104,56.40424967383317,2.8665082587915087
Pink DP-KFC-A,4,attention_qkv,174.16926716843543,59.55905342723544,2.924312210254008
Pink DP-KFC-A,5,attention_qkv,182.4523663057151,61.3593461109866,2.973505714609406
Pink DP-KFC-A,1,attention_out_proj,502.763467374023,53.892794950968,9.328955156833864
Pink DP-KFC-A,2,attention_out_proj,464.6358258374896,51.64593694134703,8.996561072464706
Pink DP-KFC-A,3,attention_out_proj,495.66899237755695,55.07188216788726,9.000400437858731
