method,geometry,source,engine,profiled,epsilon_target,epsilon_spent,delta,noise_multiplier,seed,epoch,train_loss,test_loss,accuracy,differentiation_seconds,factor_precondition_seconds,sample_gradient_precondition_seconds,norm_clip_seconds,aggregate_seconds,aggregate_precondition_seconds,noise_optimizer_seconds,sample_gradient_matrices_preconditioned,sample_gradient_elements_preconditioned,factor_elements_preconditioned_for_norm,aggregate_matrices_preconditioned,aggregate_elements_preconditioned,grad_sample_peak_bytes,bk_cache_peak_bytes,bk_temporary_peak_bytes,geometry_build_seconds,geometry_peak_allocated_bytes,geometry_peak_reserved_bytes,private_train_seconds,private_peak_allocated_bytes,private_peak_reserved_bytes,algorithm_seconds,evaluation_seconds,clip_fraction,mean_clip_factor,norm_p50,norm_p90,norm_p99,norm_max,logical_steps,optimizer_steps,noise_events,accountant_steps,operator_gain_p10,operator_gain_p50,operator_gain_p90,operator_gain_p99,operator_gain_min,operator_gain_max,layer_gain_min_conv1,layer_gain_max_conv1,layer_gain_min_conv2,layer_gain_max_conv2,layer_gain_min_fc1,layer_gain_max_fc1,layer_gain_min_fc2,layer_gain_max_fc2,operator_state_bytes,parameters_finite,parameters_updated,all_parameters_updated,test_accuracy,epsilon,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,best_accuracy,epoch_logical_steps,epoch_optimizer_steps,epoch_noise_events,noise_steps
dp_kfc_a_alpha025,a_only,pink,bk,True,2,1.617156026437412,1e-05,0.806884765625,42,1,0.7386187651218512,0.5004459675750695,0.8998,1.238277405500412,0.10460225027054548,0.0,1.7738117184489965,0.16478824988007545,0.0447603315114975,0.30505122151225805,0,0,2273836032,936,48419748,0,58277888,110790656,0.7014505546540022,145300480,201326592,4.029798461124301,202004480,281018368,4.731249015778303,0.5616816887632012,0.5370926856994629,0.5474427342414856,1.808300256729126,63.20962142944336,162.26307678222656,254.88223266601562,234,234,234,234,0.8484729550291744,0.9999991110004899,1.0,1.0,0.7536625797122706,1.0,0.8175159441315286,1.0,0.7576035801777642,1.0,0.7536625797122706,1.0,0.7632400589143301,1.0,9998108,True,True,True,0.8998,1.617156026437412,1.808300256729126,63.20962142944336,162.26307678222656,254.88223266601562,0.8998,234,234,234,234
dp_kfc_a_alpha025,a_only,pink,bk,True,2,1.7314239360826378,1e-05,0.806884765625,42,2,0.4971599009556648,0.4281618703622371,0.9192,1.1680394867435098,0.10978185851126909,0.0,1.7828857069835067,0.1632250277325511,0.04441993311047554,0.2410798743367195,0,0,2273836032,936,48419748,0,58277888,110790656,0.12053757067769766,156284928,207618048,3.9065713100135326,201804800,348127232,4.02710888069123,0.5484996307641268,0.26442307233810425,0.7774389386177063,0.015425125136971474,73.74835205078125,194.27040100097656,287.5261535644531,468,468,468,468,0.7844445270909302,0.9998355327942287,1.0,1.0,0.7507038415333128,1.0,0.8178537140337958,1.0,0.755321423659822,1.0,0.7507038415333128,1.0,0.7510005099354388,1.0,9998108,True,True,True,0.9192,1.7314239360826378,0.015425125136971474,73.74835205078125,194.27040100097656,287.5261535644531,0.9192,234,234,234,468
dp_kfc_a_alpha025,a_only,pink,bk,True,2,1.8264639499617197,1e-05,0.806884765625,42,3,0.4532508767950229,0.38972608947078696,0.9294,1.1504879547283053,0.10654736310243607,0.0,1.7604611804708838,0.15123634040355682,0.0419070478528738,0.2235257886350155,0,0,2273836032,936,48419748,0,58277888,110790656,0.12331916764378548,156284928,207618048,3.827143660746515,201804800,348127232,3.9504628283903003,0.5383851900696754,0.2170138955116272,0.8153652548789978,0.0030276235193014145,53.493553161621094,230.8134765625,320.9728088378906,702,702,702,702,0.7780420173707819,0.9997925059496888,1.0,1.0,0.7506442144051555,1.0,0.8176503087367358,1.0,0.755317385344479,1.0,0.7506442144051555,1.0,0.7508353207598364,1.0,9998108,True,True,True,0.9294,1.8264639499617197,0.0030276235193014145,53.493553161621094,230.8134765625,320.9728088378906,0.9294,234,234,234,702
dp_kfc_a_alpha025,a_only,pink,bk,True,2,1.9118208084906,1e-05,0.806884765625,42,4,0.41721181768892157,0.3884934982401319,0.9317,1.1890374207869172,0.11123200319707394,0.0,1.7885875618085265,0.17208935599774122,0.04875396843999624,0.2513770777732134,0,0,2273836032,936,48419748,0,58277888,110790656,0.12350971065461636,156284928,207618048,3.9711635997518897,201804800,348127232,4.094673310406506,0.5319527499377728,0.19175681471824646,0.8371598720550537,0.0013746609911322594,34.71098709106445,257.22308349609375,390.9831848144531,936,936,936,936,0.7750541044604046,0.9997611724445626,1.0,1.0,0.7506185701797369,1.0,0.8167384613788199,1.0,0.7555229611765197,1.0,0.7506185701797369,1.0,0.7507381029796888,1.0,9998108,True,True,True,0.9317,1.9118208084906,0.0013746609911322594,34.71098709106445,257.22308349609375,390.9831848144531,0.9317,234,234,234,936
dp_kfc_a_alpha025,a_only,pink,bk,True,2,1.9923327141901037,1e-05,0.806884765625,42,5,0.40390831388087356,0.37770541170029903,0.9356,1.1284247627481818,0.10407738666981459,0.0,1.7693708268925548,0.1591129880398512,0.04320085421204567,0.23028043657541275,0,0,2273836032,936,48419748,0,58277888,110790656,0.12135908752679825,156284928,207618048,3.824520236812532,201804800,348127232,3.94587932433933,0.5460568964481354,0.1744958609342575,0.8505814671516418,0.00046558951726183295,25.875070571899414,284.82745361328125,402.89471435546875,1170,1170,1170,1170,0.772912448483869,0.9997267906959226,1.0,1.0,0.7505753510690332,1.0,0.8173288238546447,1.0,0.755807100586848,1.0,0.7505753510690332,1.0,0.7506585286645552,1.0,9998108,True,True,True,0.9356,1.9923327141901037,0.00046558951726183295,25.875070571899414,284.82745361328125,402.89471435546875,0.9356,234,234,234,1170
