task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,group,trace_S,d_total,tau,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max
vit,dp_kfm_a,public,0.25,42,1,patch_embed,True,0.9991607662922732,0.1392733434042978,patch_head,44378.99361930085,5526346,1.4729782042038122,79679064,20.537706886911717,0.2775158035877298,127691.10550718295,177913.0501668289,0.0010017209385508122,178.21922759355357
vit,dp_kfm_a,public,0.25,42,1,blocks.0.attn.q_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,19284.354552468467,5526346,1.4729782042038122,79679064,8.906269941343886,0.6350567357324493,27253.763283041342,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.25,42,1,blocks.0.attn.k_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,19284.354552468467,5526346,1.4729782042038122,79679064,8.906269941343886,0.6350567357324493,27253.763283041342,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.25,42,1,blocks.0.attn.v_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,19284.354552468467,5526346,1.4729782042038122,79679064,8.906269941343886,0.6350567357324493,27253.763283041342,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.25,42,1,blocks.0.attn.out_proj,True,0.9708667368223768,0.2969648171181025,attention_out,15058.92283239491,5526346,1.4729782042038122,79679064,6.598890245973117,0.47348229230951716,30990.19968584976,1896.1977224680234,0.001000444362159864,1.8970403209835085
vit,dp_kfm_a,public,0.25,42,1,blocks.0.mlp.fc1,True,0.9885138744145511,0.1739466697747348,mlp_fc1,110828.06569932669,5526346,1.4729782042038122,79679064,12.20629677559414,0.676187211188194,113292.59593360654,22199.116970146304,0.001,22.199116970146303
vit,dp_kfm_a,public,0.25,42,1,blocks.0.mlp.fc2,True,0.9933974372301647,0.11796328977876887,mlp_fc2,74267.12150083011,5526346,1.4729782042038122,79679064,10.832128702660198,0.45717869821680357,128271.82639854249,13767.505095247721,0.0010173516493354345,14.006394015884267
vit,dp_kfm_a,public,0.25,42,1,blocks.1.attn.q_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,27771.88011937449,5526346,1.4729782042038122,79679064,9.306833767724543,0.578522318630604,30641.543535539826,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.25,42,1,blocks.1.attn.k_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,27771.88011937449,5526346,1.4729782042038122,79679064,9.306833767724543,0.578522318630604,30641.543535539826,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.25,42,1,blocks.1.attn.v_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,27771.88011937449,5526346,1.4729782042038122,79679064,9.306833767724543,0.578522318630604,30641.543535539826,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.25,42,1,blocks.1.attn.out_proj,True,0.9916812507354869,0.13058808127810823,attention_out,20896.030845416833,5526346,1.4729782042038122,79679064,9.716693531126028,0.4547827846892167,32568.810501957214,8914.028543720337,0.0010877882950070614,9.696575911217824
vit,dp_kfm_a,public,0.25,42,1,blocks.1.mlp.fc1,True,0.9913147799038119,0.13173138207045604,mlp_fc1,148707.63125207037,5526346,1.4729782042038122,79679064,11.525795881399288,0.47743731169223225,132227.85400328186,17647.520551257654,0.001,17.647520551257653
vit,dp_kfm_a,public,0.25,42,1,blocks.1.mlp.fc2,True,0.9952361007872776,0.09767864120399854,mlp_fc2,74912.46985437842,5526346,1.4729782042038122,79679064,9.874070213608684,0.36927325588742793,135661.78931159826,9505.716211231926,0.0010105445742495782,9.605949941616679
vit,dp_kfm_a,public,0.25,42,1,blocks.2.attn.q_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,35611.698198469785,5526346,1.4729782042038122,79679064,10.36414809172052,0.4319006902321872,33454.02420402618,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,0.25,42,1,blocks.2.attn.k_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,35611.698198469785,5526346,1.4729782042038122,79679064,10.36414809172052,0.4319006902321872,33454.02420402618,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,0.25,42,1,blocks.2.attn.v_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,35611.698198469785,5526346,1.4729782042038122,79679064,10.36414809172052,0.4319006902321872,33454.02420402618,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,0.25,42,1,blocks.2.attn.out_proj,True,0.989884137589964,0.14210298081469236,attention_out,23804.43935345633,5526346,1.4729782042038122,79679064,7.439717572759624,0.4337429393239846,33151.73590276157,3063.555810523749,0.0017775745377243861,5.445698803684611
vit,dp_kfm_a,public,0.25,42,1,blocks.2.mlp.fc1,True,0.9905497083757666,0.13715539617781253,mlp_fc1,180226.22890736564,5526346,1.4729782042038122,79679064,11.397723048931473,0.3570408000664135,139422.6226008734,16876.112029356773,0.001,16.876112029356772
vit,dp_kfm_a,public,0.25,42,1,blocks.2.mlp.fc2,True,0.9920176330330334,0.1262646072500027,mlp_fc2,86139.15699646158,5526346,1.4729782042038122,79679064,8.204557052363514,0.3300121045129258,138731.2571360266,4531.276432622759,0.0010103893446996807,4.578353425410816
vit,dp_kfm_a,public,0.25,42,1,blocks.3.attn.q_proj,True,0.9897192451784821,0.1433187405586977,attention_qkv,44905.71803338047,5526346,1.4729782042038122,79679064,10.970991136882441,0.326550571725569,35187.931302669305,14487.16667863523,0.001,14.487166678635232
vit,dp_kfm_a,public,0.25,42,1,blocks.3.attn.k_proj,True,0.9897192451784821,0.1433187405586977,attention_qkv,44905.71803338047,5526346,1.4729782042038122,79679064,10.970991136882441,0.326550571725569,35187.931302669305,14487.16667863523,0.001,14.487166678635232
vit,dp_kfm_a,public,0.25,42,1,blocks.3.attn.v_proj,True,0.9897192451784821,0.1433187405586977,attention_qkv,44905.71803338047,5526346,1.4729782042038122,79679064,10.970991136882441,0.326550571725569,35187.931302669305,14487.16667863523,0.001,14.487166678635232
vit,dp_kfm_a,public,0.25,42,1,blocks.3.attn.out_proj,True,0.9822563912842421,0.18757561950603402,attention_out,24469.91868975882,5526346,1.4729782042038122,79679064,7.420732351193517,0.3384111393488265,34689.001711322424,3032.404074153827,0.0020685078731791594,6.272551702047751
vit,dp_kfm_a,public,0.25,42,1,blocks.3.mlp.fc1,True,0.9787638073697713,0.20518305940531262,mlp_fc1,187278.26626702858,5526346,1.4729782042038122,79679064,11.237643316576522,0.2967399509710453,141999.69540590435,15947.807094976373,0.001,15.947807094976374
vit,dp_kfm_a,public,0.25,42,1,blocks.3.mlp.fc2,True,0.9789123280848399,0.20502690933626816,mlp_fc2,88320.96383770654,5526346,1.4729782042038122,79679064,7.712627196084038,0.2765783454003185,141179.1156533974,3538.419810224988,0.0012889872803970638,4.560978128085002
vit,dp_kfm_a,public,0.25,42,1,blocks.4.attn.q_proj,True,0.981708898222179,0.19054296982272334,attention_qkv,46071.08064183178,5526346,1.4729782042038122,79679064,9.882148724226248,0.2851821533597484,35637.42186103674,9536.862970635346,0.001,9.536862970635346
vit,dp_kfm_a,public,0.25,42,1,blocks.4.attn.k_proj,True,0.981708898222179,0.19054296982272334,attention_qkv,46071.08064183178,5526346,1.4729782042038122,79679064,9.882148724226248,0.2851821533597484,35637.42186103674,9536.862970635346,0.001,9.536862970635346
vit,dp_kfm_a,public,0.25,42,1,blocks.4.attn.v_proj,True,0.981708898222179,0.19054296982272334,attention_qkv,46071.08064183178,5526346,1.4729782042038122,79679064,9.882148724226248,0.2851821533597484,35637.42186103674,9536.862970635346,0.001,9.536862970635346
vit,dp_kfm_a,public,0.25,42,1,blocks.4.attn.out_proj,True,0.964487220017665,0.2648351013984268,attention_out,23387.124760263272,5526346,1.4729782042038122,79679064,5.449592816349458,0.32191139018750625,34879.01868895825,881.9748784784239,0.00318487687976516,2.808981398999619
vit,dp_kfm_a,public,0.25,42,1,blocks.4.mlp.fc1,True,0.9711686111508895,0.23863435701397398,mlp_fc1,192196.6156800512,5526346,1.4729782042038122,79679064,10.56418644750127,0.25942604438508277,143537.99585904504,12455.014282559947,0.001,12.455014282559947
vit,dp_kfm_a,public,0.25,42,1,blocks.4.mlp.fc2,True,0.9703782864513476,0.24175322152155093,mlp_fc2,88879.11934107012,5526346,1.4729782042038122,79679064,6.211146587329842,0.247681871484468,142394.63967218107,1488.2884660139205,0.00229017125098207,3.408435458033286
vit,dp_kfm_a,public,0.25,42,1,blocks.5.attn.q_proj,True,0.9797697627020183,0.20014011458137473,attention_qkv,48339.91098442273,5526346,1.4729782042038122,79679064,10.114447937766794,0.2559856265183991,35918.70488727035,10465.710883985248,0.001,10.465710883985249
