method,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,noise_multiplier,epsilon,accountant_steps,logical_steps,samples,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,builder_seconds,private_train_seconds,algorithm_seconds,logical_steps_per_second,samples_per_second,preconditioner_build_seconds,logical_batch_size,physical_batch_size,accumulation_steps,backward_calls,optimizer_steps,noise_draws,bk_cache_bytes,temporary_per_sample_grad_bytes,fallback_temporary_grad_bytes,cache_empty_after_step,layer_strategies,parameters_finite,parameters_updated,preconditioned_layers,identity_geometry_layers,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes,builder_forward_calls,builder_vjp_calls,builder_reverse_vectors,builder_samples,operator_state_bytes,group_norm_patch_head,group_norm_attention_qkv,group_norm_attention_out,group_norm_ffn,group_norm_identity,layer_norm_patch_embed,layer_norm_blocks_0_attn_q_proj,layer_norm_blocks_0_attn_k_proj,layer_norm_blocks_0_attn_v_proj,layer_norm_blocks_0_attn_out_proj,layer_norm_blocks_0_ffn,layer_norm_blocks_1_attn_q_proj,layer_norm_blocks_1_attn_k_proj,layer_norm_blocks_1_attn_v_proj,layer_norm_blocks_1_attn_out_proj,layer_norm_blocks_1_ffn,layer_norm_head,layer_norm_blocks_0_norm1,layer_norm_blocks_0_norm2,layer_norm_blocks_1_norm1,layer_norm_blocks_1_norm2,layer_norm_norm,layer_norm_pos_embed
dp_sgd,42,1,2.306536912918091,2.2530593872070312,0.109375,0.109375,0.0,0.0,inf,2,2,512,1.0,0.10175208747386932,10.611095428466797,16.76179313659668,21.06725311279297,22.82381248474121,0.0,0.9307650746777654,0.9307650746777654,2.148769925313762,550.0851008803231,0.0,256,32,8,16,2,2,3941632,1581056,0,True,"{'patch_embed': 'bk_layer_local', 'blocks.0.attn.q_proj': 'bk_layer_local', 'blocks.0.attn.k_proj': 'bk_layer_local', 'blocks.0.attn.v_proj': 'bk_layer_local', 'blocks.0.attn.out_proj': 'bk_layer_local', 'blocks.0.ffn': 'bk_layer_local', 'blocks.1.attn.q_proj': 'bk_layer_local', 'blocks.1.attn.k_proj': 'bk_layer_local', 'blocks.1.attn.v_proj': 'bk_layer_local', 'blocks.1.attn.out_proj': 'bk_layer_local', 'blocks.1.ffn': 'bk_layer_local', 'head': 'bk_layer_local'}",True,True,[],"['blocks.0.attn.k_proj', 'blocks.0.attn.out_proj', 'blocks.0.attn.q_proj', 'blocks.0.attn.v_proj', 'blocks.0.ffn', 'blocks.0.norm1', 'blocks.0.norm2', 'blocks.1.attn.k_proj', 'blocks.1.attn.out_proj', 'blocks.1.attn.q_proj', 'blocks.1.attn.v_proj', 'blocks.1.ffn', 'blocks.1.norm1', 'blocks.1.norm2', 'head', 'norm', 'patch_embed', 'pos_embed']",30718464,50331648,0,0,0,0,0,9.654558181762695,3.081468343734741,4.246645450592041,4.274547576904297,1.2359102964401245,8.454634666442871,0.44917944073677063,0.4239262044429779,2.4051148891448975,3.5615921020507812,3.3779704570770264,0.21425515413284302,0.22979262471199036,1.7974106073379517,2.312802791595459,2.6193647384643555,4.661507606506348,0.5596188306808472,0.5093395113945007,0.32996490597724915,0.3716181516647339,0.6476309299468994,0.5370957255363464
