method,seed,epoch,layer,mean,median,p90,p99
M0_original,2024,1,conv1,0.0006956419092603028,0.0004808359663002193,0.0012093448312953115,0.0051452601328492165
M0_original,2024,1,conv2,0.021807612851262093,0.01720353774726391,0.04133475944399834,0.08102606236934662
M0_original,2024,1,fc1,0.8640124797821045,0.9074715971946716,0.9352185130119324,0.9517030715942383
M0_original,2024,1,fc2,0.11348431557416916,0.07137028872966766,0.11389138549566269,0.7579453587532043
M0_original,2024,2,conv1,0.04428498446941376,0.034925445914268494,0.09047268331050873,0.14399106800556183
M0_original,2024,2,conv2,0.2524242699146271,0.23909127712249756,0.4114219844341278,0.5280039310455322
M0_original,2024,2,fc1,0.6055227518081665,0.6196833848953247,0.7297368049621582,0.7983667254447937
M0_original,2024,2,fc2,0.09776799380779266,0.024554306641221046,0.2346287965774536,0.3552470803260803
M0_original,2024,3,conv1,0.06159599870443344,0.0497153103351593,0.1239689290523529,0.20472609996795654
M0_original,2024,3,conv2,0.25298044085502625,0.2507392168045044,0.3836168050765991,0.49528926610946655
M0_original,2024,3,fc1,0.5426710247993469,0.574381947517395,0.6877284646034241,0.7456666231155396
M0_original,2024,3,fc2,0.1427524834871292,0.10285545885562897,0.2890661656856537,0.8563852906227112
M0_original,2024,4,conv1,0.05878240615129471,0.04661092162132263,0.11642321944236755,0.19533750414848328
M0_original,2024,4,conv2,0.2603846490383148,0.25328823924064636,0.3881511092185974,0.4713216722011566
M0_original,2024,4,fc1,0.5385048389434814,0.5701476335525513,0.6662094593048096,0.7274206876754761
M0_original,2024,4,fc2,0.14232808351516724,0.1028699204325676,0.2610960006713867,0.8613741993904114
M0_original,2024,5,conv1,0.05529071390628815,0.042536236345767975,0.11241546273231506,0.18853992223739624
M0_original,2024,5,conv2,0.26271384954452515,0.2586820721626282,0.3878934979438782,0.49113228917121887
M0_original,2024,5,fc1,0.5310570597648621,0.5540940761566162,0.661240816116333,0.7293620705604553
M0_original,2024,5,fc2,0.15093843638896942,0.09873060882091522,0.3959568440914154,0.8098074793815613
