estimator,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR,scope
KFAC-M-1,conv1,1.4915743109520008,0.7893313543150399,0.8626952056098109,7.5844156249801316,0.9427656371590137,0.01936239531884591,layer_seed_mean
KFAC-M-1,conv2,7.193486926230153,0.38683869565885437,0.9272704783496827,8.7705660425722,0.982846030096676,0.014626297323654095,layer_seed_mean
KFAC-M-1,fc1,4.483273992331282,0.9724276960228769,0.35452756829149396,6.771023145446979,0.7170069978440291,0.07838889708121617,layer_seed_mean
KFAC-M-1,fc2,2.1823327258424396,0.8393943971411445,0.6061154751652541,6.671139500228262,0.8811443306947698,0.05922097464402517,layer_seed_mean
KFAC-M-3,conv1,1.4708856948558167,0.7893313543150399,0.8626952056098109,7.496403354353543,0.9425784229133822,0.014017408403257528,layer_seed_mean
KFAC-M-3,conv2,7.097568795894509,0.38683869565885437,0.9272704783496827,8.654868884926227,0.983109914403919,0.010845663957297802,layer_seed_mean
KFAC-M-3,fc1,4.413165131023825,0.9724276960228769,0.35452756829149396,6.654834870913135,0.719579167879008,0.042441703379154205,layer_seed_mean
KFAC-M-3,fc2,2.175048415436133,0.8393943971411445,0.6061154751652541,6.643598755245907,0.8773920954431648,0.032376992205778755,layer_seed_mean
KFAC-M-9,conv1,1.491272842252342,0.7893313543150399,0.8626952056098109,7.584913244838655,0.9431038389171146,0.004720739709834258,layer_seed_mean
KFAC-M-9,conv2,7.165703273254951,0.38683869565885437,0.9272704783496827,8.737096225729362,0.9831927725653431,0.0025932174175977707,layer_seed_mean
KFAC-M-9,fc1,4.457440713162662,0.9724276960228769,0.35452756829149396,6.727913485957743,0.7186163341988226,0.025390170514583588,layer_seed_mean
KFAC-M-9,fc2,2.1896232911373796,0.8393943971411445,0.6061154751652541,6.68767966415744,0.8750932920275826,0.022050946330030758,layer_seed_mean
KFAC-U-1,conv1,4.094609560459301,0.7893313543150399,0.8626952056098109,18.035731689519015,0.9476231678269337,1.2214941183725994,layer_seed_mean
KFAC-U-1,conv2,15.944159039249811,0.38683869565885437,0.9272704783496827,19.320758747999896,0.9798696895507222,1.0846655368804932,layer_seed_mean
KFAC-U-1,fc1,9.932905999538386,0.9724276960228769,0.35452756829149396,15.648433091274866,0.6380957256496353,1.3494358857472737,layer_seed_mean
KFAC-U-1,fc2,3.923854265416755,0.8393943971411445,0.6061154751652541,12.033149495449686,0.863936258836949,0.8420766393343607,layer_seed_mean
KFAC-U-3,conv1,4.061954271209239,0.7893313543150399,0.8626952056098109,17.90698223420217,0.9475424463907336,1.2063568830490112,layer_seed_mean
KFAC-U-3,conv2,15.901400308392624,0.38683869565885437,0.9272704783496827,19.26919397306659,0.9796464010418008,1.0793904860814412,layer_seed_mean
KFAC-U-3,fc1,9.84564295303034,0.9724276960228769,0.35452756829149396,15.50741875782819,0.6383221858994923,1.3343879381815593,layer_seed_mean
KFAC-U-3,fc2,3.8949558669427162,0.8393943971411445,0.6061154751652541,11.947362643281869,0.8657707021243617,0.8330371975898743,layer_seed_mean
KFAC-U-9,conv1,4.070729150401179,0.7893313543150399,0.8626952056098109,17.942289466776703,0.94779538263695,1.2105753421783447,layer_seed_mean
KFAC-U-9,conv2,15.85876020243588,0.38683869565885437,0.9272704783496827,19.21780977865874,0.9797098617725233,1.0741217931111653,layer_seed_mean
KFAC-U-9,fc1,9.849569663266173,0.9724276960228769,0.35452756829149396,15.514256108031026,0.6372596606885946,1.3326221704483032,layer_seed_mean
KFAC-U-9,fc2,3.899277937201644,0.8393943971411445,0.6061154751652541,11.957741507864034,0.8629589099885364,0.8288706342379252,layer_seed_mean
KFLR,conv1,1.4972460420894524,0.78933135431504,0.8626952056098109,7.610451642897602,0.9431693677325937,0.0,layer_seed_mean
KFLR,conv2,7.183080997724512,0.38683869565885437,0.9272704783496827,8.75805386779653,0.9831177775960123,0.0,layer_seed_mean
KFLR,fc1,4.470470013726961,0.9724276960228769,0.35452756829149396,6.749870208731058,0.7174208798915528,0.0,layer_seed_mean
KFLR,fc2,2.1946393149581276,0.8393943971411445,0.6061154751652541,6.700275585576734,0.8720280896379339,0.0,layer_seed_mean
KFRA-block,conv1,1.6048701696850025,0.78933135431504,0.8626952056098109,8.07435670357,0.9461055763912144,0.17147348821163177,layer_seed_mean
KFRA-block,conv2,6.094583776991982,0.38683869565885437,0.9272704783496827,7.444299909937892,0.9830934463001292,0.13512113690376282,layer_seed_mean
KFRA-block,fc1,4.0963138745125285,0.9724276960228769,0.35452756829149396,6.158730857252232,0.6714764378599242,0.2767440676689148,layer_seed_mean
KFRA-block,fc2,2.194639322564367,0.8393943971411445,0.6061154751652541,6.700275612351974,0.8720280917880753,5.5732996884216846e-08,layer_seed_mean
KFAC-M-1,ALL,3.837666988838969,0.7469980357844789,0.6876521818540604,7.449286078306893,0.8809407489486222,0.04289964109193534,global_mean
KFAC-M-3,ALL,3.789167009302571,0.7469980357844789,0.6876521818540604,7.362426466359703,0.8806649001598685,0.024920441986372072,global_mean
KFAC-M-9,ALL,3.8260100299518336,0.7469980357844789,0.6876521818540604,7.4344006551708,0.8800015594272157,0.013688768493011594,global_mean
KFAC-U-1,ALL,8.473882216166063,0.7469980357844789,0.6876521818540604,16.259518256060865,0.8573812104660601,1.1244180450836818,global_mean
KFAC-U-3,ALL,8.42598834989373,0.7469980357844789,0.6876521818540604,16.157739402094705,0.8578204338640971,1.1132931262254715,global_mean
KFAC-U-9,ALL,8.41958423832622,0.7469980357844789,0.6876521818540604,16.158024215332624,0.8569309537716511,1.1115474849939346,global_mean
KFLR,ALL,3.8363590921247632,0.746998035784479,0.6876521818540604,7.45466282625048,0.8789340287145232,0.0,global_mean
KFRA-block,ALL,3.49760178593847,0.746998035784479,0.6876521818540604,7.094415770778024,0.8681758880848358,0.14583468712932657,global_mean
