estimator,k,label_seed,reverse_vectors,vjp_calls,forward_calls,samples,median_build_seconds,build_median_seconds,min_build_seconds,max_build_seconds,warmup,repeats,baseline_allocated,peak_allocated_absolute,peak_allocated_increment,baseline_reserved,peak_reserved_absolute,peak_reserved_increment,synthetic_samples
Private-KFLR,9,-1,23040,90,10,2560,0.11359172128140926,0.11359172128140926,0.11065916530787945,0.11486282106488943,2,5,25405440,125004800,99599360,33554432,169869312,136314880,0
KFLR,9,-1,23040,90,10,2560,0.10424631647765636,0.10424631647765636,0.09639570023864508,0.11201726365834475,2,5,25405440,125004800,99599360,33554432,169869312,136314880,2560
KFAC-M-3,3,1,7680,30,10,2560,0.047068855725228786,0.047068855725228786,0.046436578035354614,0.04787284508347511,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-3,3,0,7680,30,10,2560,0.0489956010133028,0.0489956010133028,0.04647135827690363,0.04902458284050226,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-3,3,0,7680,30,10,2560,0.05227106250822544,0.05227106250822544,0.05205008573830128,0.05350162088871002,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-9,9,2,23040,90,10,2560,0.08556932490319014,0.08556932490319014,0.08291190769523382,0.09014082793146372,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-3,3,1,7680,30,10,2560,0.04679778218269348,0.04679778218269348,0.04674380552023649,0.050388822332024574,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-M-3,3,2,7680,30,10,2560,0.04683671519160271,0.04683671519160271,0.04662853106856346,0.06187852472066879,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-9,9,1,23040,90,10,2560,0.12638291344046593,0.12638291344046593,0.12037692777812481,0.1353914486244321,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-3,3,2,7680,30,10,2560,0.05366052966564894,0.05366052966564894,0.05345060210675001,0.05479676090180874,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-M-1,1,2,2560,10,10,2560,0.042175889015197754,0.042175889015197754,0.042037767358124256,0.042187645100057125,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-M-9,9,0,23040,90,10,2560,0.09222023468464613,0.09222023468464613,0.09215856809169054,0.09383137989789248,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-1,1,0,2560,10,10,2560,0.044314876198768616,0.044314876198768616,0.0420743590220809,0.05415988713502884,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-U-1,1,0,2560,10,10,2560,0.04239599872380495,0.04239599872380495,0.039590660482645035,0.0443797018378973,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
KFAC-M-1,1,1,2560,10,10,2560,0.039900016970932484,0.039900016970932484,0.03961499314755201,0.042277991771698,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-U-1,1,1,2560,10,10,2560,0.04231287259608507,0.04231287259608507,0.04226762894541025,0.04260140284895897,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
KFAC-M-9,9,2,23040,90,10,2560,0.09238373022526503,0.09238373022526503,0.09226954262703657,0.09428070671856403,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-9,9,0,23040,90,10,2560,0.09508450515568256,0.09508450515568256,0.09332186635583639,0.10143398772925138,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-9,9,1,23040,90,10,2560,0.0933727826923132,0.0933727826923132,0.0932981837540865,0.0969155440106988,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFRA-block,0,-1,0,0,10,2560,0.04336411692202091,0.04336411692202091,0.043347532860934734,0.04471844807267189,2,5,25405440,120933888,95528448,33554432,178257920,144703488,2560
KFAC-U-1,1,2,2560,10,10,2560,0.0420213183388114,0.0420213183388114,0.03949607443064451,0.0443554762750864,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
