method,final_accuracy_mean,final_accuracy_sample_std,best_accuracy_mean,best_accuracy_sample_std,accuracy_auc_mean,accuracy_auc_sample_std,algorithm_seconds_mean,algorithm_seconds_sample_std,private_seconds_mean,private_seconds_sample_std,build_seconds_mean,build_seconds_sample_std,curvature_seconds_mean,curvature_seconds_sample_std,peak_allocated_bytes_mean,peak_allocated_bytes_sample_std,peak_reserved_bytes_mean,peak_reserved_bytes_sample_std,train_peak_bytes_mean,train_peak_bytes_sample_std,clip_fraction_mean,clip_fraction_sample_std,norm_p99_mean,norm_p99_sample_std
M0_original,0.94912,0.0012537942414925685,0.94952,0.0014289856542317187,3.75109,0.012350526304574961,39.00701248832047,1.5406230937740852,38.16384490691125,1.5317476275266053,0.8431675814092158,0.011217750530878859,0.02112815365791296,0.0029684485513234034,851975680.0,0.0,1293942784.0,0.0,851975680.0,0.0,0.30828392088413237,0.011396858733378725,11663.278525390624,1105.5968124610802
M1_full_ghost,0.94906,0.0013221195104830346,0.94948,0.0015303594349041331,3.7511699999999997,0.012257936204761413,44.46172424852848,1.8993737719007202,43.61675536744296,1.8930763791770993,0.8449688810855148,0.01887959193546959,0.022188620841502922,0.004841693806873234,167334912.0,0.0,260046848.0,0.0,139314176.0,0.0,0.3082812488079071,0.011379320507069633,11663.94837890625,1105.485600344446
M2_a_ghost_p05,0.9608000000000001,0.0019467922333931632,0.9608000000000001,0.0019467922333931632,3.7933399999999997,0.009536993761138922,44.40726656969637,0.7013776710407147,43.616809830628334,0.6930239547593419,0.7904567390680312,0.009860607461333711,0.0,0.0,168558592.0,0.0,245366784.0,0.0,168558592.0,0.0,0.27142427891492843,0.009339123765301525,744.9545812988281,29.658575247038037
M3_a_ghost_p025,0.96052,0.002284075305238434,0.96052,0.002284075305238434,3.78031,0.01028952136884894,44.08482298012823,1.2511304451192504,43.306695627979934,1.2405984085419308,0.7781273521482943,0.011932629179775398,0.0,0.0,168558592.0,0.0,245366784.0,0.0,168558592.0,0.0,0.25428552329540255,0.009054257350823356,628.4282910156251,8.347656640809431
