method,seed,epoch,algorithm_epoch_seconds,wall_epoch_seconds,private_samples_per_second,seconds_per_batch,exact_forward_backward_seconds,per_sample_precondition_clip_seconds,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,noise_step_seconds,activation_forward_seconds,curvature_backward_seconds,factor_accumulation_seconds,matrix_function_seconds,preconditioner_build_seconds,synthetic_generation_seconds,private_train_seconds,diagnostic_postprocess_seconds,evaluation_seconds
M2_a_ghost_p05,7,4,8.7220256049186,9.860885140486062,6991.1798870504335,0.0366175672970712,0.0,0.0,3.5514471693038936,0.3051391401290895,0.0235939832702278,0.0151051838845015,0.0026654080450534,0.0,0.0284947512112557,0.118822525024414,0.153514857403934,0.0033754239082336,8.568510747514665,0.0254997219890356,1.0997304916381836
M2_a_ghost_p05,7,5,8.677600060589612,9.814701674506068,7027.418820422765,0.0364287381386782,0.0,0.0,3.5502574081420906,0.3051052844524385,0.0236369912847875,0.0151011838614941,0.0026511359810829,0.0,0.0284947192557156,0.1186022109985351,0.1532753361389041,0.0033677759170532,8.524324724450707,0.02524577639997,1.0986138274893165
M3_a_ghost_p025,7,1,9.03643160033971,10.200455074198544,6755.4998652043605,0.0378950492351546,0.0,0.0,3.559834049224852,0.3046127387285235,0.0236820473000406,0.0260372480675578,0.004132863998413,0.0,0.0395919041447341,0.1193046722412109,0.1689900793135166,0.0054384641647338,8.867441521026194,0.0259402897208929,1.1241093622520566
M3_a_ghost_p025,7,2,8.785903009586036,9.935217453166842,6939.340524802563,0.0368911136562625,0.0,0.0,3.553261472702028,0.3048630120754244,0.0235583032891153,0.0152109759151936,0.0026732160449028,0.0,0.0285839359723031,0.1184751968383789,0.1533824140205979,0.0034919679164886,8.632520595565438,0.0272712334990501,1.1086274981498718
M3_a_ghost_p025,7,3,8.779561053030193,9.930111137218772,6944.372044654527,0.03686438433221,0.0,0.0,3.554551681518553,0.3047591716051104,0.0235558392629026,0.0151927679330111,0.0026511680185794,0.0,0.0285752639137208,0.118425308227539,0.153295119293034,0.0034954559803009,8.626265933737159,0.0255068428814411,1.1118113016709683
M3_a_ghost_p025,7,4,8.775604003109038,9.92058422975242,6947.92724566653,0.0368455211098632,0.0,0.0,3.554137763023375,0.3048546919822694,0.0237047993317245,0.0152094079330564,0.0026781120598316,0.0,0.028586240042001,0.1188817596435546,0.1537520634010434,0.0034377601146698,8.621851939707994,0.0257300166413187,1.1059124059975147
M3_a_ghost_p025,7,5,8.74931875243783,9.899609203450382,6968.690669230198,0.0367357387708929,0.0,0.0,3.553065405845641,0.3049012209177019,0.0237045753076671,0.0151882239207626,0.0026511360108852,0.0,0.0285849919207394,0.1183753280639648,0.153155880048871,0.0033964478969573,8.596162872388959,0.0254426337778568,1.1116137765347958
M0_original,123,1,8.186916703358293,9.329521578736603,7489.160454684584,0.0341827367098094,0.8680773117542271,2.459298469543455,0.0,0.0,0.0,0.0216203198805451,0.0059814400076866,0.0084785280227661,0.0408095046430826,0.1262510070800781,0.1881563132628798,0.0055890879631042,7.998760390095413,0.0257263844832777,1.1033584028482435
M0_original,123,2,7.638223177753389,8.78163250349462,8015.934664879411,0.0319363880448807,0.8357084486484525,2.461365922927857,0.0,0.0,0.0,0.0153302719891071,0.0027125760614871,0.0036003200113773,0.0299233288094401,0.1252936935424804,0.1651083752512931,0.0034032640457153,7.473114802502096,0.0255211610347032,1.105152408592403
M0_original,123,3,7.644223024137318,8.783180497586727,8009.426465058013,0.0319623385166001,0.8358081936836239,2.463665309906007,0.0,0.0,0.0,0.0154854400381445,0.0026922560632228,0.0036065280139446,0.0299223048016428,0.1252392959594726,0.165035811252892,0.0033948481082916,7.479187212884426,0.0256444634869694,1.100544013082981
M0_original,123,4,7.64068666473031,8.776397252455354,8013.437046192305,0.031946341940958,0.8374931526184082,2.468667377471921,0.0,0.0,0.0,0.015401376016438,0.0026973120272159,0.0036157760620117,0.0299275206848979,0.1254195175170898,0.1652426505461335,0.0034070401191711,7.475444014184177,0.0255055986344814,1.097466510720551
M0_original,123,5,7.635911790654063,8.759226763620973,8022.774804250867,0.0319091593926278,0.8371663680076598,2.469795162200928,0.0,0.0,0.0,0.015459936030209,0.0027200000584125,0.0035420480072498,0.0307325119301676,0.1287045135498047,0.1691684927791357,0.0032967360019683,7.466743297874927,0.0256452299654483,1.0850273100659251
M1_full_ghost,123,1,8.521290098316967,9.634497869759798,7168.28031441136,0.0357128891130734,0.0,0.0,3.814565023422241,0.3047848355770115,0.0263646722212433,0.0152610559090972,0.0026947839856147,0.003398431956768,0.0297410556599497,0.1250652160644531,0.1644740458577871,0.0033812479972839,8.35681605245918,0.0254022078588604,1.07409199886024
M1_full_ghost,123,2,8.429731310345232,9.518675000406802,7248.083054856444,0.0353196835718475,0.0,0.0,3.8158641052246063,0.3048537319898606,0.026272768177092,0.0151580478772521,0.0027088000178337,0.0035309439897537,0.0299335688874125,0.1252618255615234,0.1649253545328974,0.0033152000904083,8.264805955812335,0.0253542903810739,1.0503192516043782
M1_full_ghost,123,3,8.490906918421388,9.599660465493798,7194.740474422488,0.0355815475082231,0.0,0.0,3.817762098312376,0.304897955536843,0.0262439041733741,0.0151655999198556,0.0026808320283889,0.0034928640127182,0.0299427847191691,0.1254072341918945,0.1648248014971614,0.0031336960792541,8.326082116924226,0.0252643292769789,1.0699960570782423
M1_full_ghost,123,4,8.421941257081926,9.524264311417936,7255.520391251951,0.0352834788127205,0.0,0.0,3.8166941814422617,0.3050853480100634,0.0264192002266645,0.0151257598623633,0.0027313280403614,0.0036864000558853,0.0300185605809092,0.1253081283569335,0.1656072149053216,0.0036891520023345,8.256334042176604,0.0254218894988298,1.0636477740481496
M1_full_ghost,123,5,8.43862402625382,9.533305439166725,7240.027041527352,0.0353589839556724,0.0,0.0,3.818274753570557,0.3049893803596497,0.0263986882269382,0.015142239920795,0.0026893760263919,0.0035216320455074,0.0299427847191691,0.125099006652832,0.1646217806264758,0.0031895680427551,8.274002245627344,0.0255479486659169,1.055907649919391
M2_a_ghost_p05,123,1,9.273756138980389,10.429186161607504,6580.001510661508,0.0389057661438535,0.0,0.0,3.5805980443954475,0.3047874577045441,0.0237168633118271,0.027909567669034,0.0047197439670562,0.0,0.03914444803074,0.119659553527832,0.1698068613186478,0.0057067518234252,9.10394927766174,0.0267087807878851,1.114290569908917
M2_a_ghost_p05,123,2,8.800347634591162,9.944485787302256,6928.353438215482,0.036949616136491,0.0,0.0,3.5652528896331783,0.3052125802040102,0.0235509752556681,0.0151557438895106,0.0026808320581912,0.0,0.0285881919823586,0.119250877380371,0.1541374586522579,0.0034527039527893,8.646210175938904,0.0265196384862065,1.1039132615551353
M2_a_ghost_p05,123,3,8.812202694825828,9.954612183384596,6919.009837499767,0.0369995138050717,0.0,0.0,3.563763040542604,0.3053383082151413,0.0236093432754277,0.01518259190768,0.0026655679941177,0.0,0.0285952000506222,0.119457763671875,0.1543164644390344,0.0034420800209045,8.657886230386794,0.0256809033453464,1.1031772959977388
M2_a_ghost_p05,123,4,8.781687281094491,9.927003745920956,6943.353881565558,0.036869790070714,0.0,0.0,3.5632817878723158,0.3052121334075929,0.0238110713437198,0.0151572798788548,0.0026617280244827,0.0,0.0285785598643124,0.1193036804199218,0.1541564045473933,0.0034427199363708,8.627530876547098,0.0256197908893227,1.106187004595995
M2_a_ghost_p05,123,5,8.788997179828584,9.926302444189789,6937.2040802269785,0.0369024749797506,0.0,0.0,3.5689933433532706,0.3053751409053804,0.0237383673191069,0.0151802558973432,0.0026603200137615,0.0,0.0285957119427621,0.1189858245849609,0.1538180345669388,0.0034215679168701,8.635179145261645,0.025739973410964,1.0980467703193426
M3_a_ghost_p025,123,1,9.178411564789712,10.313051311299205,6648.281161416143,0.0385061933730657,0.0,0.0,3.5732136974334727,0.3047318406105041,0.0237137913107871,0.0264795195907355,0.0043418879508972,0.0,0.0384949440844357,0.1191170578002929,0.1679623154923319,0.0054968318939208,9.01044924929738,0.0256022047251462,1.094886800274253
M3_a_ghost_p025,123,2,8.686196414753795,9.819182563573122,7020.666107728122,0.0364637765237408,0.0,0.0,3.561489572525025,0.3054588519334794,0.0236200632825493,0.0152326719239354,0.0026871680617332,0.0,0.028666336055845,0.1187363204956054,0.1536727081984281,0.0034240000247955,8.532523706555367,0.0255772387608885,1.0940142823383212
M3_a_ghost_p025,123,3,8.647318383678794,9.767856967635453,7052.869659881869,0.0362972821483117,0.0,0.0,3.561813375473025,0.305386276721954,0.0236359672844409,0.0152258879467845,0.002668672055006,0.0,0.0286526083908975,0.118938621520996,0.153754360973835,0.003340192079544,8.493564022704959,0.0251528257504105,1.0820961855351925
M3_a_ghost_p025,123,4,8.624767318367958,9.750595125369728,7071.474073473569,0.0362017872568188,0.0,0.0,3.560376539230347,0.3055540516376493,0.0237692153453826,0.0152042879238725,0.0026604800522327,0.0,0.0286600003130734,0.1189315185546875,0.1535491002723574,0.0031480000019073,8.4712182180956,0.0267111398279666,1.0857687639072535
M3_a_ghost_p025,123,5,8.683720979839563,9.817971056327224,7022.397789618432,0.0364547847714434,0.0,0.0,3.564277061462405,0.3055742428302764,0.0237619193270801,0.0152098559439183,0.0026535040140151,0.0,0.0286648325808346,0.1186388778686523,0.1533013433218002,0.0031954560279846,8.530419636517763,0.0256250137463212,1.095384702086449
M0_original,2024,1,8.390551035292447,9.515352396294476,7305.965468740625,0.0350398590159403,0.8930271368026732,2.4668756875991824,0.0,0.0,0.0,0.0227542718723416,0.0063577600717544,0.0089210240840911,0.0419289283603429,0.1267865600585937,0.1912240255624056,0.0059494400024414,8.199327009730041,0.026231674477458,1.0850756773725152
M0_original,2024,2,7.611180546693504,8.740485290065408,8045.640224066923,0.0318184747105926,0.8448803520202639,2.453951426506042,0.0,0.0,0.0,0.0151656959205866,0.0027161280512809,0.0036300799548625,0.0299130887314677,0.1257850875854492,0.1656574644148349,0.0034259839057922,7.445523082278669,0.0271859588101506,1.089233593083918
M0_original,2024,3,7.670911469496787,8.799647719599307,7980.835182148297,0.0320768433575255,0.8509039690494534,2.4570083513259897,0.0,0.0,0.0,0.0152798719778657,0.0027079680263996,0.003635616004467,0.0298352641388773,0.1251266555786132,0.164930123835802,0.0034456961154937,7.505981345660984,0.0257083242759108,1.0899379709735513
M0_original,2024,4,10.207890841178596,11.330769205465913,5965.297211521648,0.0429148776536313,1.0019775321483604,2.520379016876221,0.0,0.0,0.0,0.0160670722201466,0.0027567040324211,0.0038451200425624,0.0299673599600792,0.1251379165649414,0.1658094702288508,0.0038952319622039,10.042081370949743,0.0258960174396634,1.084008514881134
M0_original,2024,5,7.597651460207999,8.721865153871477,8060.658085045442,0.0317591935173313,0.8444646723270418,2.461640389442443,0.0,0.0,0.0,0.0151644479185343,0.0027180800437927,0.0040785920023918,0.0298844162747263,0.1256632308959961,0.1660001771524548,0.0034486079216003,7.431651283055544,0.0256357155740261,1.0856790821999311
M1_full_ghost,2024,1,9.28849830571562,10.485227584838867,6573.154338322117,0.0389462937919311,0.0,0.0,3.8506376037597656,0.3053086738586429,0.0263927683085203,0.022598719753325,0.0029757440090179,0.0061486720144748,0.0345734080448746,0.1269381103515625,0.1750655584037304,0.0041050238609313,9.11343274731189,0.0308858826756477,1.1498639890924096
M1_full_ghost,2024,2,9.110169591382146,10.439534726552663,6699.237059978443,0.0382133066359684,0.0,0.0,3.8419653091430654,0.3050068516731264,0.0263591042757034,0.0152313278764486,0.0027900160253047,0.0048435520231723,0.0301127676293253,0.1263093795776367,0.1682558385655284,0.0039356799125671,8.941913752816617,0.0261624520644545,1.2846128614619374
M1_full_ghost,2024,3,9.472563244402409,10.637258605100214,6456.1662408183465,0.0396520149034376,0.0,0.0,3.857250780105593,0.3049769957065586,0.0263043522536754,0.0154606719985604,0.0063130559325218,0.0091101120114326,0.0443670074492692,0.1272833251953125,0.1939917569980025,0.0056658239364624,9.278571487404406,0.0306461891159415,1.119237226434052
M1_full_ghost,2024,4,9.377520717680454,10.526447189040482,6503.534800541192,0.0393632090626618,0.0,0.0,3.852860692977904,0.305177091598511,0.0265316483005881,0.0152304958999157,0.0027537920176982,0.0043642880022525,0.0301240314766764,0.1254197769165039,0.1665297970175743,0.0036446719169616,9.21099092066288,0.0257676718756556,1.109099886380136
M1_full_ghost,2024,5,8.93032745551318,10.076869995333254,6836.413613442471,0.0374465347586088,0.0,0.0,3.831716634750367,0.3050792998075489,0.0264228802919387,0.015318527944386,0.0028674880266189,0.0051477120518684,0.0304652475640177,0.1254676513671875,0.1678383219987154,0.0036362559795379,8.762489133514464,0.0262312451377511,1.1065053697675469
M2_a_ghost_p05,2024,1,9.817523889243605,10.926731870509684,6201.065321946037,0.0412832290435639,0.0,0.0,3.643296349525451,0.3089952017068865,0.0240300794839858,0.0221985598132014,0.0028384959995746,0.0,0.0311606399901211,0.1185898208618164,0.1572482930496335,0.0043642878532409,9.66027559619397,0.0257920417934656,1.0693151596933603
M2_a_ghost_p05,2024,2,8.41104914713651,9.500390990637245,7255.237199400456,0.0352848560238877,0.0,0.0,3.5548575639724715,0.3052815397977829,0.0236987193524836,0.0152915839403868,0.0026746881008148,0.0,0.0287303683720529,0.1194467849731445,0.1543928375467658,0.0033861761093139,8.256656309589744,0.0254713064059615,1.0501639433205128
M2_a_ghost_p05,2024,3,8.99251904990524,10.451316133141518,6777.708127967561,0.0377708799444521,0.0,0.0,3.5898137006759665,0.3052758445739746,0.0237099833935498,0.0152710719257593,0.0026563520431518,0.0,0.0287262720949947,0.1191822433471679,0.1541331429034471,0.0034135680198669,8.838385907001793,0.0841416763141751,1.357598453760147
M2_a_ghost_p05,2024,4,8.491435935720801,9.58853286318481,7203.227809117252,0.0355396229001637,0.0,0.0,3.563288479804995,0.305284131884575,0.0237738873735069,0.0152915519550443,0.0028762559890747,0.0,0.0326135036759078,0.1360513000488281,0.175164177082479,0.0034172799587249,8.316271758638322,0.0283793210983276,1.055210307240486
M2_a_ghost_p05,2024,5,8.373131510801613,9.462421024218202,7288.110381285632,0.0351257029061134,0.0,0.0,3.554502684593201,0.3054346274137498,0.0238332474231719,0.0152813759073615,0.0026845440268516,0.0,0.0287293441183865,0.118783203125,0.1537170307710766,0.0033438398838043,8.219414480030537,0.0280483942478895,1.0480515183880923
M3_a_ghost_p025,2024,1,10.997534845024347,12.155724577605724,5536.024116064889,0.0462425731233934,0.0,0.0,3.742387968063357,0.3112143348455434,0.0242068795114755,0.031181855596602,0.0055819199979305,0.0,0.0446074554175138,0.1204564819335937,0.1767727341502905,0.0053698878288269,10.820762110874057,0.0260726809501647,1.1169078163802624
M3_a_ghost_p025,2024,2,8.812391754239798,9.954840196296573,6920.153037500319,0.0369934015350145,0.0,0.0,3.5567587881088247,0.3052982120513917,0.0234703992828726,0.0152005759105087,0.0026746880412101,0.0,0.028445696581155,0.1211372833251953,0.1559357950463891,0.0035031681060791,8.656455959193408,0.0254079606384038,1.1032113386318088
M3_a_ghost_p025,2024,3,8.77843120880425,9.924129325896502,6946.321664330355,0.0368540376289469,0.0,0.0,3.554761867523191,0.3050600050687792,0.023531935326755,0.0151821439117194,0.0026591360270977,0.0,0.0297933754883706,0.1184686050415039,0.1545864036306738,0.0034920320510864,8.623844805173576,0.0257144393399357,1.1064079022035005
M3_a_ghost_p025,2024,4,8.775303225964308,9.91849775519222,6947.773424376973,0.0368463368568983,0.0,0.0,3.5558746862411503,0.3051401643753053,0.0235799993127584,0.0152286399304867,0.002688000023365,0.0,0.0284446721039712,0.1184649276733398,0.1532604014500975,0.0034771199226379,8.62204282451421,0.0253235483542084,1.1042240057140589
M3_a_ghost_p025,2024,5,8.782025935128331,9.928159385919573,6942.239979827595,0.0368757059312083,0.0,0.0,3.5609265584945686,0.3051610605716706,0.023666015356779,0.0151874879226089,0.0026542400121688,0.0,0.0284364802725613,0.1184203491210937,0.1531107472255826,0.0034300799369812,8.628915187902749,0.025534781627357,1.106628186069429
M0_original,3407,1,7.45134583953768,8.564821233972907,8221.020862310246,0.0311396849962572,0.8412025606632229,2.4607452201843247,0.0,0.0,0.0,0.0153057279214263,0.0027395519912242,0.0035020800232887,0.0296345602869987,0.1251092453002929,0.1646595504134893,0.0034764800071716,7.286686289124191,0.0267645306885242,1.0735299857333302
M0_original,3407,2,7.439690521918237,8.544634724967182,8237.169127140476,0.0310786383099153,0.8381326072216035,2.4613563194274897,0.0,0.0,0.0,0.0151364159211517,0.0027270079553127,0.003615039974451,0.0302858242318034,0.1270743026733398,0.167289157398045,0.0034079360961914,7.272401364520192,0.0257853670045733,1.066070394590497
