epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,234,0.7471386771171521,0.55064053440094,0.8915,0.7861127240333559,0.5663561698717948,31.195613025600075,121.48261961977705,221.14422398550897,0.0,0.5,0.25
2,468,0.5502784485872995,0.4926083889663219,0.9193,0.8385078418579571,0.2648737980769231,22.131369835291153,89.9304983513987,251.60891860570663,0.25,0.5625,0.40625
3,702,0.48823539931804705,0.42978720045089724,0.928,0.8909029596825585,0.21026976495726496,20.7296953731113,61.96579236658211,280.04771416818994,0.3333333333333333,0.6166666666666667,0.475
4,936,0.44531424719299006,0.39565284961415453,0.9367,0.9432980775071597,0.1835102831196581,19.286378640394943,41.08493999640147,287.37493974734576,0.375,0.70625,0.540625
5,1170,0.4263045373253333,0.39517465258524753,0.9397,0.995693195331761,0.16099091880341881,19.020135280413506,27.7087411742944,310.8536613007896,0.4,0.765,0.5825
