p,seed,epoch,train_loss,test_loss,test_accuracy,epsilon,accountant_steps,noise_multiplier,clip_fraction,mean_clip_factor,mean_clipping_severity,mean_transformed_norm,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,samples,batches,algorithm_epoch_seconds,wall_epoch_seconds,private_samples_per_second,seconds_per_batch,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,noise_step_seconds,builder_forward_calls,builder_vjp_calls,builder_reverse_vectors,builder_samples,curvature_backward_seconds,m_p,m_reference,scale_match,operator_gain_p10,operator_gain_p50,operator_gain_p90,operator_gain_p99,transformed_eig_p10,transformed_eig_p50,transformed_eig_p90,transformed_eig_p99,transformed_condition_proxy,operator_state_bytes,preconditioner_build_seconds,synthetic_generation_seconds,activation_forward_seconds,factor_accumulation_seconds,matrix_function_seconds,build_allocated_at_phase_start_bytes,build_reserved_at_phase_start_bytes,build_peak_cuda_allocated_bytes,build_peak_cuda_reserved_bytes,build_incremental_peak_bytes,grad_sample_bytes,private_train_seconds,train_allocated_at_phase_start_bytes,train_reserved_at_phase_start_bytes,train_peak_cuda_allocated_bytes,train_peak_cuda_reserved_bytes,train_incremental_peak_bytes,diagnostic_postprocess_seconds,evaluation_seconds,total_peak_cuda_allocated_bytes,total_peak_cuda_reserved_bytes
0.75,42,1,2.3043770790100098,2.2999370098114014,0.1875,0.0,0,0.0,1.0,0.009444206953048706,0.9905557632446289,107.38370513916016,108.16592407226562,123.48107147216797,132.1116943359375,136.61990356445312,256,1,0.19804660603404045,0.2539106570184231,3305.0487907695324,0.0774572528898716,0.01599078369140625,0.0012922879457473754,0.0001013759970664978,0.011624447822570801,1,0,0,256,0.0,305251.5558590117,34275.441083965314,0.33509086074743916,9.126159822983988,59.58811278113353,59.58851781593909,59.58851781593909,0.0,3.218038268858411e-05,1.1048258957207029,1.3530439835958372,inf,9998116,0.12058935314416885,0.0009113600254058838,0.0006635519862174988,0.00398940796777606,0.11475698852539062,9349120,241172480,160142848,241172480,150793728,0,0.0774572528898716,19348480,241172480,167007744,241172480,147659264,0.007133739069104195,0.04714452102780342,167007744,241172480
