task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,d_total,tau,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
mnist,dp_kfm,public,1.0,42,1,conv1,True,0.9660282295184386,0.9784331189526183,0.9602655070538624,0.2939348904776388,conv1,1246.6757190571452,206922,5201.114233924598,20138336,395.9810098406653,1.6593605242527432,38.619419625457475,395.691981769996,0.029905743251455643,11.833462813473167,1.0007304370166321,0.0010000955613114282,0.0010008260681295795
mnist,dp_kfm,public,1.0,42,1,conv2,True,0.9336224782831184,0.8054845076380771,0.9778417985488469,0.20950976294702925,conv2,9710.63228665384,206922,5201.114233924598,20138336,28120.178679288347,1.758535948158647,117.05012513158056,27834.50520087131,0.0015100995273601104,42.0328731481383,1.010263285672062,0.00100008015705891,0.001010344265405766
mnist,dp_kfm,public,1.0,42,1,fc1,True,0.8361055847818185,0.5683062079376703,0.838050190344123,0.5767823576680139,fc1,181935.54182211024,206922,5201.114233924598,20138336,2539385.2458299706,1.3023506844609793,227.3960099554003,90705.98599344745,0.001,90.70598599344746,27.995784600295444,0.001,0.027995784600295445
mnist,dp_kfm,public,1.0,42,1,fc2,True,0.9332410043666731,0.3713046355254961,0.9956489595702971,0.09319473705885735,fc2,14029.15017217879,206922,5201.114233924598,20138336,275349.8192347077,1.722413814826775,25.59040433142041,2488.395510222416,0.001,2.488395510222416,110.65355893127156,0.001,0.11065355893127156
mnist,dp_kfm,public,1.0,42,2,conv1,True,0.9661403163949288,0.9965325945176372,0.9441281009267759,3.3734077670127993,conv1,12.513422055015448,206922,51.04922217096934,20138336,423.7834599880751,1.6561510575277922,38.663585348345066,394.03404002678036,0.03033189995576493,11.951801081258177,1.0754996191681125,0.0010004177613054653,0.0010759489212930436
mnist,dp_kfm,public,1.0,42,2,conv2,True,0.975203312403168,0.9804458158016646,0.8061850967114252,1.3240833872125226,conv2,209.01198209776734,206922,51.04922217096934,20138336,90888.21640534935,1.8936474448456604,81.76062265268673,73364.81820168399,0.001353128513565595,99.27202740125477,1.2388528811656367,0.001,0.0012388528811656367
mnist,dp_kfm,public,1.0,42,2,fc1,True,0.8752130240500914,0.8048181657392157,0.7169535233516108,2.253943370080335,fc1,144577.97474771584,206922,51.04922217096934,20138336,847898483.2524621,1.9120197413733622,44.003404573253796,4501396.735497434,0.001,4501.396735497434,188.36341986167184,0.001,0.18836341986167185
mnist,dp_kfm,public,1.0,42,2,fc2,True,0.9485333057080804,1.128637872041354,0.791023377919279,1.1737994477839457,fc2,62122.49984813136,206922,51.04922217096934,20138336,338779870.4738483,2.740847659568873,9.272386796095041,1048458.0742317981,0.001,1048.458074231798,323.1220005836392,0.001,0.3231220005836392
mnist,dp_kfm,public,1.0,42,3,conv1,True,0.9665223723415756,0.9633589764940979,0.9726440823283136,4.561918920613621,conv1,133.90303216605264,206922,498.8625347514553,20138336,728.4707263304373,1.6548004992667444,38.32668918391658,378.5765307387435,0.031014027277385652,11.741182850909418,1.9242363622196024,0.0010035903947329338,0.0019311451303194354
mnist,dp_kfm,public,1.0,42,3,conv2,True,0.9715168797461117,0.9469879374889495,0.9465846712089203,2.715771774657466,conv2,1868.2764980772515,206922,498.8625347514553,20138336,345942.5687203512,1.95176989806534,75.09375997882854,58934.54851274472,0.001209711474193458,71.29379956227828,5.869945175630563,0.001,0.005869945175630563
mnist,dp_kfm,public,1.0,42,3,fc1,True,0.8453422126736263,0.8178762259017369,0.8843651671571654,1.6647380874149775,fc1,204124.277728391,206922,498.8625347514553,20138336,242208380.49668193,1.6873480904126115,12.431120152917421,59708.08586110767,0.001,59.70808586110767,4056.542376188454,0.001,4.056542376188454
mnist,dp_kfm,public,1.0,42,3,fc2,True,0.9520875611117441,0.3365787639656965,0.9670058381661326,0.3275236359539305,fc2,795.5427413656753,206922,498.8625347514553,20138336,285440.20504630107,1.6666767300839842,26.696848847087942,1275.15745137656,0.001,1.27515745137656,223.84702746955853,0.0010000007450577054,0.22384719424851118
mnist,dp_kfm,public,1.0,42,4,conv1,True,0.9659774451333032,0.9922542403752851,0.9720897386781976,0.5692887325198234,conv1,822.0438968986522,206922,3374.772668555361,20138336,403.4663726369967,1.6531420249963806,38.7778128793408,389.56779598597933,0.030600689356173133,11.921043108135985,1.0356769137342081,0.0010003843366827101,0.0010360749623635921
mnist,dp_kfm,public,1.0,42,4,conv2,True,0.9742855908133409,0.9991762148577681,0.9515293377176768,0.4872350707615155,conv2,11542.488574898653,206922,3374.772668555361,20138336,114485.53785550699,1.9717987011054852,81.2653275308944,76645.87541789777,0.001090283025872465,83.56569697126956,1.4936946995685718,0.001,0.0014936946995685717
mnist,dp_kfm,public,1.0,42,4,fc1,True,0.727446209387068,0.7084913550882983,0.8624956166306175,0.516577172154221,fc1,184179.72943967232,206922,3374.772668555361,20138336,10391211.894739542,1.2910396115643714,113.26744230876106,66135.7514322062,0.001,66.1357514322062,157.11943494573075,0.001,0.15711943494573075
mnist,dp_kfm,public,1.0,42,4,fc2,True,0.9331304244818316,0.3595709353413198,0.9872039744066387,0.17760143072028178,fc2,10377.738088530366,206922,3374.772668555361,20138336,340180.27240290015,1.7686921090538894,23.284848572353134,2844.680871863037,0.001,2.8446808718630368,119.58468725530871,0.0010000019092111455,0.11958491556772645
mnist,dp_kfm,public,1.0,42,5,conv1,True,0.9663790212973998,0.9715354833250512,0.9978049846470991,0.07167974519225033,conv1,25.875575366989363,206922,106.75496607137725,20138336,443.6464538706642,1.6529513870572956,38.863915410374034,386.72217842496497,0.03049287652583704,11.792271636515178,1.1471968214430819,0.001000756579239325,0.0011480647667416052
mnist,dp_kfm,public,1.0,42,5,conv2,True,0.980085011844902,1.0064012163125071,0.9780797541582592,0.2212262643830978,conv2,663.232618676021,206922,106.75496607137725,20138336,193474.67446833092,2.0037504741026932,72.01650073338243,154154.88421264992,0.0010251076246315849,158.02534718058658,1.2550667820647257,0.001,0.0012550667820647257
mnist,dp_kfm,public,1.0,42,5,fc1,True,0.8442623309026593,0.8672620413394994,0.731777560118672,1.1856188821429088,fc1,194931.81800970828,206922,106.75496607137725,20138336,333361986.99798286,1.7987569242364494,56.05550411617824,2688378.240998993,0.001,2688.378240998993,124.00114757442263,0.001,0.12400114757442264
mnist,dp_kfm,public,1.0,42,5,fc2,True,0.9694087718363148,0.5766400613425458,0.9219527164561586,0.5444911073377391,fc2,11301.073796248716,206922,106.75496607137725,20138336,19570692.721060745,2.3032083614152277,11.318865621292819,99584.09514767157,0.001,99.58409514767158,196.52428123225596,0.0010000018510033886,0.19652464499936645
