p,seed,epoch,layer,mean,median,p90,p99
0.375,123,1,conv1,0.0004858239844907075,0.00034259314998053014,0.0009062453173100948,0.0027341272216290236
0.375,123,1,conv2,0.012735219672322273,0.009884379804134369,0.025032075121998787,0.04296987131237984
0.375,123,1,fc1,0.4898134469985962,0.47878795862197876,0.5853310227394104,0.7519353032112122
0.375,123,1,fc2,0.4969654679298401,0.5098298788070679,0.5882272124290466,0.6519757509231567
0.375,123,2,conv1,0.008289857767522335,0.006916561163961887,0.014836307615041733,0.025435440242290497
0.375,123,2,conv2,0.07435213029384613,0.06935204565525055,0.10365528613328934,0.17070899903774261
0.375,123,2,fc1,0.7188072800636292,0.7217539548873901,0.7612804770469666,0.791485071182251
0.375,123,2,fc2,0.19855082035064697,0.19545848667621613,0.24816285073757172,0.304505318403244
0.375,123,3,conv1,0.013774904422461987,0.01123550534248352,0.025568293407559395,0.041702304035425186
0.375,123,3,conv2,0.0991101861000061,0.09582556039094925,0.12930017709732056,0.17560771107673645
0.375,123,3,fc1,0.6926686763763428,0.6936185956001282,0.743224561214447,0.7793809771537781
0.375,123,3,fc2,0.19444626569747925,0.1928572654724121,0.251419335603714,0.29887786507606506
0.375,123,4,conv1,0.015548961237072945,0.012843519449234009,0.027834296226501465,0.048155516386032104
0.375,123,4,conv2,0.1089421808719635,0.10660172998905182,0.14304803311824799,0.18367184698581696
0.375,123,4,fc1,0.6486928462982178,0.6524604558944702,0.7295271158218384,0.7780268788337708
0.375,123,4,fc2,0.22681598365306854,0.22101542353630066,0.3154597282409668,0.40400055050849915
0.375,123,5,conv1,0.019795574247837067,0.01651519536972046,0.03473496437072754,0.05825246497988701
0.375,123,5,conv2,0.1301703304052353,0.12781953811645508,0.15984448790550232,0.19504456222057343
0.375,123,5,fc1,0.6353780627250671,0.6363310217857361,0.693813145160675,0.7394194006919861
0.375,123,5,fc2,0.2146560251712799,0.2105863392353058,0.2853568494319916,0.3483853042125702
