p,seed,epoch,layer,mean,median,p90,p99
0.125,2024,1,conv1,0.0016875126166269183,0.0010676695965230465,0.0034788388293236494,0.011192632839083672
0.125,2024,1,conv2,0.014377622865140438,0.010716252960264683,0.02740265056490898,0.05288901925086975
0.125,2024,1,fc1,0.554469108581543,0.5370498895645142,0.6461348533630371,0.7980953454971313
0.125,2024,1,fc2,0.42946571111679077,0.4515365958213806,0.5063220262527466,0.551347017288208
0.125,2024,2,conv1,0.006957567762583494,0.006196659058332443,0.011445955373346806,0.018181299790740013
0.125,2024,2,conv2,0.05762896314263344,0.054203152656555176,0.0793779194355011,0.1046806052327156
0.125,2024,2,fc1,0.5859085321426392,0.5862091779708862,0.6323078274726868,0.668332576751709
0.125,2024,2,fc2,0.3495049476623535,0.3496861755847931,0.4031131863594055,0.43677031993865967
0.125,2024,3,conv1,0.007767260540276766,0.007322314195334911,0.011490835808217525,0.016816766932606697
0.125,2024,3,conv2,0.07907694578170776,0.07734566926956177,0.09992262721061707,0.12138095498085022
0.125,2024,3,fc1,0.5746495127677917,0.5741113424301147,0.6126224398612976,0.6462737917900085
0.125,2024,3,fc2,0.3385063111782074,0.33933037519454956,0.37941744923591614,0.41010230779647827
0.125,2024,4,conv1,0.009375542402267456,0.008993792347609997,0.013486353680491447,0.018171345815062523
0.125,2024,4,conv2,0.09449140727519989,0.0938066765666008,0.11721809953451157,0.13790586590766907
0.125,2024,4,fc1,0.5504806637763977,0.5504987239837646,0.5992287397384644,0.633802056312561
0.125,2024,4,fc2,0.3456524610519409,0.3448530435562134,0.3975712060928345,0.4418773353099823
0.125,2024,5,conv1,0.013046148233115673,0.012197816744446754,0.01974906586110592,0.027773234993219376
0.125,2024,5,conv2,0.12011821568012238,0.11821378022432327,0.14922042191028595,0.17671620845794678
0.125,2024,5,fc1,0.5501392483711243,0.5495545864105225,0.5856483578681946,0.6189789772033691
0.125,2024,5,fc2,0.3166963756084442,0.3179667592048645,0.35671478509902954,0.38923096656799316
